"JAPON,PUERTO BARRIOS,29/05/2017, 8703236900,2000,HONDA,CR-V EX 4WD,2000,LIVIANO,CAMIONETA,OCASIONAL,GASOLINA,5,4,0,11284.55,1354.15,",
"JAPON,PUERTO BARRIOS,29/05/2017, 8703237900,2006,HONDA,CR-V EX 4WD,2400,LIVIANO,CAMIONETA,OCASIONAL,GASOLINA,5,4,0,23657.13,2838.86,",
"REINO UNIDO,PUERTO BARRIOS,29/05/2017, 8703237900,2003,HONDA,CR-V EX 4WD,2400,LIVIANO,CAMIONETA,OCASIONAL,GASOLINA,5,4,0,15305.82,1836.7,",
"ESTADOS UNIDOS,TECUN UMAN,29/05/2017, 8703237900,2011,HONDA,CR-V SE 4X2,2400,LIVIANO,CAMIONETA,OCASIONAL,GASOLINA,5,4,0,32199.57,3863.95,",
"BRASIL,EL CARMEN,29/05/2017, 8711209000,2005,HONDA,CRF 230F,230,LIVIANO,MOTO,OCASIONAL,GASOLINA,1,0,0,11111.72,1333.41,",
"REINO UNIDO,TECUN UMAN,30/05/2017, 8703237900,2004,HONDA,CR-V EX 4WD AT,2400,LIVIANO,CAMIONETA,OCASIONAL,GASOLINA,5,4,0,27053.52,3246.42,",
"CANADA,SANTO TOMAS DE CASTILLA,29/05/2017, 8703236900,2009,HONDA,CIVIC EX,1800,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,2,0,17775.93,2133.11,",
"JAPON,TECUN UMAN,30/05/2017, 8703237900,2007,HONDA,CR-V EX 4WD,2400,LIVIANO,CAMIONETA,OCASIONAL,GASOLINA,5,4,0,23606.92,2832.83,",
"REINO UNIDO,PUERTO BARRIOS,30/05/2017, 8703237900,2006,HONDA,CR-V EX REALTIME 4WD,2400,LIVIANO,CAMIONETA,OCASIONAL,GASOLINA,5,4,0,19533.11,2343.97,",
"REINO UNIDO,PUERTO BARRIOS,30/05/2017, 8703237900,2003,HONDA,CR-V LX 4WD,2400,LIVIANO,CAMIONETA,OCASIONAL,GASOLINA,5,4,0,14646.16,1757.54,",
"JAPON,EL CARMEN,30/05/2017, 8711209000,2000,HONDA,XR100R,100,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,3829.97,459.6,",
"JAPON,PUERTO BARRIOS,30/05/2017, 8703236900,2000,HONDA,CR-V EX 4WD,2000,LIVIANO,CAMIONETA,OCASIONAL,GASOLINA,5,4,0,10788.04,1294.56,",
"JAPON,PUERTO BARRIOS,30/05/2017, 8703237900,2007,HONDA,CR-V EX 4WD,2400,LIVIANO,CAMIONETA,OCASIONAL,GASOLINA,5,4,0,27175.86,3261.1,",
"CANADA,PUERTO BARRIOS,01/06/2017, 8703236900,1994,HONDA,CIVIC SI,1600,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,4,2,0,11633.15,1395.98,",
"CANADA,PUERTO BARRIOS,09/05/2017, 8703236900,2008,HONDA,CIVIC EX COUPE,1800,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,2,0,17492.8,2099.14,",
"MEXICO,TECUN UMAN,09/05/2017, 8703237900,2015,HONDA,CR-V LX 2WD,2400,LIVIANO,CAMIONETA,OCASIONAL,GASOLINA,5,4,0,56707.28,6804.87,",
"JAPON,PUERTO BARRIOS,09/05/2017, 8703226900,2013,HONDA,FIT,1500,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,16726.08,2007.13,",
"REINO UNIDO,TECUN UMAN,10/05/2017, 8703237900,2003,HONDA,CR-V LX 2WD,2400,LIVIANO,CAMIONETA,OCASIONAL,GASOLINA,5,4,0,13706.82,1644.82,",
"REINO UNIDO,G8"," CENTRALSA,22/05/2017, 8703237900,2006,HONDA,CR-V LX 2WD,2400,LIVIANO,CAMIONETA,OCASIONAL,GASOLINA,5,4,0,15316.52,1837.98,"
"JAPON,PUERTO BARRIOS,19/05/2017, 8703237900,2002,HONDA,CR-V LX 2WD,2400,LIVIANO,CAMIONETA,OCASIONAL,GASOLINA,5,4,0,15830.01,1899.6,",
"ESTADOS UNIDOS,TECUN UMAN,08/05/2017, 8703236900,2006,HONDA,CIVIC EX,1800,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,18484.2,2218.1,",
"JAPON,PUERTO BARRIOS,12/05/2017, 8703226900,2008,HONDA,FIT SPORT,1500,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,9481.44,1137.77,",
"ESTADOS UNIDOS,EL CARMEN,12/05/2017, 8703236900,2005,HONDA,CIVIC DX,1700,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,20752.11,2490.25,",
"ESTADOS UNIDOS,PUERTO BARRIOS,15/05/2017, 8703248000,2004,HONDA,ODYSSEY EX,3500,LIVIANO,MICROBUS,OCASIONAL,GASOLINA,7,4,0,10031.41,1203.77,",
"JAPON,EL CARMEN,29/05/2017, 8711209000,2009,HONDA,CMX250C REBEL,250,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,10916.98,1310.04,",
"JAPON,EL CARMEN,13/05/2017, 8703226900,2010,HONDA,FIT,1500,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,21118.75,2534.25,",
"ESTADOS UNIDOS,EL CARMEN,17/05/2017, 8703236900,1999,HONDA,CIVIC LX,1600,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,21126.24,2535.15,",
"BRASIL,EL CARMEN,18/05/2017, 8711209000,2004,HONDA,CRF150F,150,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,7523.23,902.79,",
"JAPON,EL CARMEN,18/05/2017, 8703236900,2000,HONDA,CRV LX 2WD,2000,LIVIANO,CAMIONETA,OCASIONAL,GASOLINA,5,4,0,15983.32,1918,",
"CANADA,PUERTO BARRIOS,08/05/2017, 8703236900,2009,HONDA,CIVIC LX,1800,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,9814.23,1177.71,",
"CANADA,SANTO TOMAS DE CASTILLA,09/05/2017, 8703236900,2002,HONDA,CIVIC EX,1700,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,10842.61,1301.11,",
"CANADA,TECUN UMAN,12/05/2017, 8703236900,1998,HONDA,CIVIC DX,1600,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,10765.43,1291.85,",
"ESTADOS UNIDOS,EL CARMEN,27/05/2017, 8703249000,2004,HONDA,ODYSSEY EX,3500,LIVIANO,MICROBUS,OCASIONAL,GASOLINA,7,4,0,13079.8,1569.58,",
"ESTADOS UNIDOS,TECUN UMAN,19/05/2017, 8703236900,2002,HONDA,CIVIC EX,1700,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,2,0,18925.59,2271.07,",
"JAPON,EL CARMEN,05/06/2017, 8703237900,2002,HONDA,CR-V LX 2WD,2400,LIVIANO,CAMIONETA,OCASIONAL,GASOLINA,5,4,0,19713.28,2365.59,",
"ESTADOS UNIDOS,SANTO TOMAS DE CASTILLA,06/06/2017, 8703236900,2006,HONDA,CIVIC LX,1800,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,16451.31,1974.16,",
"CANADA,EL CARMEN,05/06/2017, 8703237900,2014,HONDA,CR-V EX-L 2WD,2400,LIVIANO,CAMIONETA,OCASIONAL,GASOLINA,5,4,0,65318.62,7838.23,",
"JAPON,TECUN UMAN,03/06/2017, 8703236900,1999,HONDA,CR-V EX 4WD,2000,LIVIANO,CAMIONETA,OCASIONAL,GASOLINA,5,4,0,13834.17,1660.1,",
"JAPON,EL CARMEN,07/06/2017, 8703237900,2006,HONDA,CR-V 4X2 LX,2400,LIVIANO,CAMIONETA,OCASIONAL,GASOLINA,5,4,0,17141.25,2056.95,",
"REINO UNIDO,EL CARMEN,07/06/2017, 8703237900,2006,HONDA,CR-V- 4X2 LX,2400,LIVIANO,CAMIONETA,OCASIONAL,GASOLINA,5,4,0,21953.73,2634.45,",
"JAPON,PUERTO BARRIOS,24/05/2017, 8703236900,2000,HONDA,CR-V LX 4WD,2000,LIVIANO,CAMIONETA,OCASIONAL,GASOLINA,5,4,0,13612.73,1633.53,",
"CANADA,TECUN UMAN,11/05/2017, 8703236900,2005,HONDA,CIVIC EX,1700,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,19433.51,2332.02,",
"ESTADOS UNIDOS,TECUN UMAN,25/05/2017, 8703237900,1997,HONDA,ACCORD LX,2200,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,18942.1,2273.05,",
"CANADA,PUERTO BARRIOS,05/06/2017, 8703236900,2006,HONDA,CIVIC LX,1800,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,11129.17,1335.5,",
"BRASIL,EL CARMEN,26/05/2017, 8711209000,2007,HONDA,CRF230F,230,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,13022.99,1562.76,",
"CANADA,PUERTO BARRIOS,06/06/2017, 8703236900,2006,HONDA,CIVIC EX,1800,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,14099.03,1691.88,",
"CANADA,EL CARMEN,08/05/2017, 8703236900,2007,HONDA,CIVIC SI,2000,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,26259.3,3151.12,",
"CANADA,PUERTO BARRIOS,12/05/2017, 8703236900,2006,HONDA,CIVIC DX-G,1800,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,15274.43,1832.93,",
"CANADA,PUERTO BARRIOS,16/05/2017, 8703236900,2007,HONDA,CIVIC SI,2000,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,18152.15,2178.26,",
"ESTADOS UNIDOS,PUERTO BARRIOS,18/05/2017, 8703248000,2005,HONDA,ODYSSEY EX,3500,LIVIANO,MICROBUS,OCASIONAL,GASOLINA,7,4,0,11276.31,1353.16,",
"CANADA,PUERTO BARRIOS,22/05/2017, 8703236900,2008,HONDA,CIVIC LX,1800,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,10837.73,1300.53,",
"REINO UNIDO,PUERTO BARRIOS,31/05/2017, 8703237900,2004,HONDA,CR-V EX REALTIME 4WD,2400,LIVIANO,CAMIONETA,OCASIONAL,GASOLINA,5,4,0,22116.62,2653.99,",
"CANADA,PUERTO BARRIOS,05/06/2017, 8703236900,2012,HONDA,CIVIC LX,1800,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,23339.64,2800.76,",
"JAPON,PUERTO BARRIOS,10/05/2017, 8703237900,2002,HONDA,CR-V EX 4WD,2400,LIVIANO,CAMIONETA,OCASIONAL,GASOLINA,5,4,0,15467.87,1856.14,",
"JAPON,EL CARMEN,11/05/2017, 8711209000,2002,HONDA,CMX250C REBEL,234,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,7172.07,860.65,",
"ESTADOS UNIDOS,EL CARMEN,12/05/2017, 8703236900,2006,HONDA,CIVIC LX,1800,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,9298.12,1115.77,",
"REINO UNIDO,EL CARMEN,30/05/2017, 8703237900,2005,HONDA,CR-V EX 4WD,2400,LIVIANO,CAMIONETA,OCASIONAL,GASOLINA,5,4,0,19658.04,2358.96,",
"CANADA,G8"," CENTRALSA,12/05/2017, 8703237900,2012,HONDA,CIVIC SI,2400,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,22278.87,2673.46,"
"CANADA,SANTO TOMAS DE CASTILLA,19/05/2017, 8703237900,2012,HONDA,CR-V LX 4X2,2400,LIVIANO,CAMIONETA,OCASIONAL,GASOLINA,5,4,0,53008.91,6361.07,",
"ESTADOS UNIDOS,SANTO TOMAS DE CASTILLA,20/05/2017, 8703236900,2006,HONDA,CIVIC EX,1800,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,13629.36,1635.52,",
"ESTADOS UNIDOS,PUERTO BARRIOS,09/05/2017, 8703248000,2005,HONDA,ODYSSEY TOURING,3500,LIVIANO,MICROBUS,OCASIONAL,GASOLINA,7,4,0,26611.38,3193.37,",
"INDIA,PUERTO QUETZAL,10/05/2017, 8711209000,2017,HONDA,CB160F,160,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,440051.22,52806.15,",
"INDIA,PUERTO QUETZAL,10/05/2017, 8711209000,2017,HONDA,CB160F,160,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,440051.22,52806.15,",
"INDIA,PUERTO QUETZAL,10/05/2017, 8711209000,2017,HONDA,CB160F,160,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,440051.22,52806.15,",
"INDIA,PUERTO QUETZAL,10/05/2017, 8711209000,2017,HONDA,CB160F,160,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,440051.22,52806.15,",
"INDIA,PUERTO QUETZAL,10/05/2017, 8711209000,2017,HONDA,CB160F,160,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,440051.22,52806.15,",
"INDIA,PUERTO QUETZAL,10/05/2017, 8711209000,2017,HONDA,CB160F,160,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,440051.22,52806.15,",
"INDIA,PUERTO QUETZAL,10/05/2017, 8711209000,2017,HONDA,CB160F,160,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,440051.22,52806.15,",
"INDIA,PUERTO QUETZAL,10/05/2017, 8711209000,2017,HONDA,CB160F,160,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,440051.22,52806.15,",
"INDIA,PUERTO QUETZAL,10/05/2017, 8711209000,2017,HONDA,CB160F,160,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,440051.22,52806.15,",
"INDIA,PUERTO QUETZAL,10/05/2017, 8711209000,2017,HONDA,CB160F,160,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,440051.22,52806.15,",
"INDIA,PUERTO QUETZAL,10/05/2017, 8711209000,2017,HONDA,CB160F,160,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,440051.22,52806.15,",
"INDIA,PUERTO QUETZAL,10/05/2017, 8711209000,2017,HONDA,CB160F,160,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,440051.22,52806.15,",
"INDIA,PUERTO QUETZAL,10/05/2017, 8711209000,2017,HONDA,CB160F,160,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,440051.22,52806.15,",
"INDIA,PUERTO QUETZAL,10/05/2017, 8711209000,2017,HONDA,CB160F,160,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,440051.22,52806.15,",
"INDIA,PUERTO QUETZAL,10/05/2017, 8711209000,2017,HONDA,CB160F,160,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,440051.22,52806.15,",
"INDIA,PUERTO QUETZAL,10/05/2017, 8711209000,2017,HONDA,CB160F,160,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,440051.22,52806.15,",
"INDIA,PUERTO QUETZAL,10/05/2017, 8711209000,2017,HONDA,CB160F,160,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,440051.22,52806.15,",
"INDIA,PUERTO QUETZAL,10/05/2017, 8711209000,2017,HONDA,CB160F,160,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,440051.22,52806.15,",
"INDIA,PUERTO QUETZAL,10/05/2017, 8711209000,2017,HONDA,CB160F,160,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,440051.22,52806.15,",
"INDIA,PUERTO QUETZAL,10/05/2017, 8711209000,2017,HONDA,CB160F,160,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,440051.22,52806.15,",
"INDIA,PUERTO QUETZAL,10/05/2017, 8711209000,2017,HONDA,CB160F,160,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,440051.22,52806.15,",
"INDIA,PUERTO QUETZAL,10/05/2017, 8711209000,2017,HONDA,CB160F,160,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,440051.22,52806.15,",
"INDIA,PUERTO QUETZAL,10/05/2017, 8711209000,2017,HONDA,CB160F,160,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,440051.22,52806.15,",
"INDIA,PUERTO QUETZAL,10/05/2017, 8711209000,2017,HONDA,CB160F,160,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,440051.22,52806.15,",
"INDIA,PUERTO QUETZAL,10/05/2017, 8711209000,2017,HONDA,CB160F,160,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,440051.22,52806.15,",
"INDIA,PUERTO QUETZAL,10/05/2017, 8711209000,2017,HONDA,CB160F,160,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,440051.22,52806.15,",
"INDIA,PUERTO QUETZAL,10/05/2017, 8711209000,2017,HONDA,CB160F,160,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,440051.22,52806.15,",
"INDIA,PUERTO QUETZAL,10/05/2017, 8711209000,2017,HONDA,CB160F,160,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,440051.22,52806.15,",
"INDIA,PUERTO QUETZAL,10/05/2017, 8711209000,2017,HONDA,CB160F,160,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,440051.22,52806.15,",
"JAPON,TECUN UMAN,09/05/2017, 8711209000,1999,HONDA,CMX250C2,250,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,5248.54,629.82,",
"ESTADOS UNIDOS,TECUN UMAN,01/06/2017, 8703237900,2010,HONDA,ACCORD EXL,2400,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,57239.02,6868.68,",
"JAPON,EL CARMEN,05/06/2017, 8703237900,2008,HONDA,CR-V EX 2WD,2400,LIVIANO,CAMIONETA,OCASIONAL,GASOLINA,5,4,0,21184.42,2542.13,",
"INDIA,PUERTO QUETZAL,10/05/2017, 8711209000,2017,HONDA,CB160F,160,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,440051.22,52806.15,",
"INDIA,PUERTO QUETZAL,10/05/2017, 8711209000,2017,HONDA,CB160F,160,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,440051.22,52806.15,",
"INDIA,PUERTO QUETZAL,10/05/2017, 8711209000,2017,HONDA,CB160F,160,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,440051.22,52806.15,",
"INDIA,PUERTO QUETZAL,10/05/2017, 8711209000,2017,HONDA,CB160F,160,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,440051.22,52806.15,",
"INDIA,PUERTO QUETZAL,10/05/2017, 8711209000,2017,HONDA,CB160F,160,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,440051.22,52806.15,",
"INDIA,PUERTO QUETZAL,10/05/2017, 8711209000,2017,HONDA,CB160F,160,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,440051.22,52806.15,",
"INDIA,PUERTO QUETZAL,10/05/2017, 8711209000,2017,HONDA,CB160F,160,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,440051.22,52806.15,",
"INDIA,PUERTO QUETZAL,10/05/2017, 8711209000,2017,HONDA,CB160F,160,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,440051.22,52806.15,",
"INDIA,PUERTO QUETZAL,10/05/2017, 8711209000,2017,HONDA,CB160F,160,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,440051.22,52806.15,",
"ESTADOS UNIDOS,EL CARMEN,29/05/2017, 8703237900,2008,HONDA,CR-V 4WD EX,2400,LIVIANO,CAMIONETA,OCASIONAL,GASOLINA,5,4,0,24836.92,2980.43,",
"REINO UNIDO,SANTO TOMAS DE CASTILLA,09/05/2017, 8703237900,2003,HONDA,CR-V LX 2WD,2400,LIVIANO,CAMIONETA,OCASIONAL,GASOLINA,5,4,0,23387.17,2806.46,",
"CANADA,SANTO TOMAS DE CASTILLA,09/05/2017, 8703249000,2004,HONDA,PILOT 4X4,3500,LIVIANO,CAMIONETA,OCASIONAL,GASOLINA,8,4,0,21127.68,2535.32,",
"ESTADOS UNIDOS,PUERTO BARRIOS,12/05/2017, 8703236900,2013,HONDA,CIVIC EX,1800,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,14211.16,1705.34,",
"INDIA,PUERTO QUETZAL,10/05/2017, 8711209000,2017,HONDA,UNICORN 160,160,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,364304.8,43716.58,",
"INDIA,PUERTO QUETZAL,10/05/2017, 8711209000,2017,HONDA,UNICORN 160,160,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,364304.8,43716.58,",
"INDIA,PUERTO QUETZAL,10/05/2017, 8711209000,2017,HONDA,UNICORN 160,160,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,364304.8,43716.58,",
"INDIA,PUERTO QUETZAL,10/05/2017, 8711209000,2017,HONDA,UNICORN 160,160,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,364304.8,43716.58,",
"INDIA,PUERTO QUETZAL,10/05/2017, 8711209000,2017,HONDA,UNICORN 160,160,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,364304.8,43716.58,",
"JAPON,EL CARMEN,18/05/2017, 8711209000,2006,HONDA,CRF250R,250,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,17574.25,2108.91,",
"REINO UNIDO,PUERTO BARRIOS,09/05/2017, 8703237900,2003,HONDA,CR-V EX 4WD,2400,LIVIANO,CAMIONETA,OCASIONAL,GASOLINA,5,4,0,15244.21,1829.31,",
"CANADA,TECUN UMAN,12/05/2017, 8703236900,2001,HONDA,CIVIC EX,1700,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,10046.76,1205.61,",
"ESTADOS UNIDOS,SANTO TOMAS DE CASTILLA,18/05/2017, 8703226900,2017,HONDA,CR-V 1.5T AWD EXL AT,1500,LIVIANO,CAMIONETA,DISTRIBUIDOR,GASOLINA,5,5,0,183115.06,21973.81,",
"ESTADOS UNIDOS,SANTO TOMAS DE CASTILLA,18/05/2017, 8703226900,2017,HONDA,CR-V 1.5T AWD EXL AT,1500,LIVIANO,CAMIONETA,DISTRIBUIDOR,GASOLINA,5,5,0,183115.06,21973.81,",
"ESTADOS UNIDOS,SANTO TOMAS DE CASTILLA,18/05/2017, 8703226900,2017,HONDA,CR-V 1.5T AWD EXL AT,1500,LIVIANO,CAMIONETA,DISTRIBUIDOR,GASOLINA,5,5,0,183115.13,21973.82,",
"ESTADOS UNIDOS,SANTO TOMAS DE CASTILLA,18/05/2017, 8703226900,2017,HONDA,CR-V 1.5T AWD EXL AT,1500,LIVIANO,CAMIONETA,DISTRIBUIDOR,GASOLINA,5,5,0,183115.13,21973.82,",
"ESTADOS UNIDOS,SANTO TOMAS DE CASTILLA,18/05/2017, 8703226900,2017,HONDA,CR-V 1.5T AWD EXL AT,1500,LIVIANO,CAMIONETA,DISTRIBUIDOR,GASOLINA,5,5,0,183115.13,21973.82,",
"ESTADOS UNIDOS,SANTO TOMAS DE CASTILLA,18/05/2017, 8703226900,2017,HONDA,CR-V 1.5T AWD EXL AT,1500,LIVIANO,CAMIONETA,DISTRIBUIDOR,GASOLINA,5,5,0,183115.13,21973.82,",
"ESTADOS UNIDOS,SANTO TOMAS DE CASTILLA,18/05/2017, 8703226900,2017,HONDA,CR-V 1.5T AWD EXL AT,1500,LIVIANO,CAMIONETA,DISTRIBUIDOR,GASOLINA,5,5,0,183115.13,21973.82,",
"ESTADOS UNIDOS,SANTO TOMAS DE CASTILLA,18/05/2017, 8703226900,2017,HONDA,CR-V 1.5T AWD EXL AT,1500,LIVIANO,CAMIONETA,DISTRIBUIDOR,GASOLINA,5,5,0,183115.13,21973.82,",
"ESTADOS UNIDOS,SANTO TOMAS DE CASTILLA,18/05/2017, 8703226900,2017,HONDA,CR-V 1.5T AWD EXL AT,1500,LIVIANO,CAMIONETA,DISTRIBUIDOR,GASOLINA,5,5,0,183115.13,21973.82,",
"ESTADOS UNIDOS,SANTO TOMAS DE CASTILLA,18/05/2017, 8703226900,2017,HONDA,CR-V 1.5T AWD EXL AT,1500,LIVIANO,CAMIONETA,DISTRIBUIDOR,GASOLINA,5,5,0,183115.13,21973.82,",
"ESTADOS UNIDOS,SANTO TOMAS DE CASTILLA,18/05/2017, 8703226900,2017,HONDA,CR-V 1.5T AWD EXL AT,1500,LIVIANO,CAMIONETA,DISTRIBUIDOR,GASOLINA,5,5,0,183115.13,21973.82,",
"CANADA,SANTO TOMAS DE CASTILLA,22/05/2017, 8703236900,2002,HONDA,CIVIC EX,1700,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,9444.52,1133.34,",
"JAPON,PUERTO BARRIOS,22/05/2017, 8703237900,2007,HONDA,CR-V EX 2WD,2400,LIVIANO,CAMIONETA,OCASIONAL,GASOLINA,5,4,0,25393.14,3047.18,",
"JAPON,PUERTO BARRIOS,19/05/2017, 8703236900,2000,HONDA,CR-V EX 4WD,2000,LIVIANO,CAMIONETA,OCASIONAL,GASOLINA,5,4,0,14084.16,1690.1,",
"JAPON,EL CARMEN,19/05/2017, 8703236900,2001,HONDA,CR-V SE 4WD,2000,LIVIANO,CAMIONETA,OCASIONAL,GASOLINA,5,4,0,18192.04,2183.04,",
"CANADA,TECUN UMAN,11/05/2017, 8703236900,1998,HONDA,CIVIC LX,1600,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,18920.17,2270.42,",
"ESTADOS UNIDOS,PUERTO BARRIOS,24/05/2017, 8703236900,2012,HONDA,CIVIC EX,1800,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,25229.42,3027.53,",
"JAPON,PUERTO BARRIOS,09/05/2017, 8703237900,2002,HONDA,CR-V LX 4WD,2400,LIVIANO,CAMIONETA,OCASIONAL,GASOLINA,5,4,0,11794.68,1415.36,",
"INDIA,PUERTO QUETZAL,10/05/2017, 8711209000,2017,HONDA,UNICORN 160,160,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,364304.8,43716.58,",
"INDIA,PUERTO QUETZAL,10/05/2017, 8711209000,2017,HONDA,UNICORN 160,160,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,364304.8,43716.58,",
"INDIA,PUERTO QUETZAL,10/05/2017, 8711209000,2017,HONDA,UNICORN 160,160,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,364304.8,43716.58,",
"INDIA,PUERTO QUETZAL,10/05/2017, 8711209000,2017,HONDA,UNICORN 160,160,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,364304.8,43716.58,",
"INDIA,PUERTO QUETZAL,10/05/2017, 8711209000,2017,HONDA,UNICORN 160,160,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,364304.8,43716.58,",
"INDIA,PUERTO QUETZAL,10/05/2017, 8711209000,2017,HONDA,UNICORN 160,160,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,364304.8,43716.58,",
"INDIA,PUERTO QUETZAL,10/05/2017, 8711209000,2017,HONDA,UNICORN 160,160,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,364304.8,43716.58,",
"INDIA,PUERTO QUETZAL,10/05/2017, 8711209000,2017,HONDA,UNICORN 160,160,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,364304.8,43716.58,",
