"CHINA,PUERTO QUETZAL,19/05/2017, 8711209000,2017,ITALIKA,FT125RED,124,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,360829.92,43299.59,",
"CHINA,PUERTO QUETZAL,19/05/2017, 8711209000,2017,ITALIKA,FT125RED,124,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,360829.92,43299.59,",
"CHINA,PUERTO QUETZAL,19/05/2017, 8711209000,2017,ITALIKA,FT125RED,124,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,360829.92,43299.59,",
"CHINA,PUERTO QUETZAL,19/05/2017, 8711209000,2017,ITALIKA,FT125RED,124,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,360829.92,43299.59,",
"CHINA,PUERTO QUETZAL,19/05/2017, 8711209000,2017,ITALIKA,FT125RED,124,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,360829.92,43299.59,",
"CHINA,PUERTO QUETZAL,09/05/2017, 8711209000,2017,ITALIKA,DT200,200,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,417775.39,50133.05,",
"CHINA,PUERTO QUETZAL,09/05/2017, 8711209000,2017,ITALIKA,DT200,200,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,417775.39,50133.05,",
"CHINA,PUERTO QUETZAL,10/05/2017, 8703215200,2017,ITALIKA,ATV200,180,,CUATRIMOTO,OCASIONAL,GASOLINA,2,0,0,256148.76,30737.85,",
"CHINA,PUERTO QUETZAL,10/05/2017, 8703215200,2017,ITALIKA,ATV200,180,,CUATRIMOTO,OCASIONAL,GASOLINA,2,0,0,256148.76,30737.85,",
"CHINA,PUERTO QUETZAL,10/05/2017, 8703215200,2017,ITALIKA,ATV200,180,,CUATRIMOTO,OCASIONAL,GASOLINA,2,0,0,256148.76,30737.85,",
"CHINA,PUERTO QUETZAL,10/05/2017, 8703215200,2017,ITALIKA,ATV200,180,,CUATRIMOTO,OCASIONAL,GASOLINA,2,0,0,256148.76,30737.85,",
"CHINA,PUERTO QUETZAL,10/05/2017, 8703215200,2017,ITALIKA,ATV200,180,,CUATRIMOTO,OCASIONAL,GASOLINA,2,0,0,256148.76,30737.85,",
"CHINA,PUERTO QUETZAL,10/05/2017, 8703215200,2017,ITALIKA,ATV200,180,,CUATRIMOTO,OCASIONAL,GASOLINA,2,0,0,256148.76,30737.85,",
"CHINA,PUERTO QUETZAL,10/05/2017, 8703215200,2017,ITALIKA,ATV200,180,,CUATRIMOTO,OCASIONAL,GASOLINA,2,0,0,256148.76,30737.85,",
"CHINA,PUERTO QUETZAL,10/05/2017, 8703215200,2017,ITALIKA,ATV200,180,,CUATRIMOTO,OCASIONAL,GASOLINA,2,0,0,256148.76,30737.85,",
"CHINA,PUERTO QUETZAL,10/05/2017, 8703215200,2017,ITALIKA,ATV200,180,,CUATRIMOTO,OCASIONAL,GASOLINA,2,0,0,256148.76,30737.85,",
"CHINA,PUERTO QUETZAL,10/05/2017, 8703215200,2017,ITALIKA,ATV200,180,,CUATRIMOTO,OCASIONAL,GASOLINA,2,0,0,256148.76,30737.85,",
"CHINA,PUERTO QUETZAL,10/05/2017, 8703215200,2017,ITALIKA,ATV200,180,,CUATRIMOTO,OCASIONAL,GASOLINA,2,0,0,256148.76,30737.85,",
"CHINA,PUERTO QUETZAL,10/05/2017, 8703215200,2017,ITALIKA,ATV200,180,,CUATRIMOTO,OCASIONAL,GASOLINA,2,0,0,256148.76,30737.85,",
"CHINA,PUERTO QUETZAL,10/05/2017, 8703215200,2017,ITALIKA,ATV200,180,,CUATRIMOTO,OCASIONAL,GASOLINA,2,0,0,256148.76,30737.85,",
"CHINA,PUERTO QUETZAL,10/05/2017, 8703215200,2017,ITALIKA,ATV200,180,,CUATRIMOTO,OCASIONAL,GASOLINA,2,0,0,256148.76,30737.85,",
"CHINA,PUERTO QUETZAL,10/05/2017, 8703215200,2017,ITALIKA,ATV200,180,,CUATRIMOTO,OCASIONAL,GASOLINA,2,0,0,256148.76,30737.85,",
"CHINA,PUERTO QUETZAL,10/05/2017, 8703215200,2017,ITALIKA,ATV200,180,,CUATRIMOTO,OCASIONAL,GASOLINA,2,0,0,256148.76,30737.85,",
"CHINA,PUERTO QUETZAL,10/05/2017, 8703215200,2017,ITALIKA,ATV200,180,,CUATRIMOTO,OCASIONAL,GASOLINA,2,0,0,256148.76,30737.85,",
"CHINA,PUERTO QUETZAL,10/05/2017, 8703215200,2017,ITALIKA,ATV200,180,,CUATRIMOTO,OCASIONAL,GASOLINA,2,0,0,256148.76,30737.85,",
"CHINA,PUERTO QUETZAL,10/05/2017, 8703215200,2017,ITALIKA,ATV200,180,,CUATRIMOTO,OCASIONAL,GASOLINA,2,0,0,256148.76,30737.85,",
"CHINA,PUERTO QUETZAL,10/05/2017, 8703215200,2017,ITALIKA,ATV200,180,,CUATRIMOTO,OCASIONAL,GASOLINA,2,0,0,256148.76,30737.85,",
"CHINA,PUERTO QUETZAL,10/05/2017, 8703215200,2017,ITALIKA,ATV200,180,,CUATRIMOTO,OCASIONAL,GASOLINA,2,0,0,256148.76,30737.85,",
"CHINA,PUERTO QUETZAL,10/05/2017, 8703215200,2017,ITALIKA,ATV200,180,,CUATRIMOTO,OCASIONAL,GASOLINA,2,0,0,256148.76,30737.85,",
"CHINA,PUERTO QUETZAL,10/05/2017, 8703215200,2017,ITALIKA,ATV200,180,,CUATRIMOTO,OCASIONAL,GASOLINA,2,0,0,256148.76,30737.85,",
"CHINA,PUERTO QUETZAL,10/05/2017, 8703215200,2017,ITALIKA,ATV200,180,,CUATRIMOTO,OCASIONAL,GASOLINA,2,0,0,256148.76,30737.85,",
"CHINA,PUERTO QUETZAL,10/05/2017, 8703215200,2017,ITALIKA,ATV200,180,,CUATRIMOTO,OCASIONAL,GASOLINA,2,0,0,256148.76,30737.85,",
"CHINA,PUERTO QUETZAL,10/05/2017, 8703215200,2017,ITALIKA,ATV200,180,,CUATRIMOTO,OCASIONAL,GASOLINA,2,0,0,256148.76,30737.85,",
"CHINA,PUERTO QUETZAL,10/05/2017, 8703215200,2017,ITALIKA,ATV200,180,,CUATRIMOTO,OCASIONAL,GASOLINA,2,0,0,256148.76,30737.85,",
"CHINA,PUERTO QUETZAL,10/05/2017, 8703215200,2017,ITALIKA,ATV200,180,,CUATRIMOTO,OCASIONAL,GASOLINA,2,0,0,256148.76,30737.85,",
"CHINA,PUERTO QUETZAL,10/05/2017, 8703215200,2017,ITALIKA,ATV200,180,,CUATRIMOTO,OCASIONAL,GASOLINA,2,0,0,256148.76,30737.85,",
"CHINA,PUERTO QUETZAL,10/05/2017, 8703215200,2017,ITALIKA,ATV200,180,,CUATRIMOTO,OCASIONAL,GASOLINA,2,0,0,256148.76,30737.85,",
"CHINA,PUERTO QUETZAL,10/05/2017, 8703215200,2017,ITALIKA,ATV200,180,,CUATRIMOTO,OCASIONAL,GASOLINA,2,0,0,256148.76,30737.85,",
"CHINA,PUERTO QUETZAL,10/05/2017, 8703215200,2017,ITALIKA,ATV200,180,,CUATRIMOTO,OCASIONAL,GASOLINA,2,0,0,256148.76,30737.85,",
"CHINA,PUERTO QUETZAL,10/05/2017, 8703215200,2017,ITALIKA,ATV200,180,,CUATRIMOTO,OCASIONAL,GASOLINA,2,0,0,256148.76,30737.85,",
"CHINA,PUERTO QUETZAL,10/05/2017, 8703215200,2017,ITALIKA,ATV200,180,,CUATRIMOTO,OCASIONAL,GASOLINA,2,0,0,256148.76,30737.85,",
"CHINA,PUERTO QUETZAL,10/05/2017, 8703215200,2017,ITALIKA,ATV200,180,,CUATRIMOTO,OCASIONAL,GASOLINA,2,0,0,256148.76,30737.85,",
"CHINA,PUERTO QUETZAL,10/05/2017, 8703215200,2017,ITALIKA,ATV200,180,,CUATRIMOTO,OCASIONAL,GASOLINA,2,0,0,256148.76,30737.85,",
"CHINA,PUERTO QUETZAL,10/05/2017, 8703215200,2017,ITALIKA,ATV200,180,,CUATRIMOTO,OCASIONAL,GASOLINA,2,0,0,256148.76,30737.85,",
"CHINA,PUERTO QUETZAL,10/05/2017, 8703215200,2017,ITALIKA,ATV200,180,,CUATRIMOTO,OCASIONAL,GASOLINA,2,0,0,256148.76,30737.85,",
"CHINA,PUERTO QUETZAL,10/05/2017, 8703215200,2017,ITALIKA,ATV200,180,,CUATRIMOTO,OCASIONAL,GASOLINA,2,0,0,256148.76,30737.85,",
"CHINA,PUERTO QUETZAL,10/05/2017, 8703215200,2017,ITALIKA,ATV200,180,,CUATRIMOTO,OCASIONAL,GASOLINA,2,0,0,256148.76,30737.85,",
"CHINA,PUERTO QUETZAL,10/05/2017, 8703215200,2017,ITALIKA,ATV200,180,,CUATRIMOTO,OCASIONAL,GASOLINA,2,0,0,256148.76,30737.85,",
"CHINA,PUERTO QUETZAL,10/05/2017, 8703215200,2017,ITALIKA,ATV200,180,,CUATRIMOTO,OCASIONAL,GASOLINA,2,0,0,256148.76,30737.85,",
"CHINA,PUERTO QUETZAL,10/05/2017, 8703215200,2017,ITALIKA,ATV200,180,,CUATRIMOTO,OCASIONAL,GASOLINA,2,0,0,256148.76,30737.85,",
"CHINA,PUERTO QUETZAL,10/05/2017, 8703215200,2017,ITALIKA,ATV200,180,,CUATRIMOTO,OCASIONAL,GASOLINA,2,0,0,256148.76,30737.85,",
"CHINA,PUERTO QUETZAL,10/05/2017, 8703215200,2017,ITALIKA,ATV200,180,,CUATRIMOTO,OCASIONAL,GASOLINA,2,0,0,256148.76,30737.85,",
"CHINA,PUERTO QUETZAL,19/05/2017, 8711209000,2017,ITALIKA,180Z,162,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,478243.49,57389.22,",
"CHINA,PUERTO QUETZAL,19/05/2017, 8711209000,2017,ITALIKA,180Z,162,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,478243.49,57389.22,",
"CHINA,PUERTO QUETZAL,19/05/2017, 8711209000,2017,ITALIKA,180Z,162,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,478243.49,57389.22,",
"CHINA,PUERTO QUETZAL,19/05/2017, 8711209000,2017,ITALIKA,180Z,162,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,478243.49,57389.22,",
"CHINA,PUERTO QUETZAL,19/05/2017, 8711209000,2017,ITALIKA,FT125RED,124,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,360829.92,43299.59,",
"CHINA,PUERTO QUETZAL,19/05/2017, 8711209000,2017,ITALIKA,FT125RED,124,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,360829.92,43299.59,",
"CHINA,PUERTO QUETZAL,19/05/2017, 8711209000,2017,ITALIKA,FT125RED,124,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,360829.92,43299.59,",
"CHINA,PUERTO QUETZAL,19/05/2017, 8703215200,2017,ITALIKA,ATV250,229,,CUATRIMOTO,OCASIONAL,GASOLINA,2,0,0,344681.63,41361.8,",
"CHINA,PUERTO QUETZAL,19/05/2017, 8703215200,2017,ITALIKA,ATV250,229,,CUATRIMOTO,OCASIONAL,GASOLINA,2,0,0,344681.63,41361.8,",
"CHINA,PUERTO QUETZAL,19/05/2017, 8703215200,2017,ITALIKA,ATV250,229,,CUATRIMOTO,OCASIONAL,GASOLINA,2,0,0,344681.63,41361.8,",
"CHINA,PUERTO QUETZAL,19/05/2017, 8703215200,2017,ITALIKA,ATV250,229,,CUATRIMOTO,OCASIONAL,GASOLINA,2,0,0,344681.63,41361.8,",
"CHINA,PUERTO QUETZAL,19/05/2017, 8703215200,2017,ITALIKA,ATV250,229,,CUATRIMOTO,OCASIONAL,GASOLINA,2,0,0,344681.63,41361.8,",
"CHINA,PUERTO QUETZAL,19/05/2017, 8703215200,2017,ITALIKA,ATV250,229,,CUATRIMOTO,OCASIONAL,GASOLINA,2,0,0,344681.63,41361.8,",
"CHINA,PUERTO QUETZAL,19/05/2017, 8703215200,2017,ITALIKA,ATV250,229,,CUATRIMOTO,OCASIONAL,GASOLINA,2,0,0,344681.63,41361.8,",
"CHINA,PUERTO QUETZAL,19/05/2017, 8703215200,2017,ITALIKA,ATV250,229,,CUATRIMOTO,OCASIONAL,GASOLINA,2,0,0,344681.63,41361.8,",
"CHINA,PUERTO QUETZAL,19/05/2017, 8703215200,2017,ITALIKA,ATV250,229,,CUATRIMOTO,OCASIONAL,GASOLINA,2,0,0,344681.63,41361.8,",
"CHINA,PUERTO QUETZAL,19/05/2017, 8703215200,2017,ITALIKA,ATV250,229,,CUATRIMOTO,OCASIONAL,GASOLINA,2,0,0,344681.63,41361.8,",
"CHINA,PUERTO QUETZAL,19/05/2017, 8703215200,2017,ITALIKA,ATV250,229,,CUATRIMOTO,OCASIONAL,GASOLINA,2,0,0,344681.63,41361.8,",
"CHINA,PUERTO QUETZAL,19/05/2017, 8703215200,2017,ITALIKA,ATV250,229,,CUATRIMOTO,OCASIONAL,GASOLINA,2,0,0,344681.63,41361.8,",
"CHINA,PUERTO QUETZAL,19/05/2017, 8703215200,2017,ITALIKA,ATV250,229,,CUATRIMOTO,OCASIONAL,GASOLINA,2,0,0,344681.63,41361.8,",
"CHINA,PUERTO QUETZAL,19/05/2017, 8703215200,2017,ITALIKA,ATV250,229,,CUATRIMOTO,OCASIONAL,GASOLINA,2,0,0,344681.63,41361.8,",
"CHINA,PUERTO QUETZAL,19/05/2017, 8703215200,2017,ITALIKA,ATV250,229,,CUATRIMOTO,OCASIONAL,GASOLINA,2,0,0,344681.63,41361.8,",
"CHINA,PUERTO QUETZAL,19/05/2017, 8703215200,2017,ITALIKA,ATV250,229,,CUATRIMOTO,OCASIONAL,GASOLINA,2,0,0,344681.63,41361.8,",
"CHINA,PUERTO QUETZAL,07/06/2017, 8711209000,2017,ITALIKA,D125,125,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,265789.8,31894.78,",
"CHINA,PUERTO QUETZAL,07/06/2017, 8711209000,2017,ITALIKA,D125,125,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,265789.8,31894.78,",
"CHINA,PUERTO QUETZAL,07/06/2017, 8711209000,2017,ITALIKA,D125,125,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,265789.8,31894.78,",
"CHINA,PUERTO QUETZAL,07/06/2017, 8711209000,2017,ITALIKA,D125,125,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,265789.8,31894.78,",
"CHINA,PUERTO QUETZAL,07/06/2017, 8711209000,2017,ITALIKA,D125,125,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,265789.8,31894.78,",
"CHINA,PUERTO QUETZAL,07/06/2017, 8711209000,2017,ITALIKA,D125,125,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,265789.8,31894.78,",
"CHINA,PUERTO QUETZAL,07/06/2017, 8711209000,2017,ITALIKA,D125,125,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,265789.8,31894.78,",
"CHINA,PUERTO QUETZAL,07/06/2017, 8711209000,2017,ITALIKA,D125,125,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,265789.8,31894.78,",
"CHINA,PUERTO QUETZAL,07/06/2017, 8711209000,2017,ITALIKA,D125,125,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,265789.8,31894.78,",
"CHINA,PUERTO QUETZAL,07/06/2017, 8711209000,2017,ITALIKA,D125,125,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,265789.8,31894.78,",
"CHINA,PUERTO QUETZAL,07/06/2017, 8711209000,2017,ITALIKA,D125,125,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,265789.8,31894.78,",
"CHINA,PUERTO QUETZAL,07/06/2017, 8711209000,2017,ITALIKA,D125,125,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,265789.8,31894.78,",
"CHINA,PUERTO QUETZAL,07/06/2017, 8711209000,2017,ITALIKA,D125,125,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,265789.8,31894.78,",
"CHINA,PUERTO QUETZAL,07/06/2017, 8711209000,2017,ITALIKA,D125,125,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,265789.8,31894.78,",
"CHINA,PUERTO QUETZAL,07/06/2017, 8711209000,2017,ITALIKA,D125,125,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,265789.8,31894.78,",
"CHINA,PUERTO QUETZAL,07/06/2017, 8711209000,2017,ITALIKA,D125,125,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,265789.8,31894.78,",
"CHINA,PUERTO QUETZAL,07/06/2017, 8711209000,2017,ITALIKA,D125,125,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,265789.8,31894.78,",
"CHINA,PUERTO QUETZAL,07/06/2017, 8711209000,2017,ITALIKA,D125,125,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,265789.8,31894.78,",
"CHINA,PUERTO QUETZAL,07/06/2017, 8711209000,2017,ITALIKA,D125,125,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,265789.8,31894.78,",
"CHINA,PUERTO QUETZAL,07/06/2017, 8711209000,2017,ITALIKA,D125,125,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,265789.8,31894.78,",
"CHINA,PUERTO QUETZAL,07/06/2017, 8711209000,2017,ITALIKA,D125,125,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,265789.8,31894.78,",
"CHINA,PUERTO QUETZAL,07/06/2017, 8711209000,2017,ITALIKA,D125,125,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,265789.8,31894.78,",
"CHINA,PUERTO QUETZAL,07/06/2017, 8711209000,2017,ITALIKA,D125,125,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,265789.8,31894.78,",
"CHINA,PUERTO QUETZAL,07/06/2017, 8711209000,2017,ITALIKA,D125,125,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,265789.8,31894.78,",
"CHINA,PUERTO QUETZAL,07/06/2017, 8711209000,2017,ITALIKA,D125,125,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,265789.8,31894.78,",
"CHINA,PUERTO QUETZAL,19/05/2017, 8711209000,2017,ITALIKA,FT125RED,124,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,360829.92,43299.59,",
"CHINA,PUERTO QUETZAL,19/05/2017, 8711209000,2017,ITALIKA,FT125RED,124,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,360829.92,43299.59,",
"CHINA,PUERTO QUETZAL,19/05/2017, 8711209000,2017,ITALIKA,FT125RED,124,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,360829.92,43299.59,",
"CHINA,PUERTO QUETZAL,19/05/2017, 8711209000,2017,ITALIKA,FT125RED,124,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,360829.92,43299.59,",
"CHINA,PUERTO QUETZAL,19/05/2017, 8711209000,2017,ITALIKA,FT125RED,124,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,360829.92,43299.59,",
"CHINA,PUERTO QUETZAL,19/05/2017, 8711209000,2017,ITALIKA,FT125RED,124,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,360829.92,43299.59,",
"CHINA,PUERTO QUETZAL,19/05/2017, 8711209000,2017,ITALIKA,FT125RED,124,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,360829.92,43299.59,",
"CHINA,PUERTO QUETZAL,19/05/2017, 8711209000,2017,ITALIKA,FT125RED,124,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,360829.92,43299.59,",
"CHINA,PUERTO QUETZAL,19/05/2017, 8711209000,2017,ITALIKA,FT125RED,124,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,360829.92,43299.59,",
"CHINA,PUERTO QUETZAL,19/05/2017, 8711209000,2017,ITALIKA,FT125RED,124,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,360829.92,43299.59,",
"CHINA,PUERTO QUETZAL,19/05/2017, 8711209000,2017,ITALIKA,FT125RED,124,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,360829.92,43299.59,",
"CHINA,PUERTO QUETZAL,19/05/2017, 8711209000,2017,ITALIKA,FT125RED,124,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,360829.92,43299.59,",
"CHINA,PUERTO QUETZAL,19/05/2017, 8711209000,2017,ITALIKA,FT125RED,124,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,360829.92,43299.59,",
"CHINA,PUERTO QUETZAL,19/05/2017, 8711209000,2017,ITALIKA,FT125RED,124,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,360829.92,43299.59,",
"CHINA,PUERTO QUETZAL,19/05/2017, 8711209000,2017,ITALIKA,FT125RED,124,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,360829.92,43299.59,",
"CHINA,PUERTO QUETZAL,19/05/2017, 8711209000,2017,ITALIKA,FT125RED,124,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,360829.92,43299.59,",
"CHINA,PUERTO QUETZAL,19/05/2017, 8711209000,2017,ITALIKA,FT125RED,124,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,360829.92,43299.59,",
"CHINA,PUERTO QUETZAL,19/05/2017, 8711209000,2017,ITALIKA,FT125RED,124,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,360829.92,43299.59,",
"CHINA,PUERTO QUETZAL,19/05/2017, 8711209000,2017,ITALIKA,FT125RED,124,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,360829.92,43299.59,",
"CHINA,PUERTO QUETZAL,19/05/2017, 8711209000,2017,ITALIKA,FT125RED,124,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,360829.92,43299.59,",
"CHINA,PUERTO QUETZAL,19/05/2017, 8711209000,2017,ITALIKA,FT125RED,124,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,360829.92,43299.59,",
"CHINA,PUERTO QUETZAL,19/05/2017, 8711209000,2017,ITALIKA,FT125RED,124,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,360829.92,43299.59,",
"CHINA,PUERTO QUETZAL,19/05/2017, 8711209000,2017,ITALIKA,FT125RED,124,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,360829.92,43299.59,",
"CHINA,PUERTO QUETZAL,19/05/2017, 8711209000,2017,ITALIKA,FT125RED,124,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,360829.92,43299.59,",
"CHINA,PUERTO QUETZAL,19/05/2017, 8711209000,2017,ITALIKA,FT125RED,124,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,360829.92,43299.59,",
"CHINA,PUERTO QUETZAL,19/05/2017, 8711209000,2017,ITALIKA,FT125RED,124,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,360829.92,43299.59,",
"CHINA,PUERTO QUETZAL,19/05/2017, 8711209000,2017,ITALIKA,FT125RED,124,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,360829.92,43299.59,",
"CHINA,PUERTO QUETZAL,19/05/2017, 8711209000,2017,ITALIKA,FT125RED,124,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,360829.92,43299.59,",
"CHINA,PUERTO QUETZAL,19/05/2017, 8711209000,2017,ITALIKA,FT125RED,124,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,360829.92,43299.59,",
"CHINA,PUERTO QUETZAL,19/05/2017, 8711209000,2017,ITALIKA,FT125RED,124,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,360829.92,43299.59,",
"CHINA,PUERTO QUETZAL,19/05/2017, 8711209000,2017,ITALIKA,FT125RED,124,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,360829.92,43299.59,",
"CHINA,PUERTO QUETZAL,19/05/2017, 8711209000,2017,ITALIKA,FT125RED,124,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,360829.92,43299.59,",
"CHINA,PUERTO QUETZAL,19/05/2017, 8711209000,2017,ITALIKA,FT125RED,124,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,360829.92,43299.59,",
"CHINA,PUERTO QUETZAL,19/05/2017, 8711209000,2017,ITALIKA,FT125RED,124,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,360829.92,43299.59,",
"CHINA,PUERTO QUETZAL,19/05/2017, 8711209000,2017,ITALIKA,FT125RED,124,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,360829.92,43299.59,",
"CHINA,PUERTO QUETZAL,19/05/2017, 8711209000,2017,ITALIKA,FT125RED,124,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,360829.92,43299.59,",
"CHINA,PUERTO QUETZAL,19/05/2017, 8711209000,2017,ITALIKA,FT125RED,124,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,360829.92,43299.59,",
"CHINA,PUERTO QUETZAL,19/05/2017, 8711209000,2017,ITALIKA,FT125RED,124,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,360829.92,43299.59,",
"CHINA,PUERTO QUETZAL,19/05/2017, 8711209000,2017,ITALIKA,FT125RED,124,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,360829.92,43299.59,",
"CHINA,PUERTO QUETZAL,19/05/2017, 8711209000,2017,ITALIKA,FT125RED,124,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,360829.92,43299.59,",
"CHINA,PUERTO QUETZAL,19/05/2017, 8711209000,2017,ITALIKA,FT125RED,124,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,360829.92,43299.59,",
"CHINA,PUERTO QUETZAL,19/05/2017, 8711209000,2017,ITALIKA,FT125RED,124,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,360829.92,43299.59,",
"CHINA,PUERTO QUETZAL,19/05/2017, 8711209000,2017,ITALIKA,FT125RED,124,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,360829.92,43299.59,",
"CHINA,PUERTO QUETZAL,19/05/2017, 8711209000,2017,ITALIKA,FT125RED,124,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,360829.92,43299.59,",
"CHINA,PUERTO QUETZAL,19/05/2017, 8711209000,2017,ITALIKA,FT125RED,124,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,360829.92,43299.59,",
"CHINA,PUERTO QUETZAL,19/05/2017, 8711209000,2017,ITALIKA,FT125RED,124,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,360829.92,43299.59,",
"CHINA,PUERTO QUETZAL,19/05/2017, 8711209000,2017,ITALIKA,FT125RED,124,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,360829.92,43299.59,",
"CHINA,PUERTO QUETZAL,19/05/2017, 8711209000,2017,ITALIKA,FT125RED,124,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,360829.92,43299.59,",
"CHINA,PUERTO QUETZAL,19/05/2017, 8711209000,2017,ITALIKA,FT125RED,124,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,360829.92,43299.59,",
"CHINA,PUERTO QUETZAL,19/05/2017, 8711209000,2017,ITALIKA,FT125RED,124,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,360829.92,43299.59,",
"CHINA,PUERTO QUETZAL,19/05/2017, 8711209000,2017,ITALIKA,FT125RED,124,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,360829.92,43299.59,",
