ESTADOS UNIDOS,PUERTO BARRIOS,25/06/2016, 87032379,2003,BMW,X5 3.0I 4X4,3000,LIVIANO,CAMIONETA,OCASIONAL,GASOLINA,5,4,0,15157.26,1818.87,;
ALEMANIA REP. FED.,G1; INTEGRADA,04/07/2016, 87032369,2014,BMW,X1 SDRIVE 28I,2000,LIVIANO,CAMIONETA,OCASIONAL,GASOLINA,5,4,0,97245.74,11669.49,
ALEMANIA REP. FED.,PUERTO BARRIOS,22/06/2016, 87032379,2011,BMW,3-SERIES 328I xDRIVE,3000,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,4,2,0,19362.15,2323.46,;
ESTADOS UNIDOS,PUERTO BARRIOS,24/06/2016, 87032379,2003,BMW,X5 3.0I AWD,3000,LIVIANO,CAMIONETA,OCASIONAL,GASOLINA,5,4,0,17045.23,2045.43,;
ALEMANIA REP. FED.,PUERTO BARRIOS,11/06/2016, 87032379,2005,BMW,X3 3.0I 4X4,3000,LIVIANO,CAMIONETA,OCASIONAL,GASOLINA,5,4,0,20485.87,2458.3,;
ALEMANIA REP. FED.,PUERTO BARRIOS,29/06/2016, 87114090,2016,BMW,G 650 GS,652,LIVIANO,MOTO,DISTRIBUIDOR,GASOLINA,2,0,0,47151.6,5658.19,;
ALEMANIA REP. FED.,PUERTO BARRIOS,29/06/2016, 87114090,2016,BMW,G 650 GS,652,LIVIANO,MOTO,DISTRIBUIDOR,GASOLINA,2,0,0,48321.06,5798.53,;
ALEMANIA REP. FED.,PUERTO BARRIOS,29/06/2016, 87114090,2016,BMW,G 650 GS,652,LIVIANO,MOTO,DISTRIBUIDOR,GASOLINA,2,0,0,48321.06,5798.53,;
ALEMANIA REP. FED.,PUERTO BARRIOS,29/06/2016, 87114090,2016,BMW,R 1200 GS,1170,LIVIANO,MOTO,DISTRIBUIDOR,GASOLINA,2,0,0,121526.52,14583.18,;
ALEMANIA REP. FED.,PUERTO BARRIOS,29/06/2016, 87114090,2016,BMW,F 800 GS,798,LIVIANO,MOTO,DISTRIBUIDOR,GASOLINA,2,0,0,74677.78,8961.33,;
ALEMANIA REP. FED.,PUERTO BARRIOS,29/06/2016, 87115090,2016,BMW,R 1200 GS ADV,1170,LIVIANO,MOTO,DISTRIBUIDOR,GASOLINA,2,0,0,125146.83,15017.62,;
ALEMANIA REP. FED.,PUERTO BARRIOS,29/06/2016, 87115090,2016,BMW,R 1200 GS ADV,1170,LIVIANO,MOTO,DISTRIBUIDOR,GASOLINA,2,0,0,125146.83,15017.62,;
