Pais_de_Proveniencia,Aduana de Ingreso, Fecha de la Poliza,Partida Arancelaria,Modelo del Vehiculo,Marca,Linea,Centimetros Cubicos,Distintivo,Tipo de Vehiculo,Tipo de Importador,Tipo Combustible,Asientos,Puertas,Tonelaje,Valor CIF,Impuesto,Impuesto;
ESTADOS UNIDOS,TECUN UMAN,19/12/2016, 87043151,1992,TOYOTA,XTRACAB 4X4,2400,LIVIANO,PICK UP,OCASIONAL,GASOLINA,4,2,1,20078.29,2409.39,;
JAPON,TECUN UMAN,20/12/2016, 87032379,2007,TOYOTA,RAV4 4WD,2400,LIVIANO,CAMIONETA,OCASIONAL,GASOLINA,5,4,0,35062.09,4207.45,;
JAPON,TECUN UMAN,15/12/2016, 87043151,1995,TOYOTA,XTRACAB DX 2WD,2400,LIVIANO,PICK UP,OCASIONAL,GASOLINA,4,2,1,25933.05,3111.97,;
ESTADOS UNIDOS,EL CARMEN,15/12/2016, 87032369,2005,TOYOTA,COROLLA LE,1800,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,21585.89,2590.31,;
ESTADOS UNIDOS,EL CARMEN,13/12/2016, 87043151,1995,TOYOTA,XTRA CAB 4X4 DLX,2400,LIVIANO,PICK UP,OCASIONAL,GASOLINA,4,2,1,21232.08,2547.85,;
JAPON,TECUN UMAN,14/12/2016, 87032470,1997,TOYOTA,4RUNNER SR5 4X4,3400,LIVIANO,CAMIONETA,OCASIONAL,GASOLINA,5,4,0,26853.94,3222.47,;
JAPON,PUERTO QUETZAL,16/12/2016, 87032269,2008,TOYOTA,YARIS,1500,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,2,0,49591.78,5951.01,;
JAPON,EL CARMEN,16/12/2016, 87032490,1999,TOYOTA,4RUNNER LIMITED 2WD,3400,LIVIANO,CAMIONETA,OCASIONAL,GASOLINA,5,4,0,21576.67,2589.2,;
ESTADOS UNIDOS,EL CARMEN,17/12/2016, 87032369,2004,TOYOTA,COROLLA CE,1800,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,18467.53,2216.1,;
JAPON,EL CARMEN,17/12/2016, 87032269,2002,TOYOTA,ECHO,1500,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,17830.72,2139.69,;
JAPON,EL CARMEN,17/12/2016, 87032369,2003,TOYOTA,RAV4 2WD,2000,LIVIANO,CAMIONETA,OCASIONAL,GASOLINA,5,4,0,17830.72,2139.69,;
JAPON,EL CARMEN,13/12/2016, 87043151,1988,TOYOTA,4X2 DLX,2400,LIVIANO,PICK UP,OCASIONAL,GASOLINA,2,2,1,17855.95,2142.71,;
JAPON,PUERTO BARRIOS,15/12/2016, 87039000,2011,TOYOTA,PRIUS HYBRID SINERGY DRIV,1800,LIVIANO,AUTOMOVIL,OCASIONAL,OTROS,5,4,0,12029.64,1443.56,;
ESTADOS UNIDOS,SANTO TOMAS DE CASTILLA,16/12/2016, 87043151,2009,TOYOTA,TACOMA D/C 4X2,2700,LIVIANO,PICK UP,OCASIONAL,GASOLINA,4,4,1,29068.57,3488.23,;
JAPON,EL CARMEN,17/12/2016, 87032369,1997,TOYOTA,RAV4 4WD,2000,LIVIANO,CAMIONETA,OCASIONAL,GASOLINA,5,4,0,12586.39,1510.37,;
CANADA,EL CARMEN,17/12/2016, 87032369,2010,TOYOTA,COROLLA S,1800,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,29016.13,3481.94,;
ESTADOS UNIDOS,EL CARMEN,18/12/2016, 87032470,2001,TOYOTA,SEQUOIA LIMITED 4WD V8,4700,LIVIANO,CAMIONETA,OCASIONAL,GASOLINA,7,4,0,29817.76,3578.13,;
JAPON,EL CARMEN,18/12/2016, 87043151,1983,TOYOTA,4X4 SR5,2400,LIVIANO,PICK UP,OCASIONAL,GASOLINA,2,2,1,17830.72,2139.69,;
JAPON,PUERTO BARRIOS,14/12/2016, 87043151,1991,TOYOTA,4X4,2400,LIVIANO,PICK UP,OCASIONAL,GASOLINA,3,2,1,15977.34,1917.28,;
ESTADOS UNIDOS,PUERTO BARRIOS,14/12/2016, 87043151,1998,TOYOTA,TACOMA 4X2,2400,LIVIANO,PICK UP,OCASIONAL,GASOLINA,3,2,1,10148.99,1217.88,;
JAPON,EL CARMEN,14/12/2016, 87043151,1987,TOYOTA,4X2 STD,2400,LIVIANO,PICK UP,OCASIONAL,GASOLINA,2,2,1,17852.62,2142.31,;
ESTADOS UNIDOS,PUERTO BARRIOS,14/12/2016, 87032369,2010,TOYOTA,COROLLA LE,1800,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,25953.81,3114.46,;
JAPON,PUERTO BARRIOS,14/12/2016, 87032369,2009,TOYOTA,COROLLA LE,1800,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,22600.81,2712.1,;
CANADA,EL CARMEN,14/12/2016, 87032369,2006,TOYOTA,MATRIX XR,1800,LIVIANO,CAMIONETILLA,OCASIONAL,GASOLINA,5,4,0,10726.57,1287.19,;
JAPON,EL CARMEN,15/12/2016, 87043151,1986,TOYOTA,4X2 STD,2400,LIVIANO,PICK UP,OCASIONAL,GASOLINA,2,2,1,17838.34,2140.6,;
ESTADOS UNIDOS,PUERTO BARRIOS,16/12/2016, 87032369,2016,TOYOTA,COROLLA S,1800,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,55988.4,6718.61,;
JAPON,EL CARMEN,13/12/2016, 87043151,1989,TOYOTA,X/C 4X2 DLX,2400,LIVIANO,PICK UP,OCASIONAL,GASOLINA,4,2,1,17855.95,2142.71,;
JAPON,PUERTO BARRIOS,13/12/2016, 87032269,2003,TOYOTA,ECHO,1500,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,2,0,12214.07,1465.69,;
CANADA,EL CARMEN,13/12/2016, 87032369,2004,TOYOTA,COROLLA CE,1800,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,25358.45,3043.01,;
JAPON,TECUN UMAN,18/12/2016, 87043151,1988,TOYOTA,4X4,2400,LIVIANO,PICK UP,OCASIONAL,GASOLINA,3,2,1,14833.96,1780.08,;
JAPON,EL CARMEN,15/12/2016, 87043151,1985,TOYOTA,4X4 XTRA CAB SR5,2400,LIVIANO,PICK UP,OCASIONAL,GASOLINA,2,2,1,17838.34,2140.6,;
JAPON,EL CARMEN,13/12/2016, 87043151,1987,TOYOTA,4X4 STD,2400,LIVIANO,PICK UP,OCASIONAL,GASOLINA,2,2,1,17855.95,2142.71,;
ESTADOS UNIDOS,EL CARMEN,13/12/2016, 87032369,1996,TOYOTA,COROLLA DX,1800,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,17855.95,2142.71,;
ESTADOS UNIDOS,PUERTO BARRIOS,13/12/2016, 87032369,1999,TOYOTA,COROLLA VE,1800,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,10225.91,1227.11,;
JAPON,EL CARMEN,14/12/2016, 87032379,2001,TOYOTA,CAMRY CE,2200,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,24603.61,2952.43,;
JAPON,EL CARMEN,27/12/2016, 87032369,2007,TOYOTA,YARIS,1500,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,25619.9,3074.39,;
JAPON,PUERTO BARRIOS,27/12/2016, 87032269,2013,TOYOTA,YARIS LE,1500,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,25342.73,3041.13,;
JAPON,EL CARMEN,26/12/2016, 87043151,1986,TOYOTA,4X2 XTRA CAB DLX,2400,LIVIANO,PICK UP,OCASIONAL,GASOLINA,2,2,1,17819.3,2138.32,;
JAPON,TECUN UMAN,28/12/2016, 87032369,2003,TOYOTA,COROLLA LE SEDAN,1800,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,13821.26,1658.55,;
CANADA,PUERTO BARRIOS,27/12/2016, 87032379,2016,TOYOTA,RAV4 LE AWD,2500,LIVIANO,CAMIONETA,OCASIONAL,GASOLINA,5,4,0,90980.62,10917.67,;
JAPON,TECUN UMAN,28/12/2016, 87032269,2002,TOYOTA,ECHO,1500,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,9873.4,1184.81,;
JAPON,PUERTO BARRIOS,20/12/2016, 87032379,2004,TOYOTA,RAV4 4WD,2400,LIVIANO,CAMIONETA,OCASIONAL,GASOLINA,5,4,0,23979.66,2877.56,;
JAPON,EL CARMEN,20/12/2016, 87032373,1994,TOYOTA,4RUNNER 4X4 SR5,2400,LIVIANO,CAMIONETA,OCASIONAL,GASOLINA,5,4,0,14791.19,1774.94,;
JAPON,EL CARMEN,21/12/2016, 87032379,2008,TOYOTA,RAV4 2WD,2400,LIVIANO,CAMIONETA,OCASIONAL,GASOLINA,5,4,0,42246.24,5069.55,;
CANADA,PUERTO BARRIOS,21/12/2016, 87032369,2007,TOYOTA,COROLLA CE,1800,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,22187.68,2662.52,;
ESTADOS UNIDOS,PUERTO BARRIOS,21/12/2016, 87032369,2005,TOYOTA,COROLLA,1800,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,14141.85,1697.02,;
ESTADOS UNIDOS,PUERTO BARRIOS,19/12/2016, 87043151,1993,TOYOTA,XTRA CAB 4WD,2400,LIVIANO,PICK UP,OCASIONAL,GASOLINA,5,2,1,15569.84,1868.38,;
ESTADOS UNIDOS,EL CARMEN,18/12/2016, 87032369,2005,TOYOTA,COROLLA S,1800,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,18842.13,2261.06,;
ESTADOS UNIDOS,EL CARMEN,18/12/2016, 87043151,2000,TOYOTA,TACOMA X/C 4X4 SR5 V6,3400,LIVIANO,PICK UP,OCASIONAL,GASOLINA,4,2,1,26821,3218.52,;
JAPON,EL CARMEN,26/12/2016, 87043151,1994,TOYOTA,XTRA CAB 4X2 DLX,2400,LIVIANO,PICK UP,OCASIONAL,GASOLINA,4,2,1,17819.3,2138.32,;
JAPON,TECUN UMAN,26/12/2016, 87043151,1988,TOYOTA,DLX XTRA CAB 4WD,2400,LIVIANO,PICK UP,OCASIONAL,GASOLINA,3,2,1,23060.27,2767.23,;
JAPON,TECUN UMAN,26/12/2016, 87043151,1983,TOYOTA,DLX 4WD,2400,LIVIANO,PICK UP,OCASIONAL,GASOLINA,2,2,1,21562.85,2587.54,;
JAPON,PUERTO BARRIOS,22/12/2016, 87032379,2005,TOYOTA,RAV-4 4WD,2400,LIVIANO,CAMIONETA,OCASIONAL,GASOLINA,5,4,0,14457.1,1734.85,;
CANADA,EL CARMEN,23/12/2016, 87032369,1996,TOYOTA,COROLLA DX,1800,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,17800.26,2136.03,;
JAPON,EL CARMEN,23/12/2016, 87032269,2008,TOYOTA,YARIS,1500,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,22287.72,2674.53,;
JAPON,SANTO TOMAS DE CASTILLA,23/12/2016, 87032490,1999,TOYOTA,4RUNNER SR5 4WD,3400,LIVIANO,CAMIONETA,OCASIONAL,GASOLINA,5,4,0,14487.54,1738.5,;
JAPON,EL CARMEN,23/12/2016, 87032379,2005,TOYOTA,RAV4 S 4X2,2400,LIVIANO,CAMIONETA,OCASIONAL,GASOLINA,5,4,0,31520.69,3782.48,;
JAPON,SANTO TOMAS DE CASTILLA,16/12/2016, 87032369,2001,TOYOTA,RAV-4 L 4X4,2000,LIVIANO,CAMIONETA,OCASIONAL,GASOLINA,5,5,0,18587.85,2230.54,;
JAPON,EXPRESS AEREO,19/12/2016, 87043151,1980,TOYOTA,SR5,2200,LIVIANO,PICK UP,OCASIONAL,GASOLINA,3,2,1,12460.35,1495.24,;
JAPON,TECUN UMAN,19/12/2016, 87032490,1997,TOYOTA,4RUNNER SR5 4WD,3400,LIVIANO,CAMIONETA,OCASIONAL,GASOLINA,5,4,0,20078.29,2409.39,;
JAPON,TECUN UMAN,19/12/2016, 87043151,1987,TOYOTA,STD 4X2,2400,LIVIANO,PICK UP,OCASIONAL,GASOLINA,3,2,1,16332.34,1959.88,;
JAPON,EL CARMEN,18/12/2016, 87032379,2008,TOYOTA,RAV4 I4 4WD,2400,LIVIANO,CAMIONETA,OCASIONAL,GASOLINA,5,4,0,37519.44,4502.33,;
JAPON,TECUN UMAN,19/12/2016, 87032369,1998,TOYOTA,RAV4 L 2WD,2000,LIVIANO,CAMIONETA,OCASIONAL,GASOLINA,5,4,0,10061.62,1207.39,;
JAPON,PUERTO BARRIOS,21/12/2016, 87032269,2014,TOYOTA,YARIS,1500,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,2,0,21104.45,2532.53,;
CANADA,EL CARMEN,21/12/2016, 87032369,2003,TOYOTA,COROLLA CE,1800,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,17780.03,2133.6,;
JAPON,EL CARMEN,17/12/2016, 87032470,1993,TOYOTA,Land Cruiser 4WD,4500,LIVIANO,CAMIONETA,OCASIONAL,GASOLINA,7,4,0,17830.72,2139.69,;
JAPON,TECUN UMAN,17/12/2016, 87043151,1987,TOYOTA,STD 4X4,2400,LIVIANO,PICK UP,OCASIONAL,GASOLINA,2,2,1,20078.29,2409.39,;
JAPON,TECUN UMAN,17/12/2016, 87032369,2002,TOYOTA,RAV4  4X2,2000,LIVIANO,CAMIONETA,OCASIONAL,GASOLINA,5,4,0,21426.83,2571.22,;
ESTADOS UNIDOS,EL CARMEN,17/12/2016, 87043151,2002,TOYOTA,TACOMA XTRACAB 2WD,2400,LIVIANO,PICK UP,OCASIONAL,GASOLINA,4,2,1,29068.57,3488.23,;
ESTADOS UNIDOS,EL CARMEN,17/12/2016, 87032369,2003,TOYOTA,COROLLA CE,1800,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,20078.29,2409.39,;
ESTADOS UNIDOS,EL CARMEN,22/12/2016, 87032369,2006,TOYOTA,COROLLA LE,1800,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,12063.79,1447.65,;
JAPON,EL CARMEN,22/12/2016, 87032373,1994,TOYOTA,4RUNNER 4WD SR5,3000,LIVIANO,CAMIONETA,OCASIONAL,GASOLINA,5,4,0,33483.93,4018.07,;
JAPON,EL CARMEN,22/12/2016, 87043151,1995,TOYOTA,4X4 DX,2400,LIVIANO,PICK UP,OCASIONAL,GASOLINA,2,2,1,17800.26,2136.03,;
ESTADOS UNIDOS,TECUN UMAN,28/12/2016, 87032369,2007,TOYOTA,COROLLA S,1800,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,26069.38,3128.33,;
ESTADOS UNIDOS,TECUN UMAN,27/12/2016, 87032369,2014,TOYOTA,COROLLA LE,1800,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,36017.69,4322.12,;
JAPON,PUERTO QUETZAL,27/12/2016, 87021070,2017,TOYOTA,HIACE,2494,PESADO,MICROBUS,DISTRIBUIDOR,DIESEL,16,4,0,316218.53,37946.22,;
JAPON,PUERTO QUETZAL,27/12/2016, 87021070,2017,TOYOTA,HIACE,2494,PESADO,MICROBUS,DISTRIBUIDOR,DIESEL,16,4,0,316218.53,37946.22,;
CANADA,PUERTO BARRIOS,27/12/2016, 87032379,2012,TOYOTA,RAV4 4WD,2500,LIVIANO,CAMIONETA,OCASIONAL,GASOLINA,5,4,0,37868.02,4544.16,;
JAPON,PUERTO QUETZAL,27/12/2016, 87021070,2017,TOYOTA,HIACE,2986,PESADO,MICROBUS,DISTRIBUIDOR,DIESEL,15,4,0,127650.05,15318.01,;
JAPON,EL CARMEN,27/12/2016, 87043151,1993,TOYOTA,XTRA CAB 4X2 DLX,2400,LIVIANO,PICK UP,OCASIONAL,GASOLINA,4,2,1,18578.18,2229.38,;
JAPON,SANTO TOMAS DE CASTILLA,16/12/2016, 87032269,2007,TOYOTA,YARIS,1500,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,2,0,11088.01,1330.56,;
JAPON,EL CARMEN,16/12/2016, 87032379,2008,TOYOTA,RAV4 4WD,2400,LIVIANO,CAMIONETA,OCASIONAL,GASOLINA,5,4,0,37227.25,4467.27,;
ESTADOS UNIDOS,EL CARMEN,22/12/2016, 87043151,1994,TOYOTA,XTRA CAB 4X4 DLX,3000,LIVIANO,PICK UP,OCASIONAL,GASOLINA,4,2,1,14060.71,1687.29,;
ESTADOS UNIDOS,EL CARMEN,22/12/2016, 87032369,2004,TOYOTA,COROLLA CE SEDAN,1800,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,16416.62,1969.99,;
ESTADOS UNIDOS,EL CARMEN,22/12/2016, 87032369,2001,TOYOTA,COROLLA CE,1800,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,17800.26,2136.03,;
ESTADOS UNIDOS,EL CARMEN,22/12/2016, 87043151,2001,TOYOTA,TACOMA XTRA CAB 4X4 SR5,2700,LIVIANO,PICK UP,OCASIONAL,GASOLINA,4,2,1,20791.9,2495.03,;
JAPON,EL CARMEN,22/12/2016, 87043151,1986,TOYOTA,4X2 STD,2400,LIVIANO,PICK UP,OCASIONAL,GASOLINA,2,2,1,17800.26,2136.03,;
ESTADOS UNIDOS,EL CARMEN,22/12/2016, 87032369,2004,TOYOTA,COROLLA LE,1800,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,17560.93,2107.31,;
JAPON,EL CARMEN,28/12/2016, 87043151,1989,TOYOTA,XTRA CAB 4X4 SR5,2400,LIVIANO,PICK UP,OCASIONAL,GASOLINA,4,2,1,17850,2142,;
JAPON,EL CARMEN,21/12/2016, 87043151,1992,TOYOTA,DLX XTRA CAB 4X4,3000,LIVIANO,PICK UP,OCASIONAL,GASOLINA,4,2,1,17242.14,2069.06,;
JAPON,EL CARMEN,21/12/2016, 87043151,1984,TOYOTA,4X4 SR5,2400,LIVIANO,PICK UP,OCASIONAL,GASOLINA,2,2,1,17780.03,2133.6,;
JAPON,TECUN UMAN,20/12/2016, 87043151,1990,TOYOTA,4X4 REG CAB,2400,LIVIANO,PICK UP,OCASIONAL,GASOLINA,3,2,1,19312.59,2317.51,;
ESTADOS UNIDOS,EL CARMEN,19/12/2016, 87043151,1994,TOYOTA,XTRA CAB 4X4 DLX,2400,LIVIANO,PICK UP,OCASIONAL,GASOLINA,4,2,1,17815.49,2137.86,;
JAPON,EL CARMEN,18/12/2016, 87032269,2007,TOYOTA,YARIS,1500,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,2,0,14272.07,1712.65,;
ESTADOS UNIDOS,TECUN UMAN,19/12/2016, 87043151,1996,TOYOTA,TACOMA 2WD,2400,LIVIANO,PICK UP,OCASIONAL,GASOLINA,3,2,1,17830.72,2139.69,;
JAPON,EL CARMEN,23/12/2016, 87032470,1996,TOYOTA,4RUNNER 4X4 LIMITED,3400,LIVIANO,CAMIONETA,OCASIONAL,GASOLINA,5,4,0,21562.85,2587.54,;
JAPON,TECUN UMAN,27/12/2016, 87043151,1991,TOYOTA,XTRA CAB DLX 4X4,2400,LIVIANO,PICK UP,OCASIONAL,GASOLINA,4,2,1,20076.42,2409.17,;
ESTADOS UNIDOS,EL CARMEN,27/12/2016, 87043151,1994,TOYOTA,4X4 DX,2400,LIVIANO,PICK UP,OCASIONAL,GASOLINA,2,2,1,18203.62,2184.43,;
JAPON,PUERTO BARRIOS,20/12/2016, 87032379,2005,TOYOTA,RAV-4 4WD,2400,LIVIANO,CAMIONETA,OCASIONAL,GASOLINA,5,4,0,23008.52,2761.02,;
ESTADOS UNIDOS,EL CARMEN,28/12/2016, 87043151,2002,TOYOTA,TACOMA SR5 XTRA CAB 4X2,2400,LIVIANO,PICK UP,OCASIONAL,GASOLINA,4,2,1,29100,3492,;
ESTADOS UNIDOS,EL CARMEN,24/12/2016, 87043151,1994,TOYOTA,4X4 DLX,2400,LIVIANO,PICK UP,OCASIONAL,GASOLINA,2,2,1,17819.3,2138.32,;
ESTADOS UNIDOS,EL CARMEN,23/12/2016, 87032369,1999,TOYOTA,COROLLA CE,1800,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,10991.06,1318.93,;
JAPON,EL CARMEN,24/12/2016, 87043151,1991,TOYOTA,XTRA CAB 4X2 DLX,2400,LIVIANO,PICK UP,OCASIONAL,GASOLINA,4,2,1,17819.3,2138.32,;
ESTADOS UNIDOS,EL CARMEN,20/12/2016, 87043151,1993,TOYOTA,STANDARD 4X2,2400,LIVIANO,PICK UP,OCASIONAL,GASOLINA,2,2,1,17779.31,2133.52,;
JAPON,PUERTO BARRIOS,20/12/2016, 87032490,1997,TOYOTA,4RUNNER SR5 4X2,3400,LIVIANO,CAMIONETA,OCASIONAL,GASOLINA,5,4,0,12176.59,1461.19,;
CANADA,EL CARMEN,20/12/2016, 87032369,2016,TOYOTA,COROLLA LE,1800,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,38158.29,4578.99,;
JAPON,TECUN UMAN,22/12/2016, 87043151,1989,TOYOTA,XTRACAB DLX 2WD,2400,LIVIANO,PICK UP,OCASIONAL,GASOLINA,4,2,1,20043.99,2405.28,;
ESTADOS UNIDOS,TECUN UMAN,19/12/2016, 87043151,2002,TOYOTA,TACOMA 4X4 SR5 XTRA CAB,2700,LIVIANO,PICK UP,OCASIONAL,GASOLINA,4,2,1,28295.19,3395.42,;
JAPON,PUERTO BARRIOS,16/12/2016, 87032369,2003,TOYOTA,CELICA GT,1800,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,4,2,0,11185.41,1342.25,;
ESTADOS UNIDOS,EL CARMEN,16/12/2016, 87043151,1996,TOYOTA,TACOMA XTRA CAB 4X2,2400,LIVIANO,PICK UP,OCASIONAL,GASOLINA,4,2,1,23824.24,2858.91,;
ESTADOS UNIDOS,EL CARMEN,16/12/2016, 87043151,1999,TOYOTA,TACOMA X/C 4X2 SR5,2700,LIVIANO,PICK UP,OCASIONAL,GASOLINA,4,2,1,29443.17,3533.18,;
JAPON,TECUN UMAN,16/12/2016, 87032369,2001,TOYOTA,RAV4 L 2WD,2000,LIVIANO,CAMIONETA,OCASIONAL,GASOLINA,5,4,0,18490.01,2218.8,;
JAPON,EL CARMEN,16/12/2016, 87043151,1994,TOYOTA,XTRA CAB 4X4 DLX,2400,LIVIANO,PICK UP,OCASIONAL,GASOLINA,4,2,1,20078.29,2409.39,;
CANADA,SANTO TOMAS DE CASTILLA,17/12/2016, 87032369,2010,TOYOTA,COROLLA LE,1800,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,22880.26,2745.63,;
JAPON,TECUN UMAN,18/12/2016, 87032369,2001,TOYOTA,ECHO,1500,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,10451.2,1254.14,;
JAPON,EL CARMEN,18/12/2016, 87032373,1994,TOYOTA,4RUNNER SR5 4X4,2400,LIVIANO,CAMIONETA,OCASIONAL,GASOLINA,5,4,0,17830.72,2139.69,;
JAPON,TECUN UMAN,19/12/2016, 87032369,2002,TOYOTA,RAV4 4WD,2000,LIVIANO,CAMIONETA,OCASIONAL,GASOLINA,5,4,0,23824.24,2858.91,;
JAPON,EL CARMEN,18/12/2016, 87032269,1996,TOYOTA,TERCEL DX,1500,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,2,0,17830.72,2139.69,;
JAPON,TECUN UMAN,19/12/2016, 87043151,1992,TOYOTA,XTRA CAB 4X2,2400,LIVIANO,PICK UP,OCASIONAL,GASOLINA,5,2,1,19329.1,2319.49,;
ESTADOS UNIDOS,TECUN UMAN,19/12/2016, 87043151,2003,TOYOTA,TACOMA XTRA CAB 4WD,2700,LIVIANO,PICK UP,OCASIONAL,GASOLINA,4,2,1,30566.95,3668.03,;
CANADA,PUERTO BARRIOS,27/12/2016, 87032379,2015,TOYOTA,RAV-4 XLE AWD,2500,LIVIANO,CAMIONETA,OCASIONAL,GASOLINA,5,4,0,69181.23,8301.75,;
JAPON,EL CARMEN,28/12/2016, 87032369,2001,TOYOTA,RAV-4 4X2,2000,LIVIANO,CAMIONETA,OCASIONAL,GASOLINA,5,4,0,22885.62,2746.27,;
CANADA,EL CARMEN,20/12/2016, 87032369,2013,TOYOTA,COROLLA LE,1800,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,21462.17,2575.46,;
ESTADOS UNIDOS,EL CARMEN,20/12/2016, 87043151,1994,TOYOTA,4X2 STD,2400,LIVIANO,PICK UP,OCASIONAL,GASOLINA,2,2,1,17779.31,2133.52,;
JAPON,TECUN UMAN,21/12/2016, 87043151,1994,TOYOTA,DLX XTRA CAB 4X2,2400,LIVIANO,PICK UP,OCASIONAL,GASOLINA,4,2,1,17779.31,2133.52,;
JAPON,TECUN UMAN,21/12/2016, 87032379,1992,TOYOTA,4RUNNER SR5 4WD,2400,LIVIANO,CAMIONETA,OCASIONAL,GASOLINA,5,4,0,17779.31,2133.52,;
JAPON,EL CARMEN,20/12/2016, 87032490,2001,TOYOTA,4RUNNER 4X2 SR5,3400,LIVIANO,CAMIONETA,OCASIONAL,GASOLINA,5,4,0,17891.37,2146.96,;
JAPON,EL CARMEN,20/12/2016, 87043151,1989,TOYOTA,4X4 DLX,2400,LIVIANO,PICK UP,OCASIONAL,GASOLINA,2,2,1,17779.31,2133.52,;
JAPON,EL CARMEN,20/12/2016, 87043151,1988,TOYOTA,STD 4X2,2400,LIVIANO,PICK UP,OCASIONAL,GASOLINA,2,2,1,17779.31,2133.52,;
JAPON,TECUN UMAN,22/12/2016, 87032269,2008,TOYOTA,YARIS,1500,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,14883.41,1786.01,;
ESTADOS UNIDOS,EL CARMEN,22/12/2016, 87032369,1994,TOYOTA,COROLLA DX,1800,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,17800.26,2136.03,;
ESTADOS UNIDOS,EL CARMEN,27/12/2016, 87032369,2009,TOYOTA,COROLLA  S,1800,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,30009.6,3601.15,;
ESTADOS UNIDOS,SANTO TOMAS DE CASTILLA,16/12/2016, 87043151,2003,TOYOTA,TACOMA SR5 X/C 4X4,3400,LIVIANO,PICK UP,OCASIONAL,GASOLINA,4,2,1,35062.09,4207.45,;
ESTADOS UNIDOS,EL CARMEN,16/12/2016, 87043151,1993,TOYOTA,STANDARD 4X2,2400,LIVIANO,PICK UP,OCASIONAL,GASOLINA,2,2,1,12616.36,1513.96,;
ESTADOS UNIDOS,EL CARMEN,26/12/2016, 87043151,1996,TOYOTA,TACOMA XTRA CAB 4X4,3400,LIVIANO,PICK UP,OCASIONAL,GASOLINA,4,2,1,29798.66,3575.84,;
ESTADOS UNIDOS,SANTO TOMAS DE CASTILLA,27/12/2016, 87043151,2002,TOYOTA,TACOMA SR5 4X4 X/C,3400,LIVIANO,PICK UP,OCASIONAL,GASOLINA,4,2,1,29275.61,3513.07,;
JAPON,EL CARMEN,20/12/2016, 87043151,1987,TOYOTA,4X2 DLX,2400,LIVIANO,PICK UP,OCASIONAL,GASOLINA,2,2,1,17779.31,2133.52,;
JAPON,EL CARMEN,21/12/2016, 87043151,1995,TOYOTA,XTRA CAB 4X4 DLX,2400,LIVIANO,PICK UP,OCASIONAL,GASOLINA,4,2,1,21021.42,2522.57,;
