Pais_de_Proveniencia,Aduana de Ingreso, Fecha de la Poliza,Partida Arancelaria,Modelo del Vehiculo,Marca,Linea,Centimetros Cubicos,Distintivo,Tipo de Vehiculo,Tipo de Importador,Tipo Combustible,Asientos,Puertas,Tonelaje,Valor CIF,Impuesto,Impuesto;
JAPON,EL CARMEN,20/12/2016, 87032269,2014,MAZDA,MAZDA2 SPORT,1500,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,17465.56,2095.87,;
JAPON,PUERTO BARRIOS,13/12/2016, 87032369,2014,MAZDA,MAZDA3 i GRAND TOURING,2000,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,33821.27,4058.55,;
JAPON,SANTO TOMAS DE CASTILLA,13/12/2016, 87032379,2010,MAZDA,CX-7 I SPORT 4X2,2500,LIVIANO,CAMIONETA,OCASIONAL,GASOLINA,5,4,0,21757.25,2610.87,;
JAPON,PUERTO BARRIOS,31/12/2016, 87032379,2010,MAZDA,CX-7 S GRAND TOURING 4X2,2300,LIVIANO,CAMIONETA,OCASIONAL,GASOLINA,5,4,0,24176.03,2901.12,;
JAPON,EL CARMEN,02/01/2017, 8703236900,2002,MAZDA,PROTEGE ES,2000,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,11380.94,1365.71,;
ESTADOS UNIDOS,SANTO TOMAS DE CASTILLA,14/12/2016, 87032379,2011,MAZDA,TRIBUTE FWD,2500,LIVIANO,CAMIONETA,OCASIONAL,GASOLINA,5,4,0,41841.14,5020.94,;
ESTADOS UNIDOS,EL CARMEN,05/01/2017, 8704315100,1997,MAZDA,B4000 SE CAB PLUS 2WD,4000,LIVIANO,PICK UP,OCASIONAL,GASOLINA,4,2,1,21750.91,2610.11,;
JAPON,PUERTO BARRIOS,15/12/2016, 87032369,2013,MAZDA,CX-5 TOURING 4X2,2000,LIVIANO,CAMIONETA,OCASIONAL,GASOLINA,5,4,0,41785.18,5014.22,;
JAPON,PUERTO BARRIOS,15/12/2016, 87032369,2007,MAZDA,MAZDA3 I,2000,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,10942.85,1313.14,;
JAPON,SANTO TOMAS DE CASTILLA,27/12/2016, 87032379,2006,MAZDA,MAZDA3 S,2300,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,11386.62,1366.39,;
JAPON,PUERTO BARRIOS,15/12/2016, 87032369,2006,MAZDA,MAZDA3 I,2000,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,12389.4,1486.73,;
JAPON,SANTO TOMAS DE CASTILLA,15/12/2016, 87032369,2013,MAZDA,MAZDA3 I SPORT,2000,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,14690.4,1762.85,;
JAPON,PUERTO BARRIOS,03/01/2017, 8703236900,2007,MAZDA,MAZDA3 I,2000,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,28148.82,3377.86,;
JAPON,PUERTO BARRIOS,04/01/2017, 8703237900,2007,MAZDA,3 I,2000,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,11116.14,1333.94,;
JAPON,TECUN UMAN,03/01/2017, 8703226900,2014,MAZDA,2,1500,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,20700.32,2484.04,;
JAPON,PUERTO BARRIOS,04/01/2017, 8703236900,2011,MAZDA,MAZDA3 I SPORT,2000,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,12867.2,1544.06,;
JAPON,PUERTO BARRIOS,04/01/2017, 8703236900,2011,MAZDA,MAZDA3 i SPORT,2000,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,18750.78,2250.09,;
JAPON,PUERTO BARRIOS,04/01/2017, 8703236900,2012,MAZDA,MAZDA3 i TOURING,2000,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,5897.42,707.69,;
JAPON,PUERTO BARRIOS,04/01/2017, 8703237900,2006,MAZDA,MAZDA5 SPORT,2300,LIVIANO,MICROBUS,OCASIONAL,GASOLINA,6,4,0,9095.64,1091.48,;
JAPON,TECUN UMAN,21/12/2016, 87032379,2013,MAZDA,MAZDA5 SPORT,2500,LIVIANO,MICROBUS,OCASIONAL,GASOLINA,6,4,0,20491.86,2459.02,;
JAPON,PUERTO BARRIOS,20/12/2016, 87032369,2008,MAZDA,MAZDA3 I,2000,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,15261.82,1831.42,;
JAPON,TECUN UMAN,21/12/2016, 87032269,2011,MAZDA,MAZDA2 SPORT,1500,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,23030.93,2763.71,;
JAPON,PUERTO BARRIOS,06/01/2017, 8703236900,2011,MAZDA,MAZDA3 I TOURING,2000,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,11525.25,1383.03,;
JAPON,TECUN UMAN,18/12/2016, 87032379,2006,MAZDA,MAZDA3 S 2.3,2300,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,10099.08,1211.89,;
JAPON,G4; ALSERSA,12/12/2016, 87032369,2003,MAZDA,PROTEGE 5,2000,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,14802.24,1776.27,
JAPON,PUERTO BARRIOS,16/12/2016, 87032379,2008,MAZDA,MAZDA3 S,2300,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,17913.29,2149.59,;
JAPON,EL CARMEN,15/12/2016, 87043151,1986,MAZDA,B2000 C/P 4X2 SE-5,2000,LIVIANO,PICK UP,OCASIONAL,GASOLINA,4,2,1,18587.85,2230.54,;
JAPON,EL CARMEN,13/12/2016, 87032379,2006,MAZDA,MAZDA 3 S HATCH BACK,2300,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,11576.36,1389.16,;
JAPON,EL CARMEN,16/12/2016, 87032379,2008,MAZDA,MAZDA3 s,2300,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,16339.32,1960.72,;
JAPON,TECUN UMAN,17/12/2016, 87032269,2013,MAZDA,MAZDA2,1500,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,18879.59,2265.55,;
JAPON,PUERTO BARRIOS,15/12/2016, 87032379,2006,MAZDA,MAZDA3 S,2300,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,12366.92,1484.03,;
JAPON,EL CARMEN,17/12/2016, 87032369,2003,MAZDA,PROTEGE LX,2000,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,17830.72,2139.69,;
JAPON,PUERTO BARRIOS,28/12/2016, 87032379,2012,MAZDA,MAZDA5 SPORT,2500,LIVIANO,MICROBUS,OCASIONAL,GASOLINA,6,4,0,21035.29,2524.23,;
JAPON,SANTO TOMAS DE CASTILLA,17/12/2016, 87032369,2010,MAZDA,MAZDA3,2000,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,16257.42,1950.89,;
JAPON,PUERTO BARRIOS,08/12/2016, 87032379,2014,MAZDA,CX-5 TOURING,2500,LIVIANO,CAMIONETA,OCASIONAL,GASOLINA,5,4,0,34423.28,4130.79,;
JAPON,SANTO TOMAS DE CASTILLA,09/12/2016, 87032374,2003,MAZDA,MPV,3000,LIVIANO,MICROBUS,OCASIONAL,GASOLINA,7,4,0,9470.16,1136.42,;
JAPON,G4; ALSERSA,20/12/2016, 87032369,2016,MAZDA,MAZDA3 I SPORT,2000,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,28912.89,3469.55,
JAPON,EL CARMEN,21/12/2016, 87032369,2001,MAZDA,PROTEGE ES,2000,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,9285.96,1114.32,;
JAPON,PUERTO BARRIOS,21/12/2016, 87032369,2013,MAZDA,MAZDA3 I TOURING,2000,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,26520.63,3182.48,;
JAPON,PUERTO BARRIOS,21/12/2016, 87032369,2013,MAZDA,MAZDA3 i,2000,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,12983.9,1558.07,;
JAPON,PUERTO BARRIOS,09/12/2016, 87032369,2006,MAZDA,MAZDA3 I,2000,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,13667.29,1640.07,;
JAPON,TECUN UMAN,22/12/2016, 87032369,2006,MAZDA,MAZDA3I,2000,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,14157.94,1698.95,;
ESTADOS UNIDOS,SANTO TOMAS DE CASTILLA,23/12/2016, 87032379,2012,MAZDA,MAZDA5 GRAND TOURING,2500,LIVIANO,MICROBUS,OCASIONAL,GASOLINA,6,4,0,16775.62,2013.07,;
JAPON,EL CARMEN,09/12/2016, 87032369,2002,MAZDA,PROTEGE 5,2000,LIVIANO,CAMIONETILLA,OCASIONAL,GASOLINA,5,4,0,12037.73,1444.53,;
JAPON,TECUN UMAN,10/12/2016, 87032369,1998,MAZDA,PROTEGE DX,1500,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,11714.82,1405.78,;
JAPON,TECUN UMAN,11/12/2016, 87032369,2005,MAZDA,MAZDA3I,2000,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,10438.21,1252.59,;
JAPON,TECUN UMAN,13/12/2016, 87032369,2010,MAZDA,MAZDA3,2000,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,15365.12,1843.81,;
ESTADOS UNIDOS,PUERTO BARRIOS,14/12/2016, 87032379,2009,MAZDA,MAZDA6 I,2500,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,12361.81,1483.42,;
JAPON,PUERTO BARRIOS,27/12/2016, 87032369,2011,MAZDA,MAZDA3 I SPORT,2000,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,15956.26,1914.75,;
JAPON,EL CARMEN,11/12/2016, 87032369,2003,MAZDA,PROTEGE5,2000,LIVIANO,CAMIONETILLA,OCASIONAL,GASOLINA,5,4,0,18623.56,2234.83,;
JAPON,PUERTO QUETZAL,15/12/2016, 87032369,2017,MAZDA,5,2000,LIVIANO,CAMIONETA,DISTRIBUIDOR,GASOLINA,7,5,0,619884.75,74386.17,;
JAPON,PUERTO QUETZAL,15/12/2016, 87032369,2017,MAZDA,5,2000,LIVIANO,CAMIONETA,DISTRIBUIDOR,GASOLINA,7,5,0,619884.75,74386.17,;
JAPON,PUERTO QUETZAL,15/12/2016, 87032369,2017,MAZDA,5,2000,LIVIANO,CAMIONETA,DISTRIBUIDOR,GASOLINA,7,5,0,619884.75,74386.17,;
JAPON,PUERTO QUETZAL,15/12/2016, 87032369,2017,MAZDA,5,2000,LIVIANO,CAMIONETA,DISTRIBUIDOR,GASOLINA,7,5,0,619884.75,74386.17,;
JAPON,PUERTO QUETZAL,15/12/2016, 87032369,2017,MAZDA,5,2000,LIVIANO,CAMIONETA,DISTRIBUIDOR,GASOLINA,7,5,0,619884.75,74386.17,;
JAPON,PUERTO QUETZAL,15/12/2016, 87032369,2017,MAZDA,5,2000,LIVIANO,CAMIONETA,DISTRIBUIDOR,GASOLINA,7,5,0,619884.75,74386.17,;
JAPON,PUERTO QUETZAL,15/12/2016, 87032369,2017,MAZDA,CX-3 4X2,2000,LIVIANO,CAMIONETA,DISTRIBUIDOR,GASOLINA,5,5,0,515624.95,61874.99,;
JAPON,PUERTO QUETZAL,15/12/2016, 87032369,2017,MAZDA,CX-3 4X2,2000,LIVIANO,CAMIONETA,DISTRIBUIDOR,GASOLINA,5,5,0,515624.95,61874.99,;
JAPON,PUERTO QUETZAL,15/12/2016, 87032369,2017,MAZDA,CX-3 4X2,2000,LIVIANO,CAMIONETA,DISTRIBUIDOR,GASOLINA,5,5,0,515624.95,61874.99,;
JAPON,PUERTO QUETZAL,15/12/2016, 87032369,2017,MAZDA,CX-3 4X2,2000,LIVIANO,CAMIONETA,DISTRIBUIDOR,GASOLINA,5,5,0,515624.95,61874.99,;
JAPON,PUERTO QUETZAL,15/12/2016, 87032369,2017,MAZDA,CX-3 4X2,2000,LIVIANO,CAMIONETA,DISTRIBUIDOR,GASOLINA,5,5,0,130395.39,15647.45,;
JAPON,PUERTO QUETZAL,15/12/2016, 87032369,2017,MAZDA,CX-3 4X2,2000,LIVIANO,CAMIONETA,DISTRIBUIDOR,GASOLINA,5,5,0,835851.24,100302.15,;
JAPON,PUERTO QUETZAL,15/12/2016, 87032369,2017,MAZDA,CX-3 4X2,2000,LIVIANO,CAMIONETA,DISTRIBUIDOR,GASOLINA,5,5,0,835851.24,100302.15,;
JAPON,PUERTO QUETZAL,15/12/2016, 87032369,2017,MAZDA,CX-3 4X2,2000,LIVIANO,CAMIONETA,DISTRIBUIDOR,GASOLINA,5,5,0,835851.24,100302.15,;
JAPON,PUERTO QUETZAL,15/12/2016, 87032369,2017,MAZDA,CX-3 4X2,2000,LIVIANO,CAMIONETA,DISTRIBUIDOR,GASOLINA,5,5,0,835851.24,100302.15,;
JAPON,PUERTO QUETZAL,15/12/2016, 87032369,2017,MAZDA,CX-3 4X2,2000,LIVIANO,CAMIONETA,DISTRIBUIDOR,GASOLINA,5,5,0,835851.24,100302.15,;
JAPON,PUERTO QUETZAL,15/12/2016, 87032369,2017,MAZDA,CX-3 4X2,2000,LIVIANO,CAMIONETA,DISTRIBUIDOR,GASOLINA,5,5,0,835851.24,100302.15,;
JAPON,PUERTO QUETZAL,15/12/2016, 87032369,2017,MAZDA,CX-3 4X2,2000,LIVIANO,CAMIONETA,DISTRIBUIDOR,GASOLINA,5,5,0,563191.06,67582.93,;
JAPON,PUERTO QUETZAL,15/12/2016, 87032369,2017,MAZDA,CX-3 4X2,2000,LIVIANO,CAMIONETA,DISTRIBUIDOR,GASOLINA,5,5,0,563191.06,67582.93,;
JAPON,PUERTO QUETZAL,15/12/2016, 87032369,2017,MAZDA,CX-3 4X2,2000,LIVIANO,CAMIONETA,DISTRIBUIDOR,GASOLINA,5,5,0,563191.06,67582.93,;
JAPON,PUERTO QUETZAL,15/12/2016, 87032369,2017,MAZDA,CX-3 4X2,2000,LIVIANO,CAMIONETA,DISTRIBUIDOR,GASOLINA,5,5,0,563191.06,67582.93,;
JAPON,PUERTO QUETZAL,15/12/2016, 87032369,2017,MAZDA,CX-3 4X2,2000,LIVIANO,CAMIONETA,DISTRIBUIDOR,GASOLINA,5,5,0,292944.56,35153.35,;
JAPON,PUERTO QUETZAL,15/12/2016, 87032369,2017,MAZDA,CX-3 4X2,2000,LIVIANO,CAMIONETA,DISTRIBUIDOR,GASOLINA,5,5,0,292944.56,35153.35,;
JAPON,EL CARMEN,15/12/2016, 87032369,2011,MAZDA,MAZDA3 i TOURING,2000,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,16339.32,1960.72,;
JAPON,PUERTO BARRIOS,15/12/2016, 87032369,2014,MAZDA,CX-5 SPORT 4X2,2000,LIVIANO,CAMIONETA,OCASIONAL,GASOLINA,5,4,0,39199.37,4703.92,;
JAPON,PUERTO BARRIOS,19/12/2016, 87032369,2005,MAZDA,MAZDA3 I,2000,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,16056.4,1926.77,;
JAPON,TECUN UMAN,28/12/2016, 87032369,2014,MAZDA,CX-5 SPORT,2000,LIVIANO,CAMIONETA,OCASIONAL,GASOLINA,5,4,0,34010.05,4081.21,;
ESTADOS UNIDOS,SANTO TOMAS DE CASTILLA,29/12/2016, 87032379,2005,MAZDA,TRIBUTE I 2WD,2300,LIVIANO,CAMIONETA,OCASIONAL,GASOLINA,5,4,0,15307.47,1836.9,;
JAPON,PUERTO BARRIOS,22/12/2016, 87032369,2010,MAZDA,MAZDA3 I SPORT,2000,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,19243.72,2309.25,;
JAPON,PUERTO BARRIOS,22/12/2016, 87032369,2006,MAZDA,MAZDA3 I,2000,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,9109.54,1093.14,;
JAPON,PUERTO BARRIOS,30/12/2016, 87032379,2004,MAZDA,MAZDA3 S,2300,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,8221.66,986.6,;
JAPON,PUERTO BARRIOS,30/12/2016, 87032269,2012,MAZDA,MAZDA2 SPORT,1500,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,15931.81,1911.82,;
JAPON,EXPRESS AEREO,23/12/2016, 87032379,2008,MAZDA,CX-7 4X2,2300,LIVIANO,CAMIONETA,OCASIONAL,GASOLINA,5,4,0,21810.93,2617.31,;
JAPON,TECUN UMAN,23/12/2016, 87032369,2010,MAZDA,MAZDA3I,2000,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,17879.19,2145.5,;
JAPON,PUERTO BARRIOS,23/12/2016, 87032379,2005,MAZDA,MAZDA3 S,2300,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,13401.91,1608.23,;
JAPON,EL CARMEN,23/12/2016, 87032379,2005,MAZDA,MAZDA3,2300,LIVIANO,CAMIONETILLA,OCASIONAL,GASOLINA,5,4,0,12780.48,1533.66,;
JAPON,PUERTO BARRIOS,23/12/2016, 87032269,2011,MAZDA,MAZDA2 SPORT,1500,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,14375.23,1725.03,;
TAILANDIA,PUERTO QUETZAL,15/12/2016, 87042159,2017,MAZDA,BT-50 DBL CAB 4X4 TURBO,2200,LIVIANO,PICK UP,DISTRIBUIDOR,DIESEL,5,4,1,142864.53,17143.74,;
TAILANDIA,PUERTO QUETZAL,15/12/2016, 87042159,2017,MAZDA,BT-50 DBL CAB 4X4 TURBO,3198,LIVIANO,PICK UP,DISTRIBUIDOR,DIESEL,5,4,1,518248.99,62189.88,;
TAILANDIA,PUERTO QUETZAL,15/12/2016, 87042159,2017,MAZDA,BT-50 DBL CAB 4X4 TURBO,3198,LIVIANO,PICK UP,DISTRIBUIDOR,DIESEL,5,4,1,518248.99,62189.88,;
TAILANDIA,PUERTO QUETZAL,15/12/2016, 87042159,2017,MAZDA,BT-50 DBL CAB 4X4 TURBO,3198,LIVIANO,PICK UP,DISTRIBUIDOR,DIESEL,5,4,1,518248.99,62189.88,;
TAILANDIA,PUERTO QUETZAL,15/12/2016, 87042159,2017,MAZDA,BT-50 DBL CAB 4X4 TURBO,2200,LIVIANO,PICK UP,DISTRIBUIDOR,DIESEL,5,4,1,1149922.56,137990.71,;
TAILANDIA,PUERTO QUETZAL,15/12/2016, 87042159,2017,MAZDA,BT-50 DBL CAB 4X4 TURBO,2200,LIVIANO,PICK UP,DISTRIBUIDOR,DIESEL,5,4,1,1149922.56,137990.71,;
TAILANDIA,PUERTO QUETZAL,15/12/2016, 87042159,2017,MAZDA,BT-50 DBL CAB 4X4 TURBO,2200,LIVIANO,PICK UP,DISTRIBUIDOR,DIESEL,5,4,1,1149922.56,137990.71,;
TAILANDIA,PUERTO QUETZAL,15/12/2016, 87042159,2017,MAZDA,BT-50 DBL CAB 4X4 TURBO,2200,LIVIANO,PICK UP,DISTRIBUIDOR,DIESEL,5,4,1,1149922.56,137990.71,;
TAILANDIA,PUERTO QUETZAL,15/12/2016, 87042159,2017,MAZDA,BT-50 DBL CAB 4X4 TURBO,2200,LIVIANO,PICK UP,DISTRIBUIDOR,DIESEL,5,4,1,1149922.56,137990.71,;
TAILANDIA,PUERTO QUETZAL,15/12/2016, 87042159,2017,MAZDA,BT-50 DBL CAB 4X4 TURBO,2200,LIVIANO,PICK UP,DISTRIBUIDOR,DIESEL,5,4,1,1149922.56,137990.71,;
TAILANDIA,PUERTO QUETZAL,15/12/2016, 87042159,2017,MAZDA,BT-50 DBL CAB 4X4 TURBO,2200,LIVIANO,PICK UP,DISTRIBUIDOR,DIESEL,5,4,1,1149922.56,137990.71,;
JAPON,EL CARMEN,09/12/2016, 87032379,2005,MAZDA,MAZDA3 S,2300,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,10747.88,1289.75,;
JAPON,EL CARMEN,17/12/2016, 87032369,2003,MAZDA,PROTEGE LX,2000,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,12211.8,1465.42,;
JAPON,PUERTO BARRIOS,13/12/2016, 87032379,2004,MAZDA,MAZDA3 S,2300,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,11613.87,1393.66,;
JAPON,SANTO TOMAS DE CASTILLA,15/12/2016, 87032369,2012,MAZDA,MAZDA3 I TOURING,2000,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,20746.44,2489.57,;
JAPON,PUERTO BARRIOS,03/01/2017, 87032369,2008,MAZDA,MAZDA3 I SPORT,2000,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,13539.78,1624.77,;
JAPON,SANTO TOMAS DE CASTILLA,31/12/2016, 87032369,2014,MAZDA,CX-5 SPORT 2WD,2000,LIVIANO,CAMIONETA,OCASIONAL,GASOLINA,5,4,0,39216.77,4706.01,;
JAPON,EL CARMEN,11/12/2016, 87032369,2009,MAZDA,MAZDA 3i,2000,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,20012.82,2401.54,;
JAPON,TECUN UMAN,17/12/2016, 87032369,2006,MAZDA,MAZDA3 I,2000,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,13133.3,1576,;
ESTADOS UNIDOS,TECUN UMAN,18/12/2016, 87032379,2011,MAZDA,MAZDA3 S,2500,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,10623.51,1274.82,;
JAPON,EL CARMEN,18/12/2016, 87032369,2013,MAZDA,MAZDA3 i,2000,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,18827.14,2259.26,;
JAPON,PUERTO BARRIOS,29/12/2016, 87032369,1990,MAZDA,MX-5 MIATA CONVERTIBLE,1600,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,2,2,0,12225,1467,;
JAPON,TECUN UMAN,29/12/2016, 87032379,1998,MAZDA,MPV ES 4X2,3000,LIVIANO,CAMIONETA,OCASIONAL,GASOLINA,7,4,0,27300,3276,;
JAPON,PUERTO BARRIOS,29/12/2016, 87032379,2007,MAZDA,MAZDA3 S,2300,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,23544.17,2825.3,;
JAPON,PUERTO BARRIOS,03/01/2017, 8703236900,2012,MAZDA,MAZDA3 I GRAND TOURING,2000,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,12059.47,1447.14,;
JAPON,SANTO TOMAS DE CASTILLA,03/01/2017, 8703236900,2008,MAZDA,MAZDA3 I,2000,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,10036.98,1204.44,;
ESTADOS UNIDOS,EL CARMEN,09/12/2016, 87043151,1995,MAZDA,B2300 CAB PLUS 4X2 SE,2300,LIVIANO,PICK UP,OCASIONAL,GASOLINA,4,2,1,17872.61,2144.71,;
JAPON,TECUN UMAN,19/12/2016, 87032369,2003,MAZDA,PROTEGE,2000,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,18564.04,2227.68,;
JAPON,PUERTO BARRIOS,05/01/2017, 8703237900,2011,MAZDA,MAZDA3 S SPORT,2500,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,25767.21,3092.07,;
JAPON,EL CARMEN,17/12/2016, 87032369,2011,MAZDA,MAZDA3i,2000,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,16242.44,1949.09,;
JAPON,PUERTO BARRIOS,19/12/2016, 87032379,2013,MAZDA,CX-5 TOURING,2000,LIVIANO,CAMIONETA,OCASIONAL,GASOLINA,5,4,0,34493.18,4139.18,;
JAPON,EL CARMEN,19/12/2016, 87032369,2007,MAZDA,MAZDA 3I,2000,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,25300.99,3036.12,;
JAPON,TECUN UMAN,20/12/2016, 87032379,2014,MAZDA,CX-5  FWD,2500,LIVIANO,CAMIONETA,OCASIONAL,GASOLINA,5,4,0,39336.3,4720.36,;
JAPON,EL CARMEN,20/12/2016, 87032369,2014,MAZDA,MAZDA3 i,2000,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,25787.55,3094.51,;
JAPON,PUERTO BARRIOS,20/12/2016, 87032369,2002,MAZDA,PROTEGE 5,2000,LIVIANO,CAMIONETILLA,OCASIONAL,GASOLINA,5,4,0,10779.64,1293.56,;
JAPON,PUERTO BARRIOS,24/12/2016, 87032369,2009,MAZDA,MAZDA3 I,2000,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,19002.26,2280.27,;
JAPON,TECUN UMAN,08/12/2016, 87032379,2012,MAZDA,CX-7,2500,LIVIANO,CAMIONETA,OCASIONAL,GASOLINA,5,4,0,22755.93,2730.71,;
JAPON,PUERTO BARRIOS,16/12/2016, 87032369,2015,MAZDA,CX-5 SPORT 4X2,2000,LIVIANO,CAMIONETA,OCASIONAL,GASOLINA,5,4,0,44614.26,5353.71,;
JAPON,TECUN UMAN,16/12/2016, 87032379,2007,MAZDA,CX-7 4X2,2300,LIVIANO,CAMIONETA,OCASIONAL,GASOLINA,5,4,0,19688.71,2362.65,;
JAPON,EL CARMEN,16/12/2016, 87032369,2011,MAZDA,MAZDA 3i,2000,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,27794.95,3335.39,;
ESTADOS UNIDOS,EL CARMEN,20/12/2016, 87032379,2005,MAZDA,Mazda6i,2300,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,21514.46,2581.74,;
JAPON,SANTO TOMAS DE CASTILLA,20/12/2016, 87032369,2010,MAZDA,MAZDA3 I,2000,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,16345.02,1961.4,;
JAPON,PUERTO BARRIOS,21/12/2016, 87032369,2014,MAZDA,MAZDA3 I TOURING,2000,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,21776.8,2613.22,;
ESTADOS UNIDOS,PUERTO BARRIOS,21/12/2016, 87043151,1998,MAZDA,B2500 4X2,2500,LIVIANO,PICK UP,OCASIONAL,GASOLINA,3,2,1,16920.91,2030.51,;
JAPON,EL CARMEN,21/12/2016, 87032379,2005,MAZDA,MAZDA3 S,2300,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,21515.33,2581.84,;
JAPON,SANTO TOMAS DE CASTILLA,08/12/2016, 87032379,2009,MAZDA,CX-7 4X2,2300,LIVIANO,CAMIONETA,OCASIONAL,GASOLINA,5,4,0,26719.38,3206.33,;
JAPON,TECUN UMAN,21/12/2016, 87032379,2007,MAZDA,CX-7 GRAND TOURING 2WD,2300,LIVIANO,CAMIONETA,OCASIONAL,GASOLINA,5,4,0,25250.63,3030.08,;
JAPON,EL CARMEN,23/12/2016, 87032369,2010,MAZDA,MAZDA3,2000,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,16756.13,2010.74,;
