Pais_de_Proveniencia,Aduana de Ingreso, Fecha de la Poliza,Partida Arancelaria,Modelo del Vehiculo,Marca,Linea,Centimetros Cubicos,Distintivo,Tipo de Vehiculo,Tipo de Importador,Tipo Combustible,Asientos,Puertas,Tonelaje,Valor CIF,Impuesto,Impuesto;;
CANADA,TECUN UMAN,05/09/2016, 87032490,2002,ACURA,MDX 4X4,3500,LIVIANO,CAMIONETA,OCASIONAL,GASOLINA,5,4,0,26239.9,3148.79,;;
JAPON,EL CARMEN,04/09/2016, 87032369,2002,ACURA,RSX,2000,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,2,0,10334.6,1240.15,;;
ESTADOS UNIDOS,PUERTO BARRIOS,05/09/2016, 87032379,2011,BMW,X3 XDRIVE28I AWD,3000,LIVIANO,CAMIONETA,OCASIONAL,GASOLINA,5,4,0,40980.99,4917.72,;;
ALEMANIA REP. FED.,PUERTO BARRIOS,23/08/2016, 87032379,2007,BMW,3 SERIES 328XI,3000,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,4,2,0,16369.64,1964.36,;;
ALEMANIA REP. FED.,EL CARMEN,13/08/2016, 87032379,2006,BMW,X3 3.0i,3000,LIVIANO,CAMIONETA,OCASIONAL,GASOLINA,5,4,0,31096.53,3731.58,;;
ALEMANIA REP. FED.,PUERTO BARRIOS,13/08/2016, 87032379,2011,BMW,328I,3000,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,54514.63,6541.76,;;
ALEMANIA REP. FED.,PUERTO BARRIOS,17/08/2016, 87032379,2006,BMW,330i,3000,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,11389.1,1366.69,;;
ALEMANIA REP. FED.,SANTO TOMAS DE CASTILLA,22/08/2016, 87032379,1999,BMW,328I,2800,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,13591.29,1630.95,;;
ALEMANIA REP. FED.,PUERTO BARRIOS,23/08/2016, 87032379,2006,BMW,X3 3.0I,3000,LIVIANO,CAMIONETA,OCASIONAL,GASOLINA,5,4,0,19067.44,2288.09,;;
ALEMANIA REP. FED.,PUERTO BARRIOS,23/08/2016, 87032379,2004,BMW,325XI,2500,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,11487.23,1378.47,;;
ALEMANIA REP. FED.,PUERTO BARRIOS,02/09/2016, 87032379,2007,BMW,X3 3.0 si AWD,3000,LIVIANO,CAMIONETA,OCASIONAL,GASOLINA,5,4,0,43330.85,5199.7,;;
ALEMANIA REP. FED.,PUERTO BARRIOS,12/08/2016, 87032379,2009,BMW,328XI,3000,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,17676.16,2121.14,;;
ALEMANIA REP. FED.,PUERTO BARRIOS,23/08/2016, 87032379,2007,BMW,3 SERIES 328I,3000,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,2,0,22778.35,2733.4,;;
ALEMANIA REP. FED.,TECUN UMAN,19/08/2016, 87032379,2007,BMW,328i,3000,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,23492.14,2819.06,;;
ALEMANIA REP. FED.,PUERTO BARRIOS,31/08/2016, 87032379,2009,BMW,3-SERIES 328XI,3000,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,16352.68,1962.32,;;
ALEMANIA REP. FED.,PUERTO BARRIOS,31/08/2016, 87032379,2007,BMW,X3 3.0SI,3000,LIVIANO,CAMIONETA,OCASIONAL,GASOLINA,5,4,0,22380.13,2685.62,;;
ALEMANIA REP. FED.,TECUN UMAN,17/08/2016, 87032369,2014,BMW,320i,2000,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,54342.06,6521.05,;;
ALEMANIA REP. FED.,PUERTO BARRIOS,05/09/2016, 87032369,2000,BMW,3-SERIES 328i,2800,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,15683.62,1882.03,;;
ALEMANIA REP. FED.,SANTO TOMAS DE CASTILLA,23/08/2016, 87032379,2007,BMW,3 SERIES 328I,3000,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,25644.5,3077.34,;;
ESTADOS UNIDOS,G8; CENTRALSA,02/09/2016, 87032379,1999,BMW,Z3,2500,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,2,2,0,11881.18,1425.74,;
ALEMANIA REP. FED.,SANTO TOMAS DE CASTILLA,11/08/2016, 87032379,2010,BMW,328I SA,3000,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,22480.82,2697.7,;;
ALEMANIA REP. FED.,PUERTO BARRIOS,22/08/2016, 87032379,2006,BMW,X3 3.0I AWD,3000,LIVIANO,CAMIONETA,OCASIONAL,GASOLINA,5,4,0,28650.89,3438.11,;;
ALEMANIA REP. FED.,TECUN UMAN,29/08/2016, 87032379,2005,BMW,325I,2500,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,13847.22,1661.67,;;
ALEMANIA REP. FED.,PUERTO BARRIOS,05/09/2016, 87032369,1991,BMW,318iS 3 SERIES,1800,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,2,0,19891.05,2386.93,;;
ALEMANIA REP. FED.,PUERTO BARRIOS,05/09/2016, 87032379,2006,BMW,3-SERIES 330i,3000,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,12629.84,1515.58,;;
ALEMANIA REP. FED.,PUERTO BARRIOS,11/08/2016, 87032379,2005,BMW,3-SERIES 325CI,2500,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,4,2,0,11044.79,1325.37,;;
ALEMANIA REP. FED.,EL CARMEN,13/08/2016, 87032379,2006,BMW,X3 3.0i,3000,LIVIANO,CAMIONETA,OCASIONAL,GASOLINA,5,4,0,35524.95,4262.99,;;
ALEMANIA REP. FED.,SANTO TOMAS DE CASTILLA,15/08/2016, 87032379,2004,BMW,530 I,3000,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,19987.95,2398.55,;;
ALEMANIA REP. FED.,PUERTO BARRIOS,10/08/2016, 87032379,2004,BMW,325i,2500,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,8841.14,1060.94,;;
ESTADOS UNIDOS,PUERTO BARRIOS,10/08/2016, 87032379,2003,BMW,X5 3.0I 4X4,3000,LIVIANO,CAMIONETA,OCASIONAL,GASOLINA,5,4,0,14230.23,1707.63,;;
ALEMANIA REP. FED.,PUERTO BARRIOS,01/09/2016, 87032379,2001,BMW,325i,2500,LIVIANO,CAMIONETILLA,OCASIONAL,GASOLINA,5,4,0,7624.09,914.89,;;
ALEMANIA REP. FED.,G8; CENTRALSA,16/08/2016, 87032379,2006,BMW,325XI,3000,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,19837.83,2380.54,;
ALEMANIA REP. FED.,PUERTO BARRIOS,25/08/2016, 87032379,2006,BMW,3 SERIES 330XI,3000,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,10908.41,1309.01,;;
ESTADOS UNIDOS,EXPRESS AEREO,24/08/2016, 87032379,2004,BMW,325I,2500,LIVIANO,CAMIONETILLA,OCASIONAL,GASOLINA,5,4,0,13831.98,1659.84,;;
ALEMANIA REP. FED.,PUERTO BARRIOS,08/08/2016, 87032379,2006,BMW,325i,3000,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,14625.66,1755.08,;;
ALEMANIA REP. FED.,TECUN UMAN,08/08/2016, 87032379,2006,BMW,X3 3.0i AWD,3000,LIVIANO,CAMIONETA,OCASIONAL,GASOLINA,5,4,0,20717.17,2486.06,;;
ALEMANIA REP. FED.,PUERTO BARRIOS,08/08/2016, 87032490,2007,BMW,5 SERIES 525XI,3000,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,21018.73,2522.25,;;
ESTADOS UNIDOS,EXPRESS AEREO,09/08/2016, 87032369,2013,BMW,X1 SDRIVE 2.8I,2000,LIVIANO,CAMIONETILLA,OCASIONAL,GASOLINA,5,4,0,80573.82,9668.86,;;
ALEMANIA REP. FED.,TECUN UMAN,08/08/2016, 87032379,2007,BMW,X3 3.0 SI,3000,LIVIANO,CAMIONETA,OCASIONAL,GASOLINA,5,4,0,35493.61,4259.23,;;
ALEMANIA REP. FED.,TECUN UMAN,08/08/2016, 87032379,2006,BMW,325i,3000,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,17626.18,2115.14,;;
ESTADOS UNIDOS,EL CARMEN,08/08/2016, 87032369,2013,BMW,X3 XDRIVE 28i,2000,LIVIANO,CAMIONETA,OCASIONAL,GASOLINA,5,4,0,50986.26,6118.35,;;
GUYANA,TECUN UMAN,08/08/2016, 87032490,2001,BMW,330Ci,3000,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,2,0,22413.45,2689.61,;;
ALEMANIA REP. FED.,PUERTO BARRIOS,08/08/2016, 87032490,2001,BMW,X5 3.0i,3000,LIVIANO,CAMIONETA,OCASIONAL,GASOLINA,5,4,0,23220.12,2786.41,;;
ALEMANIA REP. FED.,EL CARMEN,08/08/2016, 87032379,2007,BMW,335i,3000,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,28708.13,3444.98,;;
ALEMANIA REP. FED.,TECUN UMAN,08/08/2016, 87032379,2006,BMW,325i,3000,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,21471.07,2576.53,;;
ESTADOS UNIDOS,TECUN UMAN,08/08/2016, 87032490,2007,BMW,X5 4WD,4800,LIVIANO,CAMIONETA,OCASIONAL,GASOLINA,7,4,0,35180.5,4221.66,;;
ALEMANIA REP. FED.,G4; ALSERSA,09/08/2016, 87032379,2005,BMW,X3,3000,LIVIANO,CAMIONETA,OCASIONAL,GASOLINA,5,4,0,20528.7,2463.44,;
ALEMANIA REP. FED.,TECUN UMAN,08/08/2016, 87032379,2005,BMW,X3 4X4,3000,LIVIANO,CAMIONETA,OCASIONAL,GASOLINA,5,4,0,13291.26,1594.95,;;
ALEMANIA REP. FED.,PUERTO BARRIOS,18/08/2016, 87032379,2005,BMW,X3 2.5I,2500,LIVIANO,CAMIONETA,OCASIONAL,GASOLINA,5,4,0,30644.88,3677.39,;;
ALEMANIA REP. FED.,SANTO TOMAS DE CASTILLA,10/08/2016, 87032379,2004,BMW,325I,3000,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,12662.5,1519.5,;;
ALEMANIA REP. FED.,PUERTO BARRIOS,16/08/2016, 87032379,2003,BMW,325I,2500,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,11066.48,1327.98,;;
ALEMANIA REP. FED.,PUERTO BARRIOS,09/08/2016, 87032379,2003,BMW,325I,2500,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,10778.2,1293.38,;;
ALEMANIA REP. FED.,EL CARMEN,19/08/2016, 87032379,2005,BMW,525i,2500,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,16471.62,1976.59,;;
ALEMANIA REP. FED.,EL CARMEN,19/08/2016, 87032379,2004,BMW,530i,3000,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,19138.03,2296.56,;;
ALEMANIA REP. FED.,PUERTO BARRIOS,20/08/2016, 87032379,2008,BMW,328i,3000,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,21950.07,2634.01,;;
ALEMANIA REP. FED.,PUERTO BARRIOS,11/08/2016, 87032379,2003,BMW,330I,3000,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,9803.38,1176.41,;;
ALEMANIA REP. FED.,SANTO TOMAS DE CASTILLA,22/08/2016, 87032379,2011,BMW,328I,3000,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,27920.5,3350.46,;;
ESTADOS UNIDOS,PUERTO BARRIOS,31/08/2016, 87032379,2002,BMW,X5,3000,LIVIANO,CAMIONETA,OCASIONAL,GASOLINA,5,4,0,14184.91,1702.19,;;
ALEMANIA REP. FED.,SANTO TOMAS DE CASTILLA,18/08/2016, 87032379,2008,BMW,335I CONVERTIBLE,3000,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,4,2,0,52426.78,6291.21,;;
ALEMANIA REP. FED.,PUERTO BARRIOS,22/08/2016, 87032369,2012,BMW,328I,2000,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,54161.85,6499.42,;;
ALEMANIA REP. FED.,SANTO TOMAS DE CASTILLA,10/08/2016, 87032379,2010,BMW,328i,3000,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,4,2,0,18224.95,2186.99,;;
ALEMANIA REP. FED.,PUERTO BARRIOS,19/08/2016, 87032379,2006,BMW,3 SERIES 330I,3000,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,25011.65,3001.4,;;
ALEMANIA REP. FED.,PUERTO BARRIOS,19/08/2016, 87032379,2005,BMW,330xi,3000,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,10290.51,1234.86,;;
ESTADOS UNIDOS,PUERTO BARRIOS,15/08/2016, 87032379,2005,BMW,X5 3.0I,3000,LIVIANO,CAMIONETA,OCASIONAL,GASOLINA,5,4,0,21354,2562.48,;;
ALEMANIA REP. FED.,TECUN UMAN,23/08/2016, 87032379,2007,BMW,X3 3.0 Si,3000,LIVIANO,CAMIONETA,OCASIONAL,GASOLINA,5,4,0,29642.03,3557.04,;;
ALEMANIA REP. FED.,PUERTO BARRIOS,22/08/2016, 87032379,2002,BMW,325I,2500,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,12612.42,1513.49,;;
ALEMANIA REP. FED.,EL CARMEN,12/08/2016, 87032379,2001,BMW,X5 AWD,3000,LIVIANO,CAMIONETA,OCASIONAL,GASOLINA,5,4,0,14170.95,1700.51,;;
ALEMANIA REP. FED.,PUERTO BARRIOS,15/08/2016, 87032379,2004,BMW,X3 2.5I 4X4,2500,LIVIANO,CAMIONETA,OCASIONAL,GASOLINA,5,4,0,22479.87,2697.58,;;
ALEMANIA REP. FED.,PUERTO BARRIOS,16/08/2016, 87032379,2007,BMW,530I,3000,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,17503.8,2100.46,;;
ALEMANIA REP. FED.,PUERTO BARRIOS,27/08/2016, 87032379,2003,BMW,325i,2500,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,9464.79,1135.77,;;
ESTADOS UNIDOS,PUERTO BARRIOS,11/08/2016, 87032379,2004,BMW,Z4 2.5i ROADSTER CONVERT,2500,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,2,2,0,23947.94,2873.75,;;
ESTADOS UNIDOS,PUERTO BARRIOS,24/08/2016, 87032490,2007,BMW,X5 4.8I AWD,4800,LIVIANO,CAMIONETA,OCASIONAL,GASOLINA,5,4,0,67392.24,8087.07,;;
ALEMANIA REP. FED.,EL CARMEN,28/08/2016, 87114090,2002,BMW,F650GS,650,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,7364.86,883.78,;;
ALEMANIA REP. FED.,PUERTO BARRIOS,05/09/2016, 87032379,2007,BMW,328XI,3000,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,30664.33,3679.72,;;
ESTADOS UNIDOS,TECUN UMAN,15/08/2016, 87032379,2004,BMW,325i,2500,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,14523.72,1742.85,;;
ESTADOS UNIDOS,TECUN UMAN,09/08/2016, 87032379,2008,BMW,X5 4X4,3000,LIVIANO,CAMIONETA,OCASIONAL,GASOLINA,5,4,0,50096.66,6011.6,;;
ALEMANIA REP. FED.,G8; CENTRALSA,16/08/2016, 87032379,2007,BMW,328XI,3000,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,18375.69,2205.08,;
ALEMANIA REP. FED.,PUERTO BARRIOS,10/08/2016, 87115090,2000,BMW,K1200RS,1200,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,15225.14,1827.02,;;
ALEMANIA REP. FED.,TECUN UMAN,09/08/2016, 87032379,2011,BMW,328i,3000,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,2,0,59016.28,7081.95,;;
JAPON,PUERTO QUETZAL,16/08/2016, 87032379,2003,BMW,3 SERIES,2170,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,21788.07,2614.57,;;
ALEMANIA REP. FED.,SANTO TOMAS DE CASTILLA,31/08/2016, 87032379,2007,BMW,328i,3000,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,17206.19,2064.74,;;
ESTADOS UNIDOS,PUERTO BARRIOS,06/09/2016, 87032379,2006,BMW,X5 3.0i,3000,LIVIANO,CAMIONETA,OCASIONAL,GASOLINA,5,4,0,12504.97,1500.6,;;
ALEMANIA REP. FED.,TECUN UMAN,02/09/2016, 87032379,1999,BMW,328iC,2800,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,4,2,0,10213.26,1225.59,;;
ALEMANIA REP. FED.,PUERTO BARRIOS,31/08/2016, 87032379,2006,BMW,3 SERIES 325I,3000,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,15521.83,1862.62,;;
ESTADOS UNIDOS,PUERTO BARRIOS,01/09/2016, 87032369,2015,BMW,X3 SDRIVE 28I,2000,LIVIANO,CAMIONETA,OCASIONAL,GASOLINA,5,4,0,114497.16,13739.66,;;
ALEMANIA REP. FED.,SANTO TOMAS DE CASTILLA,10/08/2016, 87032379,2006,BMW,325I,3000,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,16905.94,2028.71,;;
ALEMANIA REP. FED.,PUERTO BARRIOS,07/09/2016, 87032379,2006,BMW,325I,3000,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,23848.97,2861.88,;;
ALEMANIA REP. FED.,PUERTO BARRIOS,23/08/2016, 87032379,2002,BMW,325CI CONVERTIBLE,2500,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,4,2,0,15522.47,1862.7,;;
ESTADOS UNIDOS,PUERTO BARRIOS,07/09/2016, 87032379,2004,BMW,Z4 CONVERTIBLE,2500,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,2,2,0,21482.16,2577.86,;;
ALEMANIA REP. FED.,PUERTO BARRIOS,15/08/2016, 87032379,2004,BMW,330XI,3000,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,8106.26,972.75,;;
ALEMANIA REP. FED.,PUERTO BARRIOS,24/08/2016, 87032369,2014,BMW,328I,2000,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,94605.58,11352.67,;;
ALEMANIA REP. FED.,PUERTO BARRIOS,16/08/2016, 87032379,2004,BMW,X3 2.5I AWD,2500,LIVIANO,CAMIONETA,OCASIONAL,GASOLINA,5,4,0,15943.24,1913.19,;;
ALEMANIA REP. FED.,PUERTO BARRIOS,19/08/2016, 87032379,2004,BMW,3 SERIES 325CI,2500,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,2,0,18730.53,2247.66,;;
ALEMANIA REP. FED.,PUERTO BARRIOS,19/08/2016, 87032379,2006,BMW,3 SERIES 325XI,3000,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,20874.38,2504.93,;;
ESTADOS UNIDOS,TECUN UMAN,29/08/2016, 87032379,2006,BMW,X5 3.0i 4X4,3000,LIVIANO,CAMIONETA,OCASIONAL,GASOLINA,5,4,0,27158.07,3258.97,;;
ALEMANIA REP. FED.,EL CARMEN,16/08/2016, 87032490,2002,BMW,745 Li,4400,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,17841.42,2140.97,;;
ALEMANIA REP. FED.,PUERTO BARRIOS,01/09/2016, 87032379,2001,BMW,325Ci,2500,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,2,0,9162.03,1099.44,;;
ALEMANIA REP. FED.,EL CARMEN,23/08/2016, 87032490,2005,BMW,545i,4400,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,21481.04,2577.72,;;
ALEMANIA REP. FED.,G8; CENTRALSA,18/08/2016, 87032369,2006,BMW,3 SERIES 325i,3000,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,18837.59,2260.51,;
ESTADOS UNIDOS,PUERTO BARRIOS,12/08/2016, 87032379,2006,BMW,X5 3.0I,3000,LIVIANO,CAMIONETA,OCASIONAL,GASOLINA,5,4,0,21001.23,2520.15,;;
ALEMANIA REP. FED.,EL CARMEN,20/08/2016, 87032379,2006,BMW,325i,3000,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,23319.13,2798.3,;;
ESTADOS UNIDOS,PUERTO BARRIOS,29/08/2016, 87032369,2013,BMW,X3 XDrive 28i,2000,LIVIANO,CAMIONETA,OCASIONAL,GASOLINA,5,4,0,76299.44,9155.93,;;
ALEMANIA REP. FED.,PUERTO BARRIOS,31/08/2016, 87032379,2006,BMW,3 SERIES 330I,3000,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,20695.77,2483.49,;;
ALEMANIA REP. FED.,EL CARMEN,21/08/2016, 87032379,2006,BMW,X3 3.0i 4X4,3000,LIVIANO,CAMIONETA,OCASIONAL,GASOLINA,5,4,0,37130.07,4455.61,;;
ALEMANIA REP. FED.,PUERTO BARRIOS,11/08/2016, 87032379,2006,BMW,325i,3000,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,19471.34,2336.56,;;
ALEMANIA REP. FED.,PUERTO BARRIOS,23/08/2016, 87032379,2007,BMW,328I,3000,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,24007.78,2880.93,;;
ALEMANIA REP. FED.,TECUN UMAN,03/09/2016, 87032379,2006,BMW,525I,3000,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,19069.97,2288.4,;;
ALEMANIA REP. FED.,PUERTO BARRIOS,22/08/2016, 87032379,2006,BMW,X3 3.0I AWD,3000,LIVIANO,CAMIONETA,OCASIONAL,GASOLINA,5,4,0,40171.48,4820.58,;;
ALEMANIA REP. FED.,PUERTO BARRIOS,22/08/2016, 87032379,2006,BMW,X3 3.0I 4X4,3000,LIVIANO,CAMIONETA,OCASIONAL,GASOLINA,5,4,0,17732.68,2127.92,;;
ALEMANIA REP. FED.,PUERTO BARRIOS,08/08/2016, 87032379,2000,BMW,323I,2500,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,10878.78,1305.45,;;
ALEMANIA REP. FED.,TECUN UMAN,31/08/2016, 87032379,2006,BMW,330i,3000,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,20907.26,2508.87,;;
ALEMANIA REP. FED.,G8; CENTRALSA,05/09/2016, 87032379,2004,BMW,325I,2500,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,11843.42,1421.21,;
ALEMANIA REP. FED.,EL CARMEN,18/08/2016, 87032379,2004,BMW,X3 3.0i 4WD,3000,LIVIANO,CAMIONETA,OCASIONAL,GASOLINA,5,4,0,20580.14,2469.62,;;
ESTADOS UNIDOS,EL CARMEN,03/09/2016, 87032379,2002,BMW,X5 3.0i 4X4,3000,LIVIANO,CAMIONETA,OCASIONAL,GASOLINA,5,4,0,14034.68,1684.16,;;
ALEMANIA REP. FED.,SANTO TOMAS DE CASTILLA,24/08/2016, 87032379,2006,BMW,530I,3000,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,20930.44,2511.65,;;
ALEMANIA REP. FED.,PUERTO BARRIOS,24/08/2016, 87032379,2006,BMW,3-SERIES  325i,3000,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,18733.42,2248.01,;;
ALEMANIA REP. FED.,PUERTO BARRIOS,25/08/2016, 87032379,2004,BMW,X3 2.5i,2500,LIVIANO,CAMIONETA,OCASIONAL,GASOLINA,5,4,0,18491.7,2219,;;
ALEMANIA REP. FED.,SANTO TOMAS DE CASTILLA,24/08/2016, 87032379,2009,BMW,328I,3000,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,21815.37,2617.84,;;
ESTADOS UNIDOS,PUERTO BARRIOS,15/08/2016, 87032379,2003,BMW,Z4 ROADSTER CONVERTIBLE 3,3000,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,2,2,0,21338.99,2560.68,;;
ALEMANIA REP. FED.,TECUN UMAN,26/08/2016, 87032379,2005,BMW,X3 3.0i AWD,3000,LIVIANO,CAMIONETA,OCASIONAL,GASOLINA,5,4,0,17660.55,2119.27,;;
ALEMANIA REP. FED.,EL CARMEN,27/08/2016, 87032379,2005,BMW,X3 3.0i 4WD,3000,LIVIANO,CAMIONETA,OCASIONAL,GASOLINA,5,4,0,33085.21,3970.23,;;
ALEMANIA REP. FED.,PUERTO BARRIOS,11/08/2016, 87032379,2002,BMW,325XI,2500,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,9743.19,1169.18,;;
ALEMANIA REP. FED.,PUERTO BARRIOS,24/08/2016, 87032369,2005,BMW,325I,2500,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,26272.12,3152.65,;;
ESTADOS UNIDOS,EL CARMEN,29/08/2016, 87032379,2005,BMW,3.0i X5 4X4,3000,LIVIANO,CAMIONETA,OCASIONAL,GASOLINA,5,4,0,26772.79,3212.73,;;
ALEMANIA REP. FED.,TECUN UMAN,05/09/2016, 87032369,2015,BMW,320I,2000,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,62907.89,7548.95,;;
ALEMANIA REP. FED.,EL CARMEN,28/08/2016, 87032379,2001,BMW,330i,3000,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,10144.62,1217.35,;;
ALEMANIA REP. FED.,TECUN UMAN,29/08/2016, 87032379,2011,BMW,328i SA SULEV,3000,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,28555.63,3426.68,;;
ALEMANIA REP. FED.,PUERTO BARRIOS,11/08/2016, 87032379,2001,BMW,X5 3.0i 4X4,3000,LIVIANO,CAMIONETA,OCASIONAL,GASOLINA,5,4,0,11985.25,1438.23,;;
ESTADOS UNIDOS,TECUN UMAN,11/08/2016, 87032379,2011,BMW,X6 XDRIVE35i AWD,3000,LIVIANO,CAMIONETA,OCASIONAL,GASOLINA,5,4,0,93429.31,11211.52,;;
ALEMANIA REP. FED.,PUERTO BARRIOS,03/09/2016, 87032379,2003,BMW,325I,2500,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,11798.03,1415.76,;;
ALEMANIA REP. FED.,PUERTO BARRIOS,03/09/2016, 87032379,2009,BMW,128I,3000,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,4,2,0,19462.23,2335.47,;;
ALEMANIA REP. FED.,EL CARMEN,12/08/2016, 87032379,2004,BMW,X3 4X4 2.5 i,2500,LIVIANO,CAMIONETA,OCASIONAL,GASOLINA,5,4,0,21751.81,2610.22,;;
ALEMANIA REP. FED.,EL CARMEN,15/08/2016, 87032379,2006,BMW,330i,3000,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,23440.61,2812.87,;;
