Pais_de_Proveniencia,Aduana de Ingreso, Fecha de la Poliza,Partida Arancelaria,Modelo del Vehiculo,Marca,Linea,Centimetros Cubicos,Distintivo,Tipo de Vehiculo,Tipo de Importador,Tipo Combustible,Asientos,Puertas,Tonelaje,Valor CIF,Impuesto,Impuesto;;
CANADA,TECUN UMAN,05/09/2016, 87032490,2002,ACURA,MDX 4X4,3500,LIVIANO,CAMIONETA,OCASIONAL,GASOLINA,5,4,0,26239.9,3148.79,;;
JAPON,EL CARMEN,04/09/2016, 87032369,2002,ACURA,RSX,2000,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,2,0,10334.6,1240.15,;;
JAPON,TECUN UMAN,09/08/2016, 87042199,2005,MITSUBISHI FUSO,FE84D FUSO FE145,4899,PESADO,CAMION,OCASIONAL,DIESEL,3,2,3.4,32560.7,3907.28,;;
JAPON,TECUN UMAN,08/08/2016, 87042290,2003,MITSUBISHI FUSO,FE640-SP,4900,PESADO,CAMION,OCASIONAL,DIESEL,3,2,6,43876.98,5265.24,;;
JAPON,TECUN UMAN,03/09/2016, 87042290,2008,MITSUBISHI FUSO,FM330,7545,PESADO,CAMION,OCASIONAL,DIESEL,3,2,10,77848.92,9341.87,;;
JAPON,EL CARMEN,09/08/2016, 87042290,1991,MITSUBISHI FUSO,FK455HD,6600,PESADO,CAMION FURGON ,OCASIONAL,DIESEL,2,2,10,36329.3,4359.52,;;
JAPON,EL CARMEN,15/08/2016, 87042199,2000,MITSUBISHI FUSO,FE649,3900,PESADO,CAMION,OCASIONAL,DIESEL,3,2,3.4,36177.96,4341.36,;;
JAPON,TECUN UMAN,26/08/2016, 87042290,1996,MITSUBISHI FUSO,FE649,3900,PESADO,CAMION,OCASIONAL,DIESEL,2,2,3.4,27518.13,3302.18,;;
JAPON,TECUN UMAN,12/08/2016, 87042290,1988,MITSUBISHI FUSO,FK415,5900,PESADO,CAMION,OCASIONAL,DIESEL,3,2,8,36177.96,4341.36,;;
JAPON,TECUN UMAN,17/08/2016, 87042169,1996,MITSUBISHI FUSO,FH211,5900,PESADO,CAMION,OCASIONAL,DIESEL,3,2,3.5,17402.09,2088.25,;;
JAPON,TECUN UMAN,12/08/2016, 87042169,2002,MITSUBISHI FUSO,FE,4900,PESADO,CAMION,OCASIONAL,DIESEL,5,4,3.5,54942.46,6593.1,;;
JAPON,TECUN UMAN,31/08/2016, 87042290,2000,MITSUBISHI FUSO,FH211,5900,PESADO,CAMION,OCASIONAL,DIESEL,2,2,10,53779.5,6453.54,;;
JAPON,EL CARMEN,30/08/2016, 87042199,2004,MITSUBISHI FUSO,FH,5800,PESADO,CAMION,OCASIONAL,DIESEL,3,2,3.4,43960.21,5275.23,;;
JAPON,TECUN UMAN,19/08/2016, 87042290,2008,MITSUBISHI FUSO,FK260,7500,PESADO,CAMION FURGON ,OCASIONAL,DIESEL,3,2,10,62585.54,7510.26,;;
JAPON,EL CARMEN,31/08/2016, 87042290,2001,MITSUBISHI FUSO,FE649,3900,PESADO,CAMION,OCASIONAL,DIESEL,2,2,6,40183.02,4821.96,;;
JAPON,TECUN UMAN,19/08/2016, 87041000,1999,MITSUBISHI FUSO,FG639,3900,PESADO,CAMION VOLTEO,OCASIONAL,DIESEL,3,2,5,36203.02,4344.36,;;
JAPON,TECUN UMAN,23/08/2016, 87042169,2012,MITSUBISHI FUSO,FE160,3000,PESADO,CAMION FURGON ,OCASIONAL,DIESEL,3,2,3.5,40126.1,4815.13,;;
JAPON,EL CARMEN,05/09/2016, 87042290,2000,MITSUBISHI FUSO,FH211,5861,PESADO,CAMION FURGON ,OCASIONAL,DIESEL,3,2,8,40113.86,4813.66,;;
MEXICO,EL CARMEN,24/08/2016, 87021080,2002,MCI,G4500,12700,PESADO,AUTOBUS,OCASIONAL,DIESEL,55,1,4,40186.22,4822.35,;;
MEXICO,EL CARMEN,24/08/2016, 87021080,2002,MCI,G4500,12700,PESADO,AUTOBUS,OCASIONAL,DIESEL,55,1,4,40186.22,4822.35,;;
MEXICO,EL CARMEN,05/09/2016, 87021080,2002,MCI,G4500,12700,PESADO,AUTOBUS,OCASIONAL,DIESEL,56,1,4,40113.86,4813.66,;;
ESTADOS UNIDOS,TECUN UMAN,24/08/2016, 87021080,1995,MCI,102-D3,12700,PESADO,BUS,OCASIONAL,DIESEL,47,1,5,47740.02,5728.8,;;
MEXICO,EL CARMEN,24/08/2016, 87021080,2002,MCI,G4500,12700,PESADO,AUTOBUS,OCASIONAL,DIESEL,55,1,4,40186.22,4822.35,;;
ESTADOS UNIDOS,TECUN UMAN,08/08/2016, 87021080,2004,MCI,102-D3,12700,PESADO,BUS,OCASIONAL,DIESEL,47,1,5,83455.62,10014.67,;;
ESTADOS UNIDOS,TECUN UMAN,30/08/2016, 87021080,1998,MCI,102-EL3,12700,PESADO,BUS,OCASIONAL,DIESEL,56,1,5,66620.11,7994.41,;;
MEXICO,EL CARMEN,24/08/2016, 87021080,2002,MCI,G4500,12700,PESADO,AUTOBUS,OCASIONAL,DIESEL,55,1,4,40186.22,4822.35,;;
ESTADOS UNIDOS,TECUN UMAN,30/08/2016, 87021080,2000,MCI,102-EL3,12700,PESADO,BUS,OCASIONAL,DIESEL,56,1,5,109779.66,13173.56,;;
MEXICO,EL CARMEN,24/08/2016, 87021080,2003,MCI,G4500,12700,PESADO,AUTOBUS,OCASIONAL,DIESEL,55,1,4,43963.12,5275.57,;;
MEXICO,EL CARMEN,30/08/2016, 87021080,2002,MCI,G4500,12700,PESADO,AUTOBUS,OCASIONAL,DIESEL,56,1,4,40183.56,4822.03,;;
MEXICO,EL CARMEN,24/08/2016, 87021080,2002,MCI,G4500,12700,PESADO,AUTOBUS,OCASIONAL,DIESEL,55,1,4,40186.22,4822.35,;;
INDIA,PUERTO QUETZAL,07/09/2016, 87042159,2017,MAHINDRA,Pik-Up SC 4x4,2200,LIVIANO,PICK UP,OCASIONAL,DIESEL,2,2,1,89340,10720.8,;;
INDIA,PUERTO QUETZAL,07/09/2016, 87042159,2017,MAHINDRA,Pik-Up DC 4x4,2200,LIVIANO,PICK UP,OCASIONAL,DIESEL,5,4,1,94427.21,11331.27,;;
INDIA,PUERTO QUETZAL,07/09/2016, 87042159,2017,MAHINDRA,Pik-Up DC 4x4,2200,LIVIANO,PICK UP,OCASIONAL,DIESEL,5,4,1,94427.21,11331.27,;;
INDIA,PUERTO QUETZAL,07/09/2016, 87042159,2017,MAHINDRA,Pik-Up DC 4x4,2200,LIVIANO,PICK UP,OCASIONAL,DIESEL,5,4,1,94427.21,11331.27,;;
INDIA,PUERTO QUETZAL,07/09/2016, 87042159,2017,MAHINDRA,Pik-Up DC 4x4,2200,LIVIANO,PICK UP,OCASIONAL,DIESEL,5,4,1,94427.21,11331.27,;;
ESTADOS UNIDOS,TECUN UMAN,25/08/2016, 87163900,1993,MONON,MA3-32-ST-53W,0,PESADO,FURGON,OCASIONAL,OTROS,0,2,20,28857.43,3462.89,;;
ESTADOS UNIDOS,TECUN UMAN,08/08/2016, 87163900,1995,MONON,MA3-32-ST-53W,0,PESADO,FURGON,OCASIONAL,OTROS,0,2,20,22013.88,5107.22,;;
ESTADOS UNIDOS,TECUN UMAN,09/08/2016, 87163900,1996,MONON,MA3-32-ST-53W,0,PESADO,FURGON,OCASIONAL,OTROS,0,2,20,25029.48,3003.54,;;
MEXICO,PUERTO BARRIOS,31/08/2016, 87032369,2015,NISSAN,SENTRA S,1800,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,26398.78,3167.85,;;
ESTADOS UNIDOS,G8; CENTRALSA,07/09/2016, 87032379,2005,NISSAN,ALTIMA S/SL,2500,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,9444.95,1133.39,;
JAPON,PUERTO BARRIOS,05/09/2016, 87032490,2005,NISSAN,MURANO SL AWD,3500,LIVIANO,CAMIONETA,OCASIONAL,GASOLINA,5,4,0,18699.7,2243.96,;;
MEXICO,SANTO TOMAS DE CASTILLA,31/08/2016, 87032369,2005,NISSAN,SENTRA,1800,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,10725.54,1287.06,;;
MEXICO,PUERTO BARRIOS,26/08/2016, 87032369,2005,NISSAN,SENTRA S,1800,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,6518.84,782.26,;;
ESTADOS UNIDOS,PUERTO BARRIOS,26/08/2016, 87043151,2005,NISSAN,FRONTIER LE CREW CAB 4X2,4000,LIVIANO,PICK UP,OCASIONAL,GASOLINA,5,4,1,43569.74,5228.37,;;
ESTADOS UNIDOS,EL CARMEN,14/08/2016, 87043151,1992,NISSAN,King Cab 2WD Standard,2400,LIVIANO,PICK UP,OCASIONAL,GASOLINA,4,2,1,21616.7,2594,;;
ESTADOS UNIDOS,TECUN UMAN,20/08/2016, 87043151,2012,NISSAN,FRONTIER SV KING CAB 2WD,2500,LIVIANO,PICK UP,OCASIONAL,GASOLINA,4,4,1,41131.94,4935.83,;;
MEXICO,PUERTO BARRIOS,30/08/2016, 87032369,2007,NISSAN,SENTRA 2.0 S,2000,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,10061,1207.32,;;
JAPON,EL CARMEN,28/08/2016, 87043151,1987,NISSAN,KING CAB 4X4 SE,3000,LIVIANO,PICK UP,OCASIONAL,GASOLINA,2,2,1,23265.4,2791.85,;;
JAPON,EL CARMEN,29/08/2016, 87032379,2010,NISSAN,ROGUE SL 4X2,2500,LIVIANO,CAMIONETA,OCASIONAL,GASOLINA,5,4,0,22472.26,2696.67,;;
ESTADOS UNIDOS,G8; CENTRALSA,25/08/2016, 87042151,1999,NISSAN,FRONTIER SE / XE,2400,LIVIANO,PICK UP,OCASIONAL,GASOLINA,3,2,0,8960.49,1075.26,;
MEXICO,EL CARMEN,02/09/2016, 87032369,2009,NISSAN,VERSA 1.8 S,1800,LIVIANO,CAMIONETILLA,OCASIONAL,GASOLINA,5,5,0,13714.08,1645.69,;;
MEXICO,G8; CENTRALSA,18/08/2016, 87032369,2006,NISSAN,SENTRA,1800,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,9138.29,1096.59,;
MEXICO,G8; CENTRALSA,11/08/2016, 87032379,2009,NISSAN,VERSA S,1800,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,15059.33,1807.12,;
MEXICO,PUERTO BARRIOS,05/09/2016, 87032369,2005,NISSAN,SENTRA 1.8,1800,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,7110.41,853.25,;;
ESTADOS UNIDOS,EL CARMEN,04/09/2016, 87043151,1992,NISSAN,KING CAB 4X2,2400,LIVIANO,PICK UP,OCASIONAL,GASOLINA,4,2,1,19462.23,2335.47,;;
MEXICO,G8; CENTRALSA,26/08/2016, 87032369,2011,NISSAN,VERSA,1800,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,22949.96,2754,;
MEXICO,PUERTO BARRIOS,30/08/2016, 87032369,2004,NISSAN,SENTRA 1.8 S,1800,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,23460.55,2815.27,;;
ESTADOS UNIDOS,PUERTO BARRIOS,24/08/2016, 87032480,2005,NISSAN,QUEST 3.5 SE LIMITED EDIT,3500,LIVIANO,MICROBUS,OCASIONAL,GASOLINA,7,4,0,19904.26,2388.51,;;
MEXICO,PUERTO BARRIOS,30/08/2016, 87032369,2008,NISSAN,VERSA SL,1800,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,10612.39,1273.49,;;
ESTADOS UNIDOS,PUERTO BARRIOS,02/09/2016, 87043151,2001,NISSAN,FRONTIER XE 4X2 KING CAB,2400,LIVIANO,PICK UP,OCASIONAL,GASOLINA,4,2,1,15939.42,1912.73,;;
ESTADOS UNIDOS,PUERTO BARRIOS,26/08/2016, 87043151,2002,NISSAN,FRONTIER XE K/C 4X2,2400,LIVIANO,PICK UP,OCASIONAL,GASOLINA,4,2,1,12901.72,1548.21,;;
MEXICO,PUERTO BARRIOS,31/08/2016, 87032369,2014,NISSAN,VERSA NOTE SV,1600,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,18074.81,2168.98,;;
MEXICO,PUERTO BARRIOS,02/09/2016, 87032369,2007,NISSAN,VERSA S,1800,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,12673.08,1520.77,;;
ESTADOS UNIDOS,EXPRESS AEREO,06/09/2016, 87043151,2003,NISSAN,FRONTIER C/CAB 4WD SC-V6,3300,LIVIANO,PICK UP,OCASIONAL,GASOLINA,5,4,1,27246.05,3269.53,;;
ESTADOS UNIDOS,EL CARMEN,30/08/2016, 87043151,2002,NISSAN,FRONTIER XE CREW CAB 2WD,3300,LIVIANO,PICK UP,OCASIONAL,GASOLINA,5,4,1,27040.81,3244.9,;;
MEXICO,PUERTO BARRIOS,25/08/2016, 87032369,2008,NISSAN,SENTRA 2.0,2000,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,8963.71,1075.65,;;
ESTADOS UNIDOS,TECUN UMAN,03/09/2016, 87032379,2002,NISSAN,ALTIMA 2.5S,2500,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,14181.78,1701.81,;;
ESTADOS UNIDOS,TECUN UMAN,03/09/2016, 87043151,2005,NISSAN,FRONTIER LE KING CAB 4X4,4000,LIVIANO,PICK UP,OCASIONAL,GASOLINA,5,4,1,11013.51,1321.62,;;
ESTADOS UNIDOS,PUERTO BARRIOS,25/08/2016, 87032490,2010,NISSAN,PATHFINDER SE 4X2,4000,LIVIANO,CAMIONETA,OCASIONAL,GASOLINA,7,4,0,34032.12,4083.85,;;
ESTADOS UNIDOS,TECUN UMAN,25/08/2016, 87032480,2004,NISSAN,QUEST 3.5 SE,3500,LIVIANO,MICROBUS,OCASIONAL,GASOLINA,7,4,0,30949.97,3714,;;
ESTADOS UNIDOS,EL CARMEN,14/08/2016, 87032490,2005,NISSAN,XTERRA 4X2 OFFROAD,4000,LIVIANO,CAMIONETA,OCASIONAL,GASOLINA,5,4,0,29122.5,3494.7,;;
MEXICO,SANTO TOMAS DE CASTILLA,20/08/2016, 87032369,2009,NISSAN,VERSA,1600,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,18655.3,2238.64,;;
ESTADOS UNIDOS,TECUN UMAN,15/08/2016, 87043151,1995,NISSAN,STD 4X2,2400,LIVIANO,PICK UP,OCASIONAL,GASOLINA,3,2,1,20115.54,2413.86,;;
ESTADOS UNIDOS,TECUN UMAN,15/08/2016, 87043151,2003,NISSAN,FRONTIER C/CAB 4WD SC-V6,3300,LIVIANO,PICK UP,OCASIONAL,GASOLINA,5,2,1,27246.05,3269.53,;;
ESTADOS UNIDOS,PUERTO BARRIOS,19/08/2016, 87043151,2001,NISSAN,FRONTIER SE V6 CREW CAB 4WD,3300,LIVIANO,PICK UP,OCASIONAL,GASOLINA,5,4,1,26889.38,3226.73,;;
MEXICO,G8; CENTRALSA,24/08/2016, 87032369,2011,NISSAN,VERSA,1800,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,13636.47,1636.38,;
ESTADOS UNIDOS,TECUN UMAN,29/08/2016, 87032490,2000,NISSAN,XTERRA SE 4X2,3300,LIVIANO,CAMIONETA,OCASIONAL,GASOLINA,5,4,0,15713.15,1885.58,;;
ESTADOS UNIDOS,SANTO TOMAS DE CASTILLA,29/08/2016, 87032490,2002,NISSAN,XTERRA 4WD,3300,LIVIANO,CAMIONETA,OCASIONAL,GASOLINA,5,4,0,13673.46,1640.82,;;
ESTADOS UNIDOS,TECUN UMAN,29/08/2016, 87032379,2016,NISSAN,ROGUE SV AWD,2500,LIVIANO,CAMIONETA,OCASIONAL,GASOLINA,5,4,0,41156.37,4938.76,;;
MEXICO,TECUN UMAN,23/08/2016, 87032369,2006,NISSAN,SENTRA 1.8 S,1800,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,9374.6,1124.95,;;
ESTADOS UNIDOS,G8; CENTRALSA,24/08/2016, 87042151,1997,NISSAN,EXTENDED CAB PICKUP,2400,LIVIANO,PICK UP,OCASIONAL,GASOLINA,4,2,0,14201.14,1704.14,;
MEXICO,PUERTO BARRIOS,12/08/2016, 87032369,2009,NISSAN,VERSA,1800,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,19717.74,2366.13,;;
ESTADOS UNIDOS,TECUN UMAN,17/08/2016, 87043151,1990,NISSAN,4X2,2400,LIVIANO,PICK UP,OCASIONAL,GASOLINA,3,2,1,11763.21,1411.59,;;
ESTADOS UNIDOS,EL CARMEN,20/08/2016, 87043151,2001,NISSAN,FRONTIER K/C 4X2 XE,2400,LIVIANO,PICK UP,OCASIONAL,GASOLINA,4,2,1,21799.63,2615.96,;;
ESTADOS UNIDOS,TECUN UMAN,11/08/2016, 87043151,2001,NISSAN,FRONTIER KING CAB XE 4X2,2400,LIVIANO,PICK UP,OCASIONAL,GASOLINA,4,2,1,24677.74,2961.33,;;
ESTADOS UNIDOS,EL CARMEN,23/08/2016, 87043151,1993,NISSAN,4X2 STANDARD,2400,LIVIANO,PICK UP,OCASIONAL,GASOLINA,2,2,1,17951.15,2154.14,;;
ESTADOS UNIDOS,PUERTO BARRIOS,12/08/2016, 87043151,1997,NISSAN,4X2,2400,LIVIANO,PICK UP,OCASIONAL,GASOLINA,3,2,1,9892.64,1187.12,;;
ESTADOS UNIDOS,PUERTO BARRIOS,18/08/2016, 87032470,2002,NISSAN,XTERRA SE 4X4,3300,LIVIANO,CAMIONETA,OCASIONAL,GASOLINA,5,4,0,15923.32,1910.8,;;
MEXICO,PUERTO BARRIOS,09/08/2016, 87032369,2009,NISSAN,VERSA S,1800,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,5,0,9841.17,1180.94,;;
MEXICO,EL CARMEN,25/08/2016, 87032369,2010,NISSAN,VERSA SL,1800,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,19490.09,2338.81,;;
MEXICO,PUERTO BARRIOS,29/08/2016, 87032369,2014,NISSAN,SENTRA SV,1800,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,23743.48,2849.22,;;
MEXICO,EL CARMEN,31/08/2016, 87032369,2007,NISSAN,VERSA SL,1800,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,12298.56,1475.83,;;
MEXICO,PUERTO BARRIOS,30/08/2016, 87032369,2014,NISSAN,SENTRA,1800,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,20083.67,2410.04,;;
MEXICO,TECUN UMAN,15/08/2016, 87032369,2011,NISSAN,VERSA,1800,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,16235.05,1948.21,;;
MEXICO,PUERTO BARRIOS,18/08/2016, 87032369,2014,NISSAN,VERSA NOTE S,1600,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,24207.95,2904.95,;;
JAPON,PUERTO BARRIOS,02/09/2016, 87032490,2005,NISSAN,MURANO SL 4X2,3500,LIVIANO,CAMIONETA,OCASIONAL,GASOLINA,5,4,0,13487.78,1618.53,;;
MEXICO,SANTO TOMAS DE CASTILLA,10/08/2016, 87032369,2012,NISSAN,SENTRA,2000,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,21465.95,2575.91,;;
ESTADOS UNIDOS,EL CARMEN,05/09/2016, 87032379,2003,NISSAN,ALTIMA 2.5,2500,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,20207.74,2424.93,;;
MEXICO,PUERTO BARRIOS,01/09/2016, 87032369,2009,NISSAN,VERSA S,1800,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,16682.41,2001.89,;;
MEXICO,TECUN UMAN,23/08/2016, 87032369,2010,NISSAN,VERSA,1800,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,12085.33,1450.24,;;
ESTADOS UNIDOS,EL CARMEN,17/08/2016, 87043151,2000,NISSAN,FRONTIER CREW CAB 4X4 SE,3300,LIVIANO,PICK UP,OCASIONAL,GASOLINA,5,4,1,25353.04,3042.36,;;
MEXICO,PUERTO BARRIOS,17/08/2016, 87032369,2001,NISSAN,SENTRA GXE,1800,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,13914.17,1669.7,;;
MEXICO,PUERTO BARRIOS,23/08/2016, 87032369,2014,NISSAN,SENTRA SR,1800,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,40955.78,4914.69,;;
MEXICO,EL CARMEN,18/08/2016, 87032369,2013,NISSAN,VERSA S 1.6,1600,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,18011.38,2161.37,;;
ESTADOS UNIDOS,TECUN UMAN,18/08/2016, 87032490,2004,NISSAN,XTERRA 4X4,3300,LIVIANO,CAMIONETA,OCASIONAL,GASOLINA,5,4,0,23884.98,2866.2,;;
ESTADOS UNIDOS,TECUN UMAN,18/08/2016, 87032490,2001,NISSAN,QUEST,3300,LIVIANO,MICROBUS,OCASIONAL,GASOLINA,7,4,0,14120.68,1694.48,;;
MEXICO,SANTO TOMAS DE CASTILLA,24/08/2016, 87032369,2011,NISSAN,VERSA S,1800,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,14465.53,1735.86,;;
ESTADOS UNIDOS,EL CARMEN,25/08/2016, 87043151,1994,NISSAN,KING CAB 4X2 XE,2400,LIVIANO,PICK UP,OCASIONAL,GASOLINA,4,2,1,20245.52,2429.46,;;
ESTADOS UNIDOS,EL CARMEN,12/08/2016, 87032490,2007,NISSAN,PATHFINDER LE 4X2,4000,LIVIANO,CAMIONETA,OCASIONAL,GASOLINA,7,4,0,29873.08,3584.77,;;
MEXICO,SANTO TOMAS DE CASTILLA,03/09/2016, 87032369,2014,NISSAN,VERSA NOTE,1600,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,13578.3,1629.4,;;
MEXICO,PUERTO BARRIOS,11/08/2016, 87032369,2009,NISSAN,VERSA,1600,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,11910.02,1429.2,;;
ESTADOS UNIDOS,SANTO TOMAS DE CASTILLA,11/08/2016, 87043151,2000,NISSAN,FRONTIER 4X2 K/C,2400,LIVIANO,PICK UP,OCASIONAL,GASOLINA,5,2,1,15122.64,1814.72,;;
MEXICO,G8; CENTRALSA,23/08/2016, 87032269,2012,NISSAN,VERSA,1800,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,17624.75,2114.97,;
ESTADOS UNIDOS,TECUN UMAN,29/08/2016, 87043151,1994,NISSAN,XE 4X2,2400,LIVIANO,PICK UP,OCASIONAL,GASOLINA,3,2,1,20245.79,2429.49,;;
ESTADOS UNIDOS,TECUN UMAN,30/08/2016, 87032379,2002,NISSAN,XTERRA 4X2,2400,LIVIANO,CAMIONETA,OCASIONAL,GASOLINA,5,4,0,17221.52,2066.58,;;
MEXICO,PUERTO BARRIOS,06/09/2016, 87032369,2006,NISSAN,SENTRA 1.8,1800,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,7125.49,855.06,;;
MEXICO,PUERTO BARRIOS,30/08/2016, 87032369,2008,NISSAN,SENTRA,2000,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,16979.82,2037.58,;;
ESTADOS UNIDOS,SANTO TOMAS DE CASTILLA,30/08/2016, 87043151,2000,NISSAN,FRONTIER XE 4X2 K/C,2400,LIVIANO,PICK UP,OCASIONAL,GASOLINA,4,2,1,16428.43,1971.41,;;
MEXICO,G8; CENTRALSA,01/09/2016, 87032369,2014,NISSAN,VERSA NOTE SV,1600,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,21474.03,2576.88,;
MEXICO,G8; CENTRALSA,05/09/2016, 87032369,2008,NISSAN,VERSA,1800,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,12771.15,1532.54,;
JAPON,EL CARMEN,05/09/2016, 87032379,1995,NISSAN,PATHFINDER XE 4X2,3000,LIVIANO,CAMIONETA,OCASIONAL,GASOLINA,5,4,0,15683.62,1882.03,;;
JAPON,EL CARMEN,13/08/2016, 87032490,2010,NISSAN,MURANO SL 4X2,3500,LIVIANO,CAMIONETA,OCASIONAL,GASOLINA,5,4,0,32132.33,3855.88,;;
ESTADOS UNIDOS,TECUN UMAN,13/08/2016, 87043151,2008,NISSAN,FRONTIER SE KING CAB 2WD,2500,LIVIANO,PICK UP,OCASIONAL,GASOLINA,4,2,1,41131.78,4935.81,;;
ESTADOS UNIDOS,PUERTO BARRIOS,12/08/2016, 87032470,2005,NISSAN,XTERRA 4WD,4000,LIVIANO,CAMIONETA,OCASIONAL,GASOLINA,5,4,0,11887.45,1426.49,;;
ESTADOS UNIDOS,EL CARMEN,14/08/2016, 87043151,1998,NISSAN,FRONTIER KING CAB 4X4 XE,2400,LIVIANO,PICK UP,OCASIONAL,GASOLINA,4,2,1,22367.28,2684.07,;;
MEXICO,PUERTO BARRIOS,31/08/2016, 87032369,2005,NISSAN,SENTRA 1.8S,1800,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,10121.29,1214.55,;;
ESTADOS UNIDOS,EL CARMEN,20/08/2016, 87032379,2004,NISSAN,XTERRA 4X2 XE,2400,LIVIANO,CAMIONETA,OCASIONAL,GASOLINA,5,4,0,25425.37,3051.04,;;
MEXICO,TECUN UMAN,25/08/2016, 87032369,2009,NISSAN,VERSA S,1800,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,12086.08,1450.33,;;
MEXICO,PUERTO BARRIOS,13/08/2016, 87032369,2004,NISSAN,SENTRA 1.8,1800,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,12759.86,1531.18,;;
ESTADOS UNIDOS,PUERTO BARRIOS,29/08/2016, 87043151,2000,NISSAN,FRONTIER XE KING CAB 2WD,2400,LIVIANO,PICK UP,OCASIONAL,GASOLINA,5,2,1,21530.04,2583.6,;;
JAPON,G8; CENTRALSA,01/09/2016, 87032379,2010,NISSAN,ROGUE S 2WD,2500,LIVIANO,CAMIONETA,OCASIONAL,GASOLINA,5,4,0,26836.52,3220.38,;
ESTADOS UNIDOS,SANTO TOMAS DE CASTILLA,05/09/2016, 87032490,2006,NISSAN,PATHFINDER SE 2WD,4000,LIVIANO,CAMIONETA,OCASIONAL,GASOLINA,7,4,0,27393.55,3287.23,;;
ESTADOS UNIDOS,EL CARMEN,29/08/2016, 87032369,1993,NISSAN,SENTRA GXE,1600,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,15713.15,1885.58,;;
ESTADOS UNIDOS,G8; CENTRALSA,30/08/2016, 87043159,2000,NISSAN,FRONTIER XE,2400,LIVIANO,PICK UP,OCASIONAL,GASOLINA,4,2,1,20230.68,2427.68,;
ESTADOS UNIDOS,TECUN UMAN,29/08/2016, 87043151,2015,NISSAN,FRONTIER SV KING CAB 2WD,2500,LIVIANO,PICK UP,OCASIONAL,GASOLINA,4,4,1,52525.74,6303.09,;;
ESTADOS UNIDOS,PUERTO BARRIOS,12/08/2016, 87043151,1999,NISSAN,FRONTIER SE V6 KING CAB,3300,LIVIANO,PICK UP,OCASIONAL,GASOLINA,4,2,1,21668.26,2600.19,;;
