"CANADA,PUERTO QUETZAL,28/06/2018, 8703236900,2009,HONDA,CIVIC DX,1800,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,10703.76,1284.45,",
"JAPON,PUERTO QUETZAL,28/06/2018, 8703226900,2008,TOYOTA,YARIS,1500,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,13598.43,1631.81,",
"JAPON,PUERTO BARRIOS,27/06/2018, 8703237900,2006,TOYOTA,RAV4 2WD,2400,LIVIANO,CAMIONETA,OCASIONAL,GASOLINA,5,4,0,26385.65,3166.28,",
"JAPON,TECUN UMAN,09/06/2018, 8704315100,1988,TOYOTA,XTRACAB 4WD,3000,LIVIANO,PICK UP,OCASIONAL,GASOLINA,3,2,1,17059.87,2047.18,",
"JAPON,TECUN UMAN,11/06/2018, 8704315100,1985,TOYOTA,SR5 REGULAR CAB 4X4,2400,LIVIANO,PICK UP,OCASIONAL,GASOLINA,2,2,1,14066.91,1688.03,",
"BRASIL,TECUN UMAN,21/06/2018, 8711209000,2009,HONDA,CRF230F,230,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,14166.29,1699.95,",
"REINO UNIDO,TECUN UMAN,25/06/2018, 8703237900,2005,HONDA,CR-V LX 2WD,2400,LIVIANO,CAMIONETA,OCASIONAL,GASOLINA,5,4,0,23815.66,2857.88,",
"JAPON,EL CARMEN,26/06/2018, 8703249000,2002,MITSUBISHI,MONTERO SPORT LIMITED 2WD,3500,LIVIANO,CAMIONETA,OCASIONAL,GASOLINA,5,4,0,9309.08,1117.09,",
"JAPON,SANTO TOMAS DE CASTILLA,26/06/2018, 8703236900,2014,MAZDA,MAZDA3 I,2000,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,19731.42,2367.77,",
"JAPON,EL CARMEN,16/06/2018, 8703237900,2007,HONDA,CR-V 4X2 EX-L,2400,LIVIANO,CAMIONETA,OCASIONAL,GASOLINA,5,4,0,24760.79,2971.29,",
"CANADA,TECUN UMAN,16/06/2018, 8703237900,2011,TOYOTA,RAV4 2WD,2500,LIVIANO,CAMIONETA,OCASIONAL,GASOLINA,5,4,0,41704.35,5004.52,",
"REINO UNIDO,TECUN UMAN,16/06/2018, 8703237900,2003,HONDA,CR-V EX 4WD,2400,LIVIANO,CAMIONETA,OCASIONAL,GASOLINA,5,4,0,17115.61,2053.87,",
"JAPON,EL CARMEN,16/06/2018, 8703247000,2005,TOYOTA,4RUNNER 4WD SR5,4000,LIVIANO,CAMIONETA,OCASIONAL,GASOLINA,5,4,0,40245.63,4829.48,",
"ESTADOS UNIDOS,EL CARMEN,17/06/2018, 8704315100,1999,TOYOTA,TACOMA XTRA CAB 4X4,3400,LIVIANO,PICK UP,OCASIONAL,GASOLINA,4,2,1,24596.21,2951.55,",
"JAPON,TECUN UMAN,16/06/2018, 8704315100,1989,TOYOTA,DLX XTRA CAB 4X4,2400,LIVIANO,PICK UP,OCASIONAL,GASOLINA,4,2,1,16307.71,1956.93,",
"CANADA,EL CARMEN,17/06/2018, 8703236900,2016,TOYOTA,Corolla S,1800,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,42489.81,5098.78,",
"ESTADOS UNIDOS,EL CARMEN,17/06/2018, 8704315100,2006,FORD,RANGER 4X2 XLT,3000,LIVIANO,PICK UP,OCASIONAL,GASOLINA,2,2,1,41575.9,4989.11,",
"ESTADOS UNIDOS,EL CARMEN,18/06/2018, 8704315100,1996,TOYOTA,TACOMA XTRA CAB 4X4,2700,LIVIANO,PICK UP,OCASIONAL,GASOLINA,4,2,1,33739.57,4048.75,",
"CANADA,EL CARMEN,18/06/2018, 8703236900,2005,TOYOTA,COROLLA XRS,1800,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,24889.64,2986.76,",
"JAPON,EL CARMEN,18/06/2018, 8703237900,2012,MAZDA,MAZDA5,2500,LIVIANO,MICROBUS,OCASIONAL,GASOLINA,7,4,0,27558.05,3306.97,",
"ESTADOS UNIDOS,EL CARMEN,18/06/2018, 8703236900,2006,HONDA,CIVIC LX,1800,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,23794.35,2855.32,",
"CANADA,PUERTO BARRIOS,18/06/2018, 8703236900,2012,HONDA,CIVIC EX,1800,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,2,0,22731.84,2727.82,",
"MEXICO,EL CARMEN,18/06/2018, 8703236900,2016,NISSAN,VERSA,1600,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,27745.11,3329.41,",
"JAPON,TECUN UMAN,18/06/2018, 8704315100,1991,TOYOTA,DLX XTRACAB 4X2,2400,LIVIANO,PICK UP,OCASIONAL,GASOLINA,4,2,1,15937.73,1912.53,",
"ESTADOS UNIDOS,EL CARMEN,18/06/2018, 8703236900,2014,MITSUBISHI,OUTLANDER SPORT 4X2 ES,2000,LIVIANO,CAMIONETA,OCASIONAL,GASOLINA,5,4,0,41228.58,4947.43,",
"CANADA,EL CARMEN,18/06/2018, 8703249000,2000,HONDA,ODYSSEY EX,3500,LIVIANO,MICROBUS,OCASIONAL,GASOLINA,7,4,0,11657.74,1398.93,",
"JAPON,SANTO TOMAS DE CASTILLA,18/06/2018, 8703247000,2001,TOYOTA,4RUNNER SR5 4WD,3400,LIVIANO,CAMIONETA,OCASIONAL,GASOLINA,5,4,0,15546.32,1865.56,",
"ESTADOS UNIDOS,EL CARMEN,18/06/2018, 8703236900,2004,TOYOTA,COROLLA CE,1800,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,23250.6,2790.07,",
"TAILANDIA,G1"," INTEGRADA,19/06/2018, 8703225900,2015,MITSUBISHI,MIRAGE DE,1200,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,14950.04,1794,"
"JAPON,EL CARMEN,18/06/2018, 8703226900,2012,MAZDA,MAZDA2,1500,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,14351.44,1722.17,",
"ESTADOS UNIDOS,TECUN UMAN,11/06/2018, 8701200000,1994,INTERNATIONAL,8100,10000,PESADO,CABEZAL,OCASIONAL,DIESEL,2,2,15,32323.97,3878.88,",
"JAPON,TECUN UMAN,11/06/2018, 8703226900,2008,TOYOTA,YARIS,1500,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,19177.39,2301.29,",
"ESTADOS UNIDOS,EL CARMEN,26/06/2018, 8704315100,1996,TOYOTA,TACOMA LX X/C 4X2,2400,LIVIANO,PICK UP,OCASIONAL,GASOLINA,4,2,1,22297.55,2675.71,",
"CHINA,PUERTO QUETZAL,26/06/2018, 8711209000,2018,ITALIKA,AT110,110,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,268714.89,32245.79,",
"CHINA,PUERTO QUETZAL,26/06/2018, 8711209000,2018,ITALIKA,AT110,110,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,268714.89,32245.79,",
"CHINA,PUERTO QUETZAL,26/06/2018, 8711209000,2018,ITALIKA,AT110,110,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,268714.89,32245.79,",
"CHINA,PUERTO QUETZAL,26/06/2018, 8711209000,2018,ITALIKA,AT110,110,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,268714.89,32245.79,",
"CHINA,PUERTO QUETZAL,26/06/2018, 8711209000,2018,ITALIKA,AT110,110,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,268714.89,32245.79,",
"CHINA,PUERTO QUETZAL,26/06/2018, 8711209000,2018,ITALIKA,AT110,110,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,268714.89,32245.79,",
"CHINA,PUERTO QUETZAL,26/06/2018, 8711209000,2018,ITALIKA,AT110,110,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,268714.89,32245.79,",
"CHINA,PUERTO QUETZAL,26/06/2018, 8711209000,2018,ITALIKA,AT110,110,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,268714.89,32245.79,",
"CHINA,PUERTO QUETZAL,26/06/2018, 8711209000,2018,ITALIKA,AT110,110,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,268714.89,32245.79,",
"CHINA,PUERTO QUETZAL,26/06/2018, 8711209000,2018,ITALIKA,AT110,110,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,268714.89,32245.79,",
"CHINA,PUERTO QUETZAL,26/06/2018, 8711209000,2018,ITALIKA,AT110,110,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,268714.89,32245.79,",
"CHINA,PUERTO QUETZAL,26/06/2018, 8711209000,2018,ITALIKA,AT110,110,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,268714.89,32245.79,",
"CHINA,PUERTO QUETZAL,26/06/2018, 8711209000,2018,ITALIKA,AT110,110,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,268714.89,32245.79,",
"CHINA,PUERTO QUETZAL,26/06/2018, 8711209000,2018,ITALIKA,AT110,110,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,268714.89,32245.79,",
"CHINA,PUERTO QUETZAL,26/06/2018, 8711209000,2018,ITALIKA,AT110,110,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,268714.89,32245.79,",
"CHINA,PUERTO QUETZAL,26/06/2018, 8711209000,2018,ITALIKA,AT110,110,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,268714.89,32245.79,",
"CHINA,PUERTO QUETZAL,26/06/2018, 8711209000,2018,ITALIKA,AT110,110,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,268714.89,32245.79,",
"CHINA,PUERTO QUETZAL,26/06/2018, 8711209000,2018,ITALIKA,AT110,110,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,268714.89,32245.79,",
"CHINA,PUERTO QUETZAL,26/06/2018, 8711209000,2018,ITALIKA,AT110,110,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,268714.89,32245.79,",
"CHINA,PUERTO QUETZAL,26/06/2018, 8711209000,2018,ITALIKA,AT110,110,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,268714.89,32245.79,",
"CHINA,PUERTO QUETZAL,26/06/2018, 8711209000,2018,ITALIKA,AT110,110,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,268714.89,32245.79,",
"CHINA,PUERTO QUETZAL,26/06/2018, 8711209000,2018,ITALIKA,AT110,110,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,268714.89,32245.79,",
"CHINA,PUERTO QUETZAL,26/06/2018, 8711209000,2018,ITALIKA,AT110,110,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,268714.89,32245.79,",
"CHINA,PUERTO QUETZAL,26/06/2018, 8711209000,2018,ITALIKA,AT110,110,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,268714.89,32245.79,",
"CHINA,PUERTO QUETZAL,26/06/2018, 8711209000,2018,ITALIKA,AT110,110,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,268714.89,32245.79,",
"CHINA,PUERTO QUETZAL,26/06/2018, 8711209000,2018,ITALIKA,AT110,110,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,268714.89,32245.79,",
"CHINA,PUERTO QUETZAL,26/06/2018, 8711209000,2018,ITALIKA,AT110,110,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,268714.89,32245.79,",
"CHINA,PUERTO QUETZAL,26/06/2018, 8711209000,2018,ITALIKA,AT110,110,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,268714.89,32245.79,",
"CHINA,PUERTO QUETZAL,26/06/2018, 8711209000,2018,ITALIKA,AT110,110,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,268714.89,32245.79,",
"CHINA,PUERTO QUETZAL,26/06/2018, 8711209000,2018,ITALIKA,AT110,110,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,268714.89,32245.79,",
"CHINA,PUERTO QUETZAL,26/06/2018, 8711209000,2018,ITALIKA,AT110,110,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,268714.89,32245.79,",
"CHINA,PUERTO QUETZAL,26/06/2018, 8711209000,2018,ITALIKA,AT110,110,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,268714.89,32245.79,",
"CHINA,PUERTO QUETZAL,26/06/2018, 8711209000,2018,ITALIKA,AT110,110,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,268714.89,32245.79,",
"CHINA,PUERTO QUETZAL,26/06/2018, 8711209000,2018,ITALIKA,AT110,110,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,268714.89,32245.79,",
"CHINA,PUERTO QUETZAL,26/06/2018, 8711209000,2018,ITALIKA,AT110,110,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,268714.89,32245.79,",
"CHINA,PUERTO QUETZAL,26/06/2018, 8711209000,2018,ITALIKA,AT110,110,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,268714.89,32245.79,",
"CHINA,PUERTO QUETZAL,26/06/2018, 8711209000,2018,ITALIKA,AT110,110,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,268714.89,32245.79,",
"CHINA,PUERTO QUETZAL,26/06/2018, 8711209000,2018,ITALIKA,AT110,110,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,268714.89,32245.79,",
"CHINA,PUERTO QUETZAL,26/06/2018, 8711209000,2018,ITALIKA,AT110,110,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,268714.89,32245.79,",
"CHINA,PUERTO QUETZAL,26/06/2018, 8711209000,2018,ITALIKA,AT110,110,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,268714.89,32245.79,",
"CHINA,PUERTO QUETZAL,26/06/2018, 8711209000,2018,ITALIKA,AT110,110,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,268714.89,32245.79,",
"CHINA,PUERTO QUETZAL,26/06/2018, 8711209000,2018,ITALIKA,AT110,110,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,268714.89,32245.79,",
"JAPON,TECUN UMAN,19/06/2018, 8703226900,2013,HONDA,FIT,1500,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,17456.67,2094.8,",
"ESTADOS UNIDOS,TECUN UMAN,18/06/2018, 8704315100,1993,TOYOTA,REGULAR CAB 4X2,2400,LIVIANO,PICK UP,OCASIONAL,GASOLINA,3,2,1,14815.35,1777.84,",
"ESTADOS UNIDOS,TECUN UMAN,18/06/2018, 8704229000,2006,FREIGHTLINER,ARGOSY,12700,PESADO,CAMION,OCASIONAL,DIESEL,2,2,20,77219.4,9266.33,",
"MEXICO,SANTO TOMAS DE CASTILLA,18/06/2018, 8703236900,2007,NISSAN,VERSA,1800,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,11294.98,1355.4,",
"JAPON,EL CARMEN,24/06/2018, 8704315100,1994,TOYOTA,DLX XTRACAB 4X2,2400,LIVIANO,PICK UP,OCASIONAL,GASOLINA,4,2,1,21403.27,2568.39,",
"INDIA,PUERTO QUETZAL,26/06/2018, 8711209000,2019,BAJAJ,PULSAR 180 UG4,179,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,1887574.97,226509,",
"INDIA,PUERTO QUETZAL,26/06/2018, 8711209000,2019,BAJAJ,PULSAR 180 UG4,179,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,1887574.97,226509,",
"INDIA,PUERTO QUETZAL,26/06/2018, 8711209000,2019,BAJAJ,PULSAR 180 UG4,179,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,1887574.97,226509,",
"INDIA,PUERTO QUETZAL,26/06/2018, 8711209000,2019,BAJAJ,PULSAR 180 UG4,179,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,1887574.97,226509,",
"INDIA,PUERTO QUETZAL,26/06/2018, 8711209000,2019,BAJAJ,PULSAR 180 UG4,179,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,1887574.97,226509,",
"INDIA,PUERTO QUETZAL,26/06/2018, 8711209000,2019,BAJAJ,PULSAR 180 UG4,179,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,1887574.97,226509,",
"INDIA,PUERTO QUETZAL,26/06/2018, 8711209000,2019,BAJAJ,PULSAR 180 UG4,179,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,1887574.97,226509,",
"INDIA,PUERTO QUETZAL,26/06/2018, 8711209000,2019,BAJAJ,PULSAR 180 UG4,179,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,1887574.97,226509,",
"INDIA,PUERTO QUETZAL,26/06/2018, 8711209000,2019,BAJAJ,PULSAR 180 UG4,179,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,1887574.97,226509,",
"INDIA,PUERTO QUETZAL,26/06/2018, 8711209000,2019,BAJAJ,PULSAR 180 UG4,179,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,1887574.97,226509,",
"INDIA,PUERTO QUETZAL,26/06/2018, 8711209000,2019,BAJAJ,PULSAR 180 UG4,179,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,1887574.97,226509,",
"INDIA,PUERTO QUETZAL,26/06/2018, 8711209000,2019,BAJAJ,PULSAR 180 UG4,179,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,1887574.97,226509,",
"INDIA,PUERTO QUETZAL,26/06/2018, 8711209000,2019,BAJAJ,PULSAR 180 UG4,179,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,1887574.97,226509,",
"INDIA,PUERTO QUETZAL,26/06/2018, 8711209000,2019,BAJAJ,PULSAR 180 UG4,179,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,1887574.97,226509,",
"INDIA,PUERTO QUETZAL,26/06/2018, 8711209000,2019,BAJAJ,PULSAR 180 UG4,179,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,1887574.97,226509,",
"INDIA,PUERTO QUETZAL,26/06/2018, 8711209000,2019,BAJAJ,PULSAR 180 UG4,179,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,1887574.97,226509,",
"INDIA,PUERTO QUETZAL,26/06/2018, 8711209000,2019,BAJAJ,PULSAR 180 UG4,179,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,1887574.97,226509,",
"INDIA,PUERTO QUETZAL,26/06/2018, 8711209000,2019,BAJAJ,PULSAR 180 UG4,179,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,1887574.97,226509,",
"INDIA,PUERTO QUETZAL,26/06/2018, 8711209000,2019,BAJAJ,PULSAR 180 UG4,179,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,1887574.97,226509,",
"INDIA,PUERTO QUETZAL,26/06/2018, 8711209000,2019,BAJAJ,PULSAR 180 UG4,179,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,1887574.97,226509,",
"INDIA,PUERTO QUETZAL,26/06/2018, 8711209000,2019,BAJAJ,PULSAR 180 UG4,179,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,1887574.97,226509,",
"INDIA,PUERTO QUETZAL,26/06/2018, 8711209000,2019,BAJAJ,PULSAR 180 UG4,179,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,1887574.97,226509,",
"INDIA,PUERTO QUETZAL,26/06/2018, 8711209000,2019,BAJAJ,PULSAR 180 UG4,179,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,1887574.97,226509,",
"INDIA,PUERTO QUETZAL,26/06/2018, 8711209000,2019,BAJAJ,PULSAR 180 UG4,179,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,1887574.97,226509,",
"INDIA,PUERTO QUETZAL,26/06/2018, 8711209000,2019,BAJAJ,PULSAR 180 UG4,179,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,1887574.97,226509,",
"INDIA,PUERTO QUETZAL,26/06/2018, 8711209000,2019,BAJAJ,PULSAR 180 UG4,179,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,1887574.97,226509,",
"INDIA,PUERTO QUETZAL,26/06/2018, 8711209000,2019,BAJAJ,PULSAR 180 UG4,179,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,1887574.97,226509,",
"INDIA,PUERTO QUETZAL,26/06/2018, 8711209000,2019,BAJAJ,PULSAR 180 UG4,179,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,1887574.97,226509,",
"INDIA,PUERTO QUETZAL,26/06/2018, 8711209000,2019,BAJAJ,PULSAR 180 UG4,179,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,1887574.97,226509,",
"INDIA,PUERTO QUETZAL,26/06/2018, 8711209000,2019,BAJAJ,PULSAR 180 UG4,179,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,1887574.97,226509,",
"INDIA,PUERTO QUETZAL,26/06/2018, 8711209000,2019,BAJAJ,PULSAR 180 UG4,179,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,1887574.97,226509,",
"INDIA,PUERTO QUETZAL,26/06/2018, 8711209000,2019,BAJAJ,PULSAR 180 UG4,179,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,1887574.97,226509,",
"INDIA,PUERTO QUETZAL,26/06/2018, 8711209000,2019,BAJAJ,PULSAR 180 UG4,179,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,1887574.97,226509,",
"COREA DEL SUR,PUERTO QUETZAL,27/06/2018, 8702107000,2004,KIA,BONGO III,2902,PESADO,MICROBUS,OCASIONAL,DIESEL,15,3,0,26828.16,3219.38,",
"COREA DEL SUR,PUERTO QUETZAL,27/06/2018, 8702107000,2004,KIA,BONGO III,2902,PESADO,MICROBUS,OCASIONAL,DIESEL,15,3,0,26078.77,3129.45,",
"COREA DEL SUR,PUERTO QUETZAL,27/06/2018, 8702107000,2005,KIA,BONGO III,2902,PESADO,MICROBUS,OCASIONAL,DIESEL,15,3,0,26078.77,3129.45,",
"COREA DEL SUR,PUERTO QUETZAL,27/06/2018, 8702107000,2003,HYUNDAI,GRACE,2476,PESADO,MICROBUS,OCASIONAL,DIESEL,15,3,0,23081.21,2769.75,",
"COREA DEL SUR,PUERTO QUETZAL,27/06/2018, 8702107000,2001,HYUNDAI,GRACE,2476,PESADO,MICROBUS,OCASIONAL,DIESEL,15,3,0,26078.77,3129.45,",
"JAPON,TECUN UMAN,28/06/2018, 8703236900,2010,MAZDA,MAZDA3I,2000,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,13263.14,1591.58,",
"JAPON,PUERTO BARRIOS,28/06/2018, 8704315100,1992,TOYOTA,4X2 X/C,2400,LIVIANO,PICK UP,OCASIONAL,GASOLINA,5,2,1,25402.89,3048.35,",
"JAPON,G8"," CENTRALSA,28/06/2018, 8703237900,2014,MAZDA,CX-5 TOURING AWD,2500,LIVIANO,CAMIONETA,OCASIONAL,GASOLINA,5,4,0,30782.48,3693.9,"
"CANADA,SANTO TOMAS DE CASTILLA,28/06/2018, 8703236900,2008,HONDA,CIVIC LX,1800,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,14373.27,1724.79,",
"ESTADOS UNIDOS,SANTO TOMAS DE CASTILLA,29/06/2018, 8703249000,2007,NISSAN,XTERRA 4X4,4000,LIVIANO,CAMIONETA,OCASIONAL,GASOLINA,5,4,0,23171.16,2780.54,",
"JAPON,EL CARMEN,28/06/2018, 8703237900,2014,TOYOTA,RAV4 XLE AWD,2500,LIVIANO,CAMIONETA,OCASIONAL,GASOLINA,5,4,0,56799.21,6815.91,",
"JAPON,EL CARMEN,28/06/2018, 8704315100,1989,TOYOTA,XTRA CAB 4X4 DLX,2400,LIVIANO,PICK UP,OCASIONAL,GASOLINA,4,2,1,23656.12,2838.73,",
"ESTADOS UNIDOS,EL CARMEN,28/06/2018, 8704315100,1996,CHEVROLET,S10 EXT. CAB LS 2WD,2200,LIVIANO,PICK UP,OCASIONAL,GASOLINA,4,2,1,27782.16,3333.86,",
"CHINA,PUERTO QUETZAL,28/06/2018, 8702107000,2019,GOLDEN DRAGON,GRACE,2771,PESADO,MICROBUS,OCASIONAL,DIESEL,15,4,0,82688.57,9922.63,",
"CHINA,PUERTO QUETZAL,28/06/2018, 8702107000,2019,GOLDEN DRAGON,GRACE,2771,PESADO,MICROBUS,OCASIONAL,DIESEL,15,4,0,82688.57,9922.63,",
"CHINA,PUERTO QUETZAL,28/06/2018, 8702107000,2019,GOLDEN DRAGON,GRACE,2771,PESADO,MICROBUS,OCASIONAL,DIESEL,15,4,0,82688.57,9922.63,",
"CHINA,PUERTO QUETZAL,28/06/2018, 8702107000,2019,GOLDEN DRAGON,GRACE,2771,PESADO,MICROBUS,OCASIONAL,DIESEL,15,4,0,82688.57,9922.63,",
"JAPON,EL CARMEN,28/06/2018, 8703237900,2007,MAZDA,CX-7,2300,LIVIANO,CAMIONETA,OCASIONAL,GASOLINA,5,4,0,21340.92,2560.91,",
"JAPON,EL CARMEN,28/06/2018, 8711309000,2000,YAMAHA,WR400F,399,LIVIANO,MOTO,OCASIONAL,GASOLINA,1,0,0,12287.66,1474.52,",
"ESTADOS UNIDOS,EL CARMEN,28/06/2018, 8704315100,2003,TOYOTA,TACOMA XTRACAB 4X4 SR5 TR,3400,LIVIANO,PICK UP,OCASIONAL,GASOLINA,4,2,1,25799.43,3095.93,",
"JAPON,EL CARMEN,28/06/2018, 8704315100,1988,TOYOTA,4X2 STD,2400,LIVIANO,PICK UP,OCASIONAL,GASOLINA,2,2,1,22156.11,2658.73,",
"CANADA,EL CARMEN,28/06/2018, 8703236900,2012,TOYOTA,COROLLA LE,1800,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,31546.79,3785.61,",
"JAPON,PUERTO BARRIOS,27/06/2018, 8703237900,2003,HONDA,CR-V LX 4WD,2400,LIVIANO,CAMIONETA,OCASIONAL,GASOLINA,5,4,0,12838.85,1540.66,",
"COREA DEL SUR,TECUN UMAN,18/06/2018, 8703236900,2006,KIA,RIO LX,1600,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,14366.4,1723.97,",
"MEXICO,EL CARMEN,18/06/2018, 8703226900,2013,FIAT,500 POP,1400,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,4,2,0,11171.37,1340.56,",
"ESTADOS UNIDOS,EL CARMEN,18/06/2018, 8704315100,2002,TOYOTA,TACOMA SR5 XTRA CAB 4X4,3400,LIVIANO,PICK UP,OCASIONAL,GASOLINA,4,2,1,25290.85,3034.9,",
"ESTADOS UNIDOS,PUERTO BARRIOS,18/06/2018, 8703237900,2012,HYUNDAI,SANTA FE GLS AWD,2400,LIVIANO,CAMIONETA,OCASIONAL,GASOLINA,5,4,0,30224.51,3626.94,",
"JAPON,TECUN UMAN,19/06/2018, 8703215200,1989,YAMAHA,YFS200 BLASTER,200,,CUATRIMOTO,OCASIONAL,GASOLINA,2,0,0,24623.64,2954.84,",
"JAPON,EL CARMEN,20/06/2018, 8703236900,2013,MAZDA,CX-5 FWD,2000,LIVIANO,CAMIONETA,OCASIONAL,GASOLINA,5,4,0,38523.51,4622.82,",
