"REINO UNIDO,PUERTO BARRIOS,03/07/2018, 8703237900,2002,HONDA,CR-V EX 4WD,2400,LIVIANO,CAMIONETA,OCASIONAL,GASOLINA,5,4,0,13128.61,1575.43,",
"JAPON,PUERTO BARRIOS,07/07/2018, 8711409000,2003,HONDA,VT750DC,745,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,5677.62,681.31,",
"MEXICO,EL CARMEN,27/06/2018, 8703215200,2010,CAN-AM,OUTLANDER 800R EFI XT,800,,CUATRIMOTO,OCASIONAL,GASOLINA,2,0,0,32871.39,3944.57,",
"JAPON,TECUN UMAN,27/06/2018, 8703236900,2007,TOYOTA,YARIS,1500,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,14088.53,1690.62,",
"ESTADOS UNIDOS,EL CARMEN,28/06/2018, 8704315100,2006,TOYOTA,TACOMA SR5 ACCESS CAB 4X4,2700,LIVIANO,PICK UP,OCASIONAL,GASOLINA,5,4,1,46383.53,5566.02,",
"JAPON,EL CARMEN,29/06/2018, 8703237900,2004,MAZDA,MAZDA3 S,2300,LIVIANO,CAMIONETILLA,OCASIONAL,GASOLINA,5,4,0,19205.33,2304.64,",
"COREA DEL SUR,TECUN UMAN,28/06/2018, 8703225900,2015,CHEVROLET,SPARK,1200,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,4,4,0,17084.72,2050.17,",
"ESTADOS UNIDOS,TECUN UMAN,29/06/2018, 87163900,1999,GREAT DANE,7311 TP-S 53,0,PESADO,FURGON,OCASIONAL,OTROS,0,2,20,27875.08,3345.01,",
"MEXICO,PUERTO BARRIOS,08/06/2018, 8703236900,2011,FORD,FIESTA SE,1600,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,10506.04,1260.72,",
"ESTADOS UNIDOS,G8"," CENTRALSA,08/06/2018, 8704315900,2004,TOYOTA,TACOMA,2400,LIVIANO,PICK UP,OCASIONAL,GASOLINA,3,2,1.27,16573.07,1988.77,"
"ESTADOS UNIDOS,SANTO TOMAS DE CASTILLA,13/06/2018, 8703236900,2001,HONDA,CR-V LX 4X4,2000,LIVIANO,CAMIONETA,OCASIONAL,GASOLINA,5,4,0,14225.51,1707.06,",
"JAPON,SANTO TOMAS DE CASTILLA,04/07/2018, 8703236900,1999,HONDA,CR-V LX 4X2,2000,LIVIANO,CAMIONETA,OCASIONAL,GASOLINA,5,5,0,10470.45,1256.45,",
"CHINA,PUERTO QUETZAL,08/06/2018, 8711209000,2019,MOVESA,ENZZO200,200,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,425746.16,51089.54,",
"CHINA,PUERTO QUETZAL,08/06/2018, 8711209000,2019,MOVESA,ENZZO200,200,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,425746.16,51089.54,",
"CHINA,PUERTO QUETZAL,08/06/2018, 8711209000,2019,MOVESA,ENZZO200,200,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,425746.16,51089.54,",
"CHINA,PUERTO QUETZAL,08/06/2018, 8711209000,2019,MOVESA,ENZZO200,200,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,425746.16,51089.54,",
"CHINA,PUERTO QUETZAL,08/06/2018, 8711209000,2019,MOVESA,ENZZO200,200,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,425746.16,51089.54,",
"CHINA,PUERTO QUETZAL,08/06/2018, 8711209000,2019,MOVESA,ENZZO200,200,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,425746.16,51089.54,",
"CHINA,PUERTO QUETZAL,08/06/2018, 8711209000,2019,MOVESA,ENZZO200,200,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,425746.16,51089.54,",
"CHINA,PUERTO QUETZAL,08/06/2018, 8711209000,2019,MOVESA,ENZZO200,200,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,425746.16,51089.54,",
"CHINA,PUERTO QUETZAL,08/06/2018, 8711209000,2019,MOVESA,ENZZO200,200,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,425746.16,51089.54,",
"CHINA,PUERTO QUETZAL,08/06/2018, 8711209000,2019,MOVESA,ENZZO200,200,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,425746.16,51089.54,",
"CHINA,PUERTO QUETZAL,08/06/2018, 8711209000,2019,MOVESA,ENZZO200,200,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,425746.16,51089.54,",
"CHINA,PUERTO QUETZAL,08/06/2018, 8711209000,2019,MOVESA,ENZZO200,200,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,425746.16,51089.54,",
"CHINA,PUERTO QUETZAL,08/06/2018, 8711209000,2019,MOVESA,ENZZO200,200,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,425746.16,51089.54,",
"CHINA,PUERTO QUETZAL,08/06/2018, 8711209000,2019,MOVESA,ENZZO200,200,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,425746.16,51089.54,",
"CHINA,PUERTO QUETZAL,08/06/2018, 8711209000,2019,MOVESA,ENZZO200,200,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,425746.16,51089.54,",
"CHINA,PUERTO QUETZAL,08/06/2018, 8711209000,2019,MOVESA,ENZZO200,200,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,425746.16,51089.54,",
"CHINA,PUERTO QUETZAL,08/06/2018, 8711209000,2019,MOVESA,ENZZO200,200,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,425746.16,51089.54,",
"CHINA,PUERTO QUETZAL,08/06/2018, 8711209000,2019,MOVESA,ENZZO200,200,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,425746.16,51089.54,",
"CHINA,PUERTO QUETZAL,08/06/2018, 8711209000,2019,MOVESA,ENZZO200,200,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,425746.16,51089.54,",
"CHINA,PUERTO QUETZAL,08/06/2018, 8711209000,2019,MOVESA,ENZZO200,200,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,425746.16,51089.54,",
"CHINA,PUERTO QUETZAL,08/06/2018, 8711209000,2019,MOVESA,ENZZO200,200,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,425746.16,51089.54,",
"CHINA,PUERTO QUETZAL,08/06/2018, 8711209000,2019,MOVESA,ENZZO200,200,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,425746.16,51089.54,",
"CHINA,PUERTO QUETZAL,08/06/2018, 8711209000,2019,MOVESA,ENZZO200,200,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,425746.16,51089.54,",
"CHINA,PUERTO QUETZAL,08/06/2018, 8711209000,2019,MOVESA,ENZZO200,200,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,425746.16,51089.54,",
"CHINA,PUERTO QUETZAL,08/06/2018, 8711209000,2019,MOVESA,ENZZO200,200,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,425746.16,51089.54,",
"CHINA,PUERTO QUETZAL,08/06/2018, 8711209000,2019,MOVESA,ENZZO200,200,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,425746.16,51089.54,",
"CHINA,PUERTO QUETZAL,08/06/2018, 8711209000,2019,MOVESA,ENZZO200,200,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,425746.16,51089.54,",
"CHINA,PUERTO QUETZAL,08/06/2018, 8711209000,2019,MOVESA,ENZZO200,200,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,425746.16,51089.54,",
"CHINA,PUERTO QUETZAL,08/06/2018, 8711209000,2019,MOVESA,ENZZO200,200,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,425746.16,51089.54,",
"CHINA,PUERTO QUETZAL,08/06/2018, 8711209000,2019,MOVESA,ENZZO200,200,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,425746.16,51089.54,",
"CHINA,PUERTO QUETZAL,08/06/2018, 8711209000,2019,MOVESA,ENZZO200,200,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,425746.16,51089.54,",
"CHINA,PUERTO QUETZAL,08/06/2018, 8711209000,2019,MOVESA,ENZZO200,200,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,425746.16,51089.54,",
"CHINA,PUERTO QUETZAL,08/06/2018, 8711209000,2019,MOVESA,ENZZO200,200,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,425746.16,51089.54,",
"CHINA,PUERTO QUETZAL,08/06/2018, 8711209000,2019,MOVESA,ENZZO200,200,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,425746.16,51089.54,",
"CHINA,PUERTO QUETZAL,08/06/2018, 8711209000,2019,MOVESA,ENZZO200,200,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,425746.16,51089.54,",
"CHINA,PUERTO QUETZAL,08/06/2018, 8711209000,2019,MOVESA,ENZZO200,200,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,425746.16,51089.54,",
"CHINA,PUERTO QUETZAL,08/06/2018, 8711209000,2019,MOVESA,ENZZO200,200,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,425746.16,51089.54,",
"CHINA,PUERTO QUETZAL,08/06/2018, 8711209000,2019,MOVESA,ENZZO200,200,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,425746.16,51089.54,",
"CHINA,PUERTO QUETZAL,08/06/2018, 8711209000,2019,MOVESA,ENZZO200,200,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,425746.16,51089.54,",
"JAPON,EL CARMEN,19/06/2018, 8704315100,1989,TOYOTA,4X2 STANDARD,2400,LIVIANO,PICK UP,OCASIONAL,GASOLINA,2,2,1,22147.06,2657.65,",
"JAPON,PUERTO BARRIOS,29/06/2018, 8703237900,2014,MAZDA,MAZDA6 SKYACTIV,2500,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,10775.37,1293.04,",
"MEXICO,SANTO TOMAS DE CASTILLA,27/06/2018, 8703236900,2015,NISSAN,VERSA SV,1600,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,20329.68,2439.56,",
"ESTADOS UNIDOS,PUERTO BARRIOS,27/06/2018, 8703249000,2003,JEEP,LIBERTY LIMITED 4WD,3700,LIVIANO,CAMIONETA,OCASIONAL,GASOLINA,5,4,0,22005.09,2640.61,",
"ESTADOS UNIDOS,EL CARMEN,28/06/2018, 8703236900,2005,TOYOTA,COROLLA LE,1800,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,13862.61,1663.51,",
"ESTADOS UNIDOS,EL CARMEN,28/06/2018, 8703236900,2008,TOYOTA,COROLLA CE,1800,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,14836.73,1780.41,",
"JAPON,EL CARMEN,27/06/2018, 8703215200,2006,YAMAHA,YFM.350RSE,350,,CUATRIMOTO,OCASIONAL,GASOLINA,2,0,0,20130.71,2415.69,",
"JAPON,SANTO TOMAS DE CASTILLA,27/06/2018, 8703237900,2006,HONDA,CR-V EX 4WD,2400,LIVIANO,CAMIONETA,OCASIONAL,GASOLINA,5,4,0,19072.8,2288.74,",
"JAPON,PUERTO BARRIOS,04/07/2018, 8703236900,1998,SUZUKI,SIDEKICK JLX SPORT 4WD,1800,LIVIANO,CAMIONETA,OCASIONAL,GASOLINA,5,4,0,21511.92,2581.43,",
"JAPON,EL CARMEN,29/06/2018, 8703236900,1998,TOYOTA,RAV4 2WD,2000,LIVIANO,CAMIONETA,OCASIONAL,GASOLINA,5,4,0,20082.04,2409.84,",
"JAPON,EL CARMEN,29/06/2018, 8703237900,2004,HONDA,CR-V 4WD EX,2400,LIVIANO,CAMIONETA,OCASIONAL,GASOLINA,5,4,0,18958.05,2274.97,",
"ESTADOS UNIDOS,EL CARMEN,29/06/2018, 8704315100,2002,TOYOTA,Tacoma PreRunner X-C  2WD,2700,LIVIANO,PICK UP,OCASIONAL,GASOLINA,4,2,1,33498.12,4019.77,",
"JAPON,EL CARMEN,05/07/2018, 8704315100,1990,TOYOTA,DLX XTRA CAB 4X4,2400,LIVIANO,PICK UP,OCASIONAL,GASOLINA,4,2,1,23654.38,2838.53,",
"ESTADOS UNIDOS,TECUN UMAN,06/07/2018, 8704315100,1994,TOYOTA,STANDAR REGULAR CAB 4WD,2400,LIVIANO,PICK UP,OCASIONAL,GASOLINA,3,2,1,23279.29,2793.51,",
"ESTADOS UNIDOS,TECUN UMAN,12/06/2018, 8701200000,2012,FREIGHTLINER,CASCADIA PX125064S T,14800,PESADO,CABEZAL,OCASIONAL,DIESEL,2,2,15,77204.95,9264.59,",
"ESTADOS UNIDOS,PUERTO BARRIOS,19/06/2018, 8704315100,2002,NISSAN,FRONTIER XE 4X2,2400,LIVIANO,PICK UP,OCASIONAL,GASOLINA,4,2,1,18235.3,2188.24,",
"JAPON,G8"," CENTRALSA,15/06/2018, 8703226900,2005,SCION,XA,1500,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,13715.24,1645.83,"
"BRASIL,EL CARMEN,04/07/2018, 8711209000,2009,HONDA,CRF230F,230,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,14167.06,1700.05,",
"JAPON,EL CARMEN,29/06/2018, 8704315100,1983,TOYOTA,4X4 DLX,2400,LIVIANO,PICK UP,OCASIONAL,GASOLINA,2,2,1,23281.16,2793.74,",
"ESTADOS UNIDOS,TECUN UMAN,29/06/2018, 8703249000,2000,NISSAN,XTERRA SE 4WD,3300,LIVIANO,CAMIONETA,OCASIONAL,GASOLINA,5,4,0,14087.4,1690.49,",
"JAPON,EL CARMEN,14/06/2018, 8703236900,2015,MITSUBISHI,LANCER ES,2000,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,16747.63,2009.72,",
"JAPON,TECUN UMAN,23/06/2018, 8704229000,1999,NISSAN,UD1800,6900,PESADO,CAMION,OCASIONAL,DIESEL,3,2,6,75434.79,9052.17,",
"CHINA,PUERTO QUETZAL,27/06/2018, 8711209000,2018,ITALIKA,GTK125,125,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,448419.04,53810.28,",
"CHINA,PUERTO QUETZAL,27/06/2018, 8711209000,2018,ITALIKA,GTK125,125,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,448419.04,53810.28,",
"CHINA,PUERTO QUETZAL,27/06/2018, 8711209000,2018,ITALIKA,GTK125,125,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,448419.04,53810.28,",
"CHINA,PUERTO QUETZAL,27/06/2018, 8711209000,2018,ITALIKA,GTK125,125,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,448419.04,53810.28,",
"CHINA,PUERTO QUETZAL,27/06/2018, 8711209000,2018,ITALIKA,GTK125,125,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,448419.04,53810.28,",
"CHINA,PUERTO QUETZAL,27/06/2018, 8711209000,2018,ITALIKA,GTK125,125,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,448419.04,53810.28,",
"CHINA,PUERTO QUETZAL,27/06/2018, 8711209000,2018,ITALIKA,GTK125,125,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,448419.04,53810.28,",
"CHINA,PUERTO QUETZAL,27/06/2018, 8711209000,2018,ITALIKA,GTK125,125,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,448419.04,53810.28,",
"CHINA,PUERTO QUETZAL,27/06/2018, 8711209000,2018,ITALIKA,GTK125,125,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,448419.04,53810.28,",
"CHINA,PUERTO QUETZAL,27/06/2018, 8711209000,2018,ITALIKA,GTK125,125,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,448419.04,53810.28,",
"CHINA,PUERTO QUETZAL,27/06/2018, 8711209000,2018,ITALIKA,GTK125,125,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,448419.04,53810.28,",
"CHINA,PUERTO QUETZAL,27/06/2018, 8711209000,2018,ITALIKA,GTK125,125,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,448419.04,53810.28,",
"CHINA,PUERTO QUETZAL,27/06/2018, 8711209000,2018,ITALIKA,GTK125,125,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,448419.04,53810.28,",
"CHINA,PUERTO QUETZAL,27/06/2018, 8711209000,2018,ITALIKA,GTK125,125,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,448419.04,53810.28,",
"CHINA,PUERTO QUETZAL,27/06/2018, 8711209000,2018,ITALIKA,GTK125,125,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,448419.04,53810.28,",
"CHINA,PUERTO QUETZAL,27/06/2018, 8711209000,2018,ITALIKA,GTK125,125,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,448419.04,53810.28,",
"CHINA,PUERTO QUETZAL,27/06/2018, 8711209000,2018,ITALIKA,GTK125,125,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,448419.04,53810.28,",
"CHINA,PUERTO QUETZAL,27/06/2018, 8711209000,2018,ITALIKA,GTK125,125,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,448419.04,53810.28,",
"CHINA,PUERTO QUETZAL,27/06/2018, 8711209000,2018,ITALIKA,GTK125,125,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,448419.04,53810.28,",
"JAPON,PUERTO BARRIOS,16/06/2018, 8703236900,2009,MAZDA,3,2000,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,10607.49,1272.9,",
"JAPON,PUERTO BARRIOS,16/06/2018, 8703236900,2012,MAZDA,MAZDA3 I TOURING,2000,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,20749.84,2489.98,",
"TAILANDIA,PUERTO BARRIOS,16/06/2018, 8703225900,2017,MITSUBISHI,MIRAGE G4,1200,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,22842.83,2741.14,",
"ITALIA,EL CARMEN,16/06/2018, 8711509000,2002,DUCATI,ST4S SPORT TOURING,996,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,7854.63,942.56,",
"COREA DEL SUR,TECUN UMAN,16/06/2018, 8703236900,2008,KIA,SPORTAGE LX 2WD,2000,LIVIANO,CAMIONETA,OCASIONAL,GASOLINA,5,4,0,10996.48,1319.58,",
"JAPON,EL CARMEN,16/06/2018, 8703236900,1999,TOYOTA,RAV4 L 4X2,2000,LIVIANO,CAMIONETA,OCASIONAL,GASOLINA,5,4,0,14811.59,1777.39,",
"JAPON,EL CARMEN,20/06/2018, 8703237900,2016,TOYOTA,RAV4 LE 4X2,2500,LIVIANO,CAMIONETA,OCASIONAL,GASOLINA,5,4,0,60726.17,7287.14,",
"MEXICO,EL CARMEN,23/06/2018, 8703236900,2013,NISSAN,VERSA SV,1600,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,20357.82,2442.94,",
"MEXICO,TECUN UMAN,25/06/2018, 8704229000,2012,INTERNATIONAL,DURASTAR 4300,7600,PESADO,CAMION,OCASIONAL,DIESEL,3,2,15,47336.8,5680.42,",
"JAPON,SANTO TOMAS DE CASTILLA,23/06/2018, 8703236900,2011,MITSUBISHI,LANCER ES,2000,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,13618.92,1634.27,",
"ESTADOS UNIDOS,TECUN UMAN,23/06/2018, 87163900,2001,WABASH,SINLINEA,0,PESADO,FURGON,OCASIONAL,OTROS,0,2,20,67102.24,8052.27,",
"FRANCIA,EL CARMEN,24/06/2018, 8703226900,2014,TOYOTA,YARIS LE,1500,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,26589.5,3190.74,",
"COREA DEL SUR,TECUN UMAN,30/06/2018, 8703225900,2015,CHEVROLET,SPARK 1LT,1200,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,4,4,0,22240.11,2668.81,",
"CHINA,PUERTO QUETZAL,08/06/2018, 8711209000,2019,MOVESA,ENZZO200,200,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,425746.16,51089.54,",
"CHINA,PUERTO QUETZAL,08/06/2018, 8711209000,2019,MOVESA,ENZZO200,200,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,425746.16,51089.54,",
"CHINA,PUERTO QUETZAL,08/06/2018, 8711209000,2019,MOVESA,ENZZO200,200,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,425746.16,51089.54,",
"CHINA,PUERTO QUETZAL,08/06/2018, 8711209000,2019,MOVESA,ENZZO200,200,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,425746.16,51089.54,",
"CHINA,PUERTO QUETZAL,08/06/2018, 8711209000,2019,MOVESA,ENZZO200,200,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,425746.16,51089.54,",
"CHINA,PUERTO QUETZAL,08/06/2018, 8711209000,2019,MOVESA,ENZZO200,200,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,425746.16,51089.54,",
"CHINA,PUERTO QUETZAL,08/06/2018, 8711209000,2019,MOVESA,ENZZO200,200,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,425746.16,51089.54,",
"CHINA,PUERTO QUETZAL,08/06/2018, 8711209000,2019,MOVESA,ENZZO200,200,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,425746.16,51089.54,",
"COREA DEL SUR,PUERTO QUETZAL,08/06/2018, 8704215100,2005,KIA,BONGO III,2900,PESADO,CAMION,OCASIONAL,DIESEL,3,2,1,28490.5,3418.86,",
"ESTADOS UNIDOS,EL CARMEN,08/06/2018, 8703249000,2007,HONDA,PILOT EX-L 2WD,3500,LIVIANO,CAMIONETA,OCASIONAL,GASOLINA,5,4,0,21548.74,2585.85,",
"JAPON,EL CARMEN,08/06/2018, 8703226900,2013,MAZDA,MAZDA2 TOURING,1500,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,24638.88,2956.67,",
"JAPON,EL CARMEN,08/06/2018, 8703237900,2007,TOYOTA,RAV4 4X2,2400,LIVIANO,CAMIONETA,OCASIONAL,GASOLINA,5,4,0,31238.19,3748.58,",
"JAPON,PUERTO BARRIOS,08/06/2018, 8703236900,2003,TOYOTA,RAV4 L 4X2,2000,LIVIANO,CAMIONETA,OCASIONAL,GASOLINA,5,4,0,19304.29,2316.51,",
"COREA DEL SUR,PUERTO BARRIOS,12/06/2018, 8703236900,2010,CHEVROLET,AVEO 5 LS,1600,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,12538.32,1504.6,",
"MEXICO,TECUN UMAN,14/06/2018, 8703236900,2008,NISSAN,VERSA SL,1800,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,14068.6,1688.23,",
"CHINA,PUERTO QUETZAL,22/06/2018, 8711209000,2018,YAMAHA,YBR125G,125,LIVIANO,MOTO,DISTRIBUIDOR,GASOLINA,2,0,0,1665850.6,199902.07,",
"CHINA,PUERTO QUETZAL,22/06/2018, 8711209000,2018,YAMAHA,YBR125G,125,LIVIANO,MOTO,DISTRIBUIDOR,GASOLINA,2,0,0,1665850.6,199902.07,",
"CHINA,PUERTO QUETZAL,22/06/2018, 8711209000,2018,YAMAHA,YBR125G,125,LIVIANO,MOTO,DISTRIBUIDOR,GASOLINA,2,0,0,1665850.6,199902.07,",
"CHINA,PUERTO QUETZAL,22/06/2018, 8711209000,2018,YAMAHA,YBR125G,125,LIVIANO,MOTO,DISTRIBUIDOR,GASOLINA,2,0,0,1665850.6,199902.07,",
"CHINA,PUERTO QUETZAL,22/06/2018, 8711209000,2018,YAMAHA,YBR125G,125,LIVIANO,MOTO,DISTRIBUIDOR,GASOLINA,2,0,0,1665850.6,199902.07,",
"CHINA,PUERTO QUETZAL,22/06/2018, 8711209000,2018,YAMAHA,YBR125G,125,LIVIANO,MOTO,DISTRIBUIDOR,GASOLINA,2,0,0,1665850.6,199902.07,",
"CHINA,PUERTO QUETZAL,22/06/2018, 8711209000,2018,YAMAHA,YBR125G,125,LIVIANO,MOTO,DISTRIBUIDOR,GASOLINA,2,0,0,1665850.6,199902.07,",
"CHINA,PUERTO QUETZAL,22/06/2018, 8711209000,2018,YAMAHA,YBR125G,125,LIVIANO,MOTO,DISTRIBUIDOR,GASOLINA,2,0,0,1665850.6,199902.07,",
"CHINA,PUERTO QUETZAL,22/06/2018, 8711209000,2018,YAMAHA,YBR125G,125,LIVIANO,MOTO,DISTRIBUIDOR,GASOLINA,2,0,0,1665850.6,199902.07,",
"CHINA,PUERTO QUETZAL,22/06/2018, 8711209000,2018,YAMAHA,YBR125G,125,LIVIANO,MOTO,DISTRIBUIDOR,GASOLINA,2,0,0,1665850.6,199902.07,",
"CHINA,PUERTO QUETZAL,22/06/2018, 8711209000,2018,YAMAHA,YBR125G,125,LIVIANO,MOTO,DISTRIBUIDOR,GASOLINA,2,0,0,1665850.6,199902.07,",
"CHINA,PUERTO QUETZAL,22/06/2018, 8711209000,2018,YAMAHA,YBR125G,125,LIVIANO,MOTO,DISTRIBUIDOR,GASOLINA,2,0,0,1665850.6,199902.07,",
"CHINA,PUERTO QUETZAL,22/06/2018, 8711209000,2018,YAMAHA,YBR125G,125,LIVIANO,MOTO,DISTRIBUIDOR,GASOLINA,2,0,0,1665850.6,199902.07,",
"CHINA,PUERTO QUETZAL,22/06/2018, 8711209000,2018,YAMAHA,YBR125G,125,LIVIANO,MOTO,DISTRIBUIDOR,GASOLINA,2,0,0,1665850.6,199902.07,",
"CHINA,PUERTO QUETZAL,22/06/2018, 8711209000,2018,YAMAHA,YBR125G,125,LIVIANO,MOTO,DISTRIBUIDOR,GASOLINA,2,0,0,1665850.6,199902.07,",
"CHINA,PUERTO QUETZAL,22/06/2018, 8711209000,2018,YAMAHA,YBR125G,125,LIVIANO,MOTO,DISTRIBUIDOR,GASOLINA,2,0,0,1665850.6,199902.07,",
"CHINA,PUERTO QUETZAL,22/06/2018, 8711209000,2018,YAMAHA,YBR125G,125,LIVIANO,MOTO,DISTRIBUIDOR,GASOLINA,2,0,0,1665850.6,199902.07,",
"CHINA,PUERTO QUETZAL,22/06/2018, 8711209000,2018,YAMAHA,YBR125G,125,LIVIANO,MOTO,DISTRIBUIDOR,GASOLINA,2,0,0,1665850.6,199902.07,",
"CHINA,PUERTO QUETZAL,22/06/2018, 8711209000,2018,YAMAHA,YBR125G,125,LIVIANO,MOTO,DISTRIBUIDOR,GASOLINA,2,0,0,1665850.6,199902.07,",
"ESTADOS UNIDOS,EL CARMEN,21/06/2018, 8704315100,1993,TOYOTA,XTRA CAB 2WD DLX,2400,LIVIANO,PICK UP,OCASIONAL,GASOLINA,4,2,1,21401.59,2568.19,",
"JAPON,TECUN UMAN,21/06/2018, 8704315100,1986,TOYOTA,DLX REG CAB 4X4,2400,LIVIANO,PICK UP,OCASIONAL,GASOLINA,3,2,1,21962.6,2635.51,",
"ESTADOS UNIDOS,EL CARMEN,21/06/2018, 8701930000,1982,FORD,5000,3800,PESADO,TRACTOR,OCASIONAL,DIESEL,1,0,0,49429.32,5931.52,",
"TAILANDIA,PUERTO QUETZAL,03/07/2018, 8704215900,2019,MAZDA,BT-50 4X4 DOB CAB AUTOMAT,2198,LIVIANO,PICK UP,DISTRIBUIDOR,DIESEL,5,4,1,153848.07,18461.77,",
