Pais de Proveniencia,Aduana de Ingreso, Fecha de la Poliza,Partida Arancelaria,Modelo del Vehiculo,Marca,Linea,Centimetros Cubicos,Distintivo,Tipo de Vehiculo,Tipo de Importador,Tipo Combustible,Asientos,Puertas,Tonelaje,Valor CIF,Impuesto,
INDIA,PUERTO QUETZAL,23/07/2018, 8711209000,2018,YAMAHA,YD110D-4,110,LIVIANO,MOTO,DISTRIBUIDOR,GASOLINA,2,0,0,513153.64,61578.44,
INDIA,PUERTO QUETZAL,23/07/2018, 8711209000,2018,YAMAHA,YD110D-4,110,LIVIANO,MOTO,DISTRIBUIDOR,GASOLINA,2,0,0,513153.64,61578.44,
MEXICO,PUERTO BARRIOS,26/07/2018, 8703236900,2016,FORD,FIESTA SE,1600,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,16435.22,1972.23,
JAPON,PUERTO BARRIOS,26/07/2018, 8703236900,2008,MITSUBISHI,LANCER ES,2000,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,13624.78,1634.97,
ESTADOS UNIDOS,EL CARMEN,30/07/2018, 8703236900,2004,PONTIAC,VIBE  AWD,1800,LIVIANO,CAMIONETILLA,OCASIONAL,GASOLINA,5,4,0,11435.86,1372.3,
ESTADOS UNIDOS,SANTO TOMAS DE CASTILLA,30/07/2018, 8703236900,2014,MITSUBISHI,OUTLANDER SPORT 4WD,2000,LIVIANO,CAMIONETA,OCASIONAL,GASOLINA,5,4,0,27938.52,3352.62,
JAPON,SANTO TOMAS DE CASTILLA,30/07/2018, 8703236900,2013,MAZDA,MAZDA3 I GRAND TOURING,2000,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,18791.1,2254.93,
JAPON,SANTO TOMAS DE CASTILLA,30/07/2018, 8703237900,2004,TOYOTA,RAV-4 2WD,2400,LIVIANO,CAMIONETA,OCASIONAL,GASOLINA,5,4,0,16660.95,1999.31,
JAPON,EL CARMEN,30/07/2018, 8703236900,1997,TOYOTA,RAV4 2WD,2000,LIVIANO,CAMIONETA,OCASIONAL,GASOLINA,5,4,0,10724.86,1286.98,
MEXICO,TECUN UMAN,01/08/2018, 8701200000,2019,INTERNATIONAL,PROSTAR,14914,PESADO,CABEZAL,OCASIONAL,DIESEL,2,2,25,696460.49,83575.26,
MEXICO,TECUN UMAN,01/08/2018, 8701200000,2019,INTERNATIONAL,PROSTAR,14914,PESADO,CABEZAL,OCASIONAL,DIESEL,2,2,25,696460.49,83575.26,
JAPON,EL CARMEN,31/07/2018, 8703237900,2004,HONDA,CR-V EX 4WD,2400,LIVIANO,CAMIONETA,OCASIONAL,GASOLINA,5,4,0,25897.41,3107.69,
MEXICO,EL CARMEN,31/07/2018, 8703236900,2016,NISSAN,VERSA S 1.6,1600,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,21503.83,2580.46,
ESTADOS UNIDOS,EL CARMEN,31/07/2018, 8704315100,2000,TOYOTA,TACOMA XTRA CAB 4X4,2700,LIVIANO,PICK UP,OCASIONAL,GASOLINA,4,2,1,22304.7,2676.56,
JAPON,EL CARMEN,31/07/2018, 8703237900,2008,TOYOTA,RAV4 2WD,2400,LIVIANO,CAMIONETA,OCASIONAL,GASOLINA,5,4,0,23801.66,2856.2,
ESTADOS UNIDOS,EL CARMEN,31/07/2018, 8704315100,1996,TOYOTA,TACOMA X/CAB 4X2,3400,LIVIANO,PICK UP,OCASIONAL,GASOLINA,4,2,1,22304.7,2676.56,
FRANCIA,TECUN UMAN,31/07/2018, 8703226900,2014,TOYOTA,YARIS,1500,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,24325.6,2919.07,
COREA DEL SUR,TECUN UMAN,01/08/2018, 8703236900,2012,KIA,RIO LX,1600,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,19625.15,2355.02,
JAPON,EL CARMEN,31/07/2018, 8704315100,1989,TOYOTA,4X2 DLX,2400,LIVIANO,PICK UP,OCASIONAL,GASOLINA,2,2,1,22461.66,2695.4,
JAPON,SANTO TOMAS DE CASTILLA,01/08/2018, 8703236900,2001,TOYOTA,RAV4 L 4WD,2000,LIVIANO,CAMIONETA,OCASIONAL,GASOLINA,5,4,0,25411.79,3049.41,
CANADA,EL CARMEN,01/08/2018, 8703237900,2012,TOYOTA,RAV4 LIMITED 4WD,2500,LIVIANO,CAMIONETA,OCASIONAL,GASOLINA,5,4,0,62520.53,7502.46,
JAPON,TECUN UMAN,02/08/2018, 8704315100,1989,TOYOTA,REGULAR CAB V6 4WD,3000,LIVIANO,PICK UP,OCASIONAL,GASOLINA,3,2,1,23648.6,2837.83,
ESTADOS UNIDOS,PUERTO BARRIOS,01/08/2018, 8704315100,1994,TOYOTA,DX X/C 4X4,3000,LIVIANO,PICK UP,OCASIONAL,GASOLINA,4,2,1,22830.21,2739.63,
"JAPON,G1,"" INTEGRADA,01/08/2018, 8703237900,2008,HONDA,CR-V EX-L,2400,LIVIANO,CAMIONETA,OCASIONAL,GASOLINA,5,4,0,27940.76,3352.89,"""
"JAPON,G8,"" CENTRALSA,01/08/2018, 8703237900,2008,TOYOTA,RAV4 2WD,2400,LIVIANO,CAMIONETA,OCASIONAL,GASOLINA,5,4,0,36174.04,4340.88,"""
ESTADOS UNIDOS,TECUN UMAN,01/08/2018, 8704315100,1995,TOYOTA,REGULAR CAB 2WD,2400,LIVIANO,PICK UP,OCASIONAL,GASOLINA,3,2,1,17813.82,2137.66,
COREA DEL SUR,SANTO TOMAS DE CASTILLA,17/07/2018, 8703249000,2004,KIA,SORENTO LX 4X2,3500,LIVIANO,CAMIONETA,OCASIONAL,GASOLINA,5,4,0,10043.36,1205.2,
JAPON,EL CARMEN,19/07/2018, 8703237900,2006,TOYOTA,RAV4 SPORT 2WD,2400,LIVIANO,CAMIONETA,OCASIONAL,GASOLINA,5,4,0,29017.74,3482.13,
JAPON,SANTO TOMAS DE CASTILLA,19/07/2018, 8703226900,2013,MAZDA,MAZDA2 SPORT,1500,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,10231,1227.72,
INDIA,PUERTO QUETZAL,24/07/2018, 8711209000,2019,BAJAJ,PULSAR 135 LS,135,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,2294034.9,275284.19,
INDIA,PUERTO QUETZAL,24/07/2018, 8711209000,2019,BAJAJ,PULSAR 135 LS,135,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,2294034.9,275284.19,
INDIA,PUERTO QUETZAL,24/07/2018, 8711209000,2019,BAJAJ,PULSAR 135 LS,135,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,2294034.9,275284.19,
INDIA,PUERTO QUETZAL,24/07/2018, 8711209000,2019,BAJAJ,PULSAR 135 LS,135,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,2294034.9,275284.19,
INDIA,PUERTO QUETZAL,24/07/2018, 8711209000,2019,BAJAJ,PULSAR 135 LS,135,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,2294034.9,275284.19,
INDIA,PUERTO QUETZAL,24/07/2018, 8711209000,2019,BAJAJ,PULSAR 135 LS,135,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,2294034.9,275284.19,
CANADA,EL CARMEN,17/07/2018, 8703248000,2000,DODGE,RAM B3500,5900,PESADO,MICROBUS,OCASIONAL,GASOLINA,13,4,0,17798.35,2135.8,
JAPON,SANTO TOMAS DE CASTILLA,17/07/2018, 8704315100,1990,TOYOTA,DLX 4X4,3000,LIVIANO,PICK UP,OCASIONAL,GASOLINA,3,2,1,17946.05,2153.53,
ESTADOS UNIDOS,EL CARMEN,19/07/2018, 8704315100,2009,TOYOTA,TACOMA ACCESS CAB 4X4 SR5,2700,LIVIANO,PICK UP,OCASIONAL,GASOLINA,4,4,1,45471.1,5456.53,
CANADA,EL CARMEN,19/07/2018, 8703236900,2013,TOYOTA,COROLLA S,1800,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,37005.1,4440.61,
JAPON,SANTO TOMAS DE CASTILLA,19/07/2018, 8703237900,2007,MAZDA,MAZDA5 GRAND TOURING,2300,LIVIANO,MICROBUS,OCASIONAL,GASOLINA,5,4,0,6693.53,803.22,
JAPON,EL CARMEN,19/07/2018, 8704315100,1990,TOYOTA,XTRA CAB 4X2 DLX,2400,LIVIANO,PICK UP,OCASIONAL,GASOLINA,4,2,1,21393.41,2567.21,
MEXICO,PUERTO BARRIOS,19/07/2018, 8703236900,2005,VOLKSWAGEN,NEW BEETLE GLS,2000,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,4,2,0,9094.59,1091.35,
JAPON,EL CARMEN,25/07/2018, 8703236900,2009,TOYOTA,COROLLA LE,1800,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,18105.23,2172.63,
ALEMANIA REP. FED.,SANTO TOMAS DE CASTILLA,27/07/2018, 87051000002003,1996,MERCEDES-BENZ,3344-6X6,10000,PESADO,CABEZAL,OCASIONAL,DIESEL,2,2,10,206326.26,24759.15,
ESTADOS UNIDOS,EL CARMEN,08/07/2018, 8704315100,1995,TOYOTA,TACOMA 4X2,2400,LIVIANO,PICK UP,OCASIONAL,GASOLINA,2,2,1,18457.43,2214.89,
JAPON,SANTO TOMAS DE CASTILLA,02/08/2018, 8703237900,2005,MAZDA,MAZDA3 S,2300,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,12369.56,1484.35,
HONDURAS,ADUANA INTEGRADA EL FLORIDO,04/08/2018, 8711209000,2018,SERPENTO,COBRA 150,150,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,107666.37,12919.96,
HONDURAS,ADUANA INTEGRADA EL FLORIDO,04/08/2018, 8711209000,2018,SERPENTO,COBRA 150,150,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,107666.37,12919.96,
HONDURAS,ADUANA INTEGRADA EL FLORIDO,04/08/2018, 8711209000,2018,SERPENTO,COBRA 150,150,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,107666.37,12919.96,
HONDURAS,ADUANA INTEGRADA EL FLORIDO,04/08/2018, 8711209000,2018,SERPENTO,COBRA 150,150,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,107666.37,12919.96,
HONDURAS,ADUANA INTEGRADA EL FLORIDO,04/08/2018, 8711209000,2018,SERPENTO,COBRA 150,150,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,107666.37,12919.96,
HONDURAS,ADUANA INTEGRADA EL FLORIDO,04/08/2018, 8711209000,2018,SERPENTO,COBRA 150,150,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,107666.37,12919.96,
HONDURAS,ADUANA INTEGRADA EL FLORIDO,04/08/2018, 8711209000,2018,SERPENTO,COBRA 150,150,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,107666.37,12919.96,
HONDURAS,ADUANA INTEGRADA EL FLORIDO,04/08/2018, 8711209000,2018,SERPENTO,COBRA 150,150,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,107666.37,12919.96,
HONDURAS,ADUANA INTEGRADA EL FLORIDO,04/08/2018, 8711209000,2018,SERPENTO,COBRA 150,150,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,107666.37,12919.96,
HONDURAS,ADUANA INTEGRADA EL FLORIDO,04/08/2018, 8711209000,2018,SERPENTO,COBRA 150,150,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,107666.37,12919.96,
HONDURAS,ADUANA INTEGRADA EL FLORIDO,04/08/2018, 8711209000,2018,SERPENTO,COBRA 150,150,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,107666.37,12919.96,
HONDURAS,ADUANA INTEGRADA EL FLORIDO,04/08/2018, 8711209000,2018,SERPENTO,COBRA 150,150,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,107666.37,12919.96,
HONDURAS,ADUANA INTEGRADA EL FLORIDO,04/08/2018, 8711209000,2018,SERPENTO,COBRA 150,150,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,107666.37,12919.96,
HONDURAS,ADUANA INTEGRADA EL FLORIDO,04/08/2018, 8711209000,2018,SERPENTO,COBRA 150,150,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,107666.37,12919.96,
HONDURAS,ADUANA INTEGRADA EL FLORIDO,04/08/2018, 8711209000,2018,SERPENTO,COBRA 150,150,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,107666.37,12919.96,
HONDURAS,ADUANA INTEGRADA EL FLORIDO,04/08/2018, 8711209000,2018,SERPENTO,COBRA 150,150,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,107666.37,12919.96,
HONDURAS,ADUANA INTEGRADA EL FLORIDO,04/08/2018, 8711209000,2018,SERPENTO,COBRA 150,150,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,107666.37,12919.96,
HONDURAS,ADUANA INTEGRADA EL FLORIDO,04/08/2018, 8711209000,2018,SERPENTO,COBRA 150,150,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,107666.37,12919.96,
HONDURAS,ADUANA INTEGRADA EL FLORIDO,04/08/2018, 8711209000,2018,SERPENTO,COBRA 150,150,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,107666.37,12919.96,
ESTADOS UNIDOS,TECUN UMAN,17/07/2018, 8703236900,2010,TOYOTA,COROLLA LE,1800,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,20041.84,2405.02,
CANADA,EL CARMEN,18/07/2018, 8703236900,2005,TOYOTA,MATRIX,1800,LIVIANO,CAMIONETILLA,OCASIONAL,GASOLINA,5,4,0,13210.19,1585.22,
JAPON,TECUN UMAN,17/07/2018, 8703226900,2007,TOYOTA,YARIS,1500,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,2,0,13311.37,1597.36,
JAPON,EL CARMEN,18/07/2018, 8703237900,2010,MAZDA,CX-7 I SPORT 2WD,2500,LIVIANO,CAMIONETA,OCASIONAL,GASOLINA,5,4,0,15131.48,1815.78,
JAPON,EL CARMEN,30/07/2018, 8703226900,2012,MAZDA,MAZDA2 SPORT,1500,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,12408.8,1489.06,
JAPON,EL CARMEN,30/07/2018, 8703237900,2005,MAZDA,MAZDA3 s,2300,LIVIANO,AUTOMOVIL,OCASIONAL,GASOLINA,5,4,0,23051.34,2766.16,
ESTADOS UNIDOS,EL CARMEN,30/07/2018, 8704315100,2000,TOYOTA,TACOMA SR5 XTRACAB 2WD,2400,LIVIANO,PICK UP,OCASIONAL,GASOLINA,5,2,1,29366.13,3523.94,
ESTADOS UNIDOS,EL CARMEN,31/07/2018, 8704315100,1979,TOYOTA,SR5 STANDARD 2WD,2189,LIVIANO,PICK UP,OCASIONAL,GASOLINA,2,2,1,21961.68,2635.4,
ESTADOS UNIDOS,PUERTO BARRIOS,03/08/2018, 8704315100,2003,NISSAN,FRONTIER XE 2WD,2400,LIVIANO,PICK UP,OCASIONAL,GASOLINA,3,2,1,19113.66,2293.64,
JAPON,EL CARMEN,03/08/2018, 8704315100,1994,TOYOTA,XTRA CAB 4X4 DX,3000,LIVIANO,PICK UP,OCASIONAL,GASOLINA,4,2,1,23650.62,2838.07,
HONDURAS,ADUANA INTEGRADA EL FLORIDO,04/08/2018, 8711209000,2018,SERPENTO,DRACO 250,250,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,336959.51,40435.14,
HONDURAS,ADUANA INTEGRADA EL FLORIDO,04/08/2018, 8711209000,2018,SERPENTO,DRACO 250,250,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,336959.51,40435.14,
HONDURAS,ADUANA INTEGRADA EL FLORIDO,04/08/2018, 8711209000,2018,SERPENTO,DRACO 250,250,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,336959.51,40435.14,
HONDURAS,ADUANA INTEGRADA EL FLORIDO,04/08/2018, 8711209000,2018,SERPENTO,DRACO 250,250,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,336959.51,40435.14,
HONDURAS,ADUANA INTEGRADA EL FLORIDO,04/08/2018, 8711209000,2018,SERPENTO,DRACO 250,250,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,336959.51,40435.14,
HONDURAS,ADUANA INTEGRADA EL FLORIDO,04/08/2018, 8711209000,2018,SERPENTO,DRACO 250,250,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,336959.51,40435.14,
HONDURAS,ADUANA INTEGRADA EL FLORIDO,04/08/2018, 8711209000,2018,SERPENTO,DRACO 250,250,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,336959.51,40435.14,
HONDURAS,ADUANA INTEGRADA EL FLORIDO,04/08/2018, 8711209000,2018,SERPENTO,DRACO 250,250,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,336959.51,40435.14,
HONDURAS,ADUANA INTEGRADA EL FLORIDO,04/08/2018, 8711209000,2018,SERPENTO,DRACO 250,250,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,336959.51,40435.14,
HONDURAS,ADUANA INTEGRADA EL FLORIDO,04/08/2018, 8711209000,2018,SERPENTO,DRACO 250,250,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,336959.51,40435.14,
HONDURAS,ADUANA INTEGRADA EL FLORIDO,04/08/2018, 8711209000,2018,SERPENTO,DRACO 250,250,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,336959.51,40435.14,
HONDURAS,ADUANA INTEGRADA EL FLORIDO,04/08/2018, 8711209000,2018,SERPENTO,DRACO 250,250,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,336959.51,40435.14,
HONDURAS,ADUANA INTEGRADA EL FLORIDO,04/08/2018, 8711209000,2018,SERPENTO,DRACO 250,250,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,336959.51,40435.14,
HONDURAS,ADUANA INTEGRADA EL FLORIDO,04/08/2018, 8711209000,2018,SERPENTO,DRACO 250,250,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,336959.51,40435.14,
ITALIA,TECUN UMAN,23/07/2018, 8711209000,2012,PIAGGIO,FLY 150,150,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,5667.04,680.04,
COREA DEL SUR,TECUN UMAN,23/07/2018, 8703236900,2009,KIA,SPORTAGE LX 2WD,2000,LIVIANO,CAMIONETA,OCASIONAL,GASOLINA,5,4,0,22391.52,2686.98,
JAPON,TECUN UMAN,23/07/2018, 8704315100,1994,TOYOTA,T100 DX 4X4,3000,LIVIANO,PICK UP,OCASIONAL,GASOLINA,3,2,1,16298.33,1955.8,
JAPON,TECUN UMAN,27/07/2018, 8704216900,1989,HINO,FB TURBO,3839,PESADO,CAMION,OCASIONAL,DIESEL,2,2,3.5,30841.5,3700.98,
CHINA,PUERTO QUETZAL,31/07/2018, 8711209000,2018,ITALIKA,150SZ,150,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,426487.74,51178.53,
CHINA,PUERTO QUETZAL,31/07/2018, 8711209000,2018,ITALIKA,150SZ,150,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,426487.74,51178.53,
CHINA,PUERTO QUETZAL,31/07/2018, 8711209000,2018,ITALIKA,150SZ,150,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,426487.74,51178.53,
CHINA,PUERTO QUETZAL,31/07/2018, 8711209000,2018,ITALIKA,150SZ,150,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,426487.74,51178.53,
CHINA,PUERTO QUETZAL,31/07/2018, 8711209000,2018,ITALIKA,150SZ,150,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,426487.74,51178.53,
CHINA,PUERTO QUETZAL,31/07/2018, 8711209000,2018,ITALIKA,150SZ,150,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,426487.74,51178.53,
CHINA,PUERTO QUETZAL,31/07/2018, 8711209000,2018,ITALIKA,150SZ,150,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,426487.74,51178.53,
CHINA,PUERTO QUETZAL,31/07/2018, 8711209000,2018,ITALIKA,150SZ,150,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,426487.74,51178.53,
CHINA,PUERTO QUETZAL,31/07/2018, 8711209000,2018,ITALIKA,150SZ,150,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,426487.74,51178.53,
CHINA,PUERTO QUETZAL,31/07/2018, 8711209000,2018,ITALIKA,150SZ,150,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,426487.74,51178.53,
CHINA,PUERTO QUETZAL,31/07/2018, 8711209000,2018,ITALIKA,150SZ,150,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,426487.74,51178.53,
CHINA,PUERTO QUETZAL,31/07/2018, 8711209000,2018,ITALIKA,150SZ,150,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,426487.74,51178.53,
CHINA,PUERTO QUETZAL,31/07/2018, 8711209000,2018,ITALIKA,150SZ,150,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,426487.74,51178.53,
CHINA,PUERTO QUETZAL,31/07/2018, 8711209000,2018,ITALIKA,150SZ,150,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,426487.74,51178.53,
CHINA,PUERTO QUETZAL,31/07/2018, 8711209000,2018,ITALIKA,150SZ,150,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,426487.74,51178.53,
CHINA,PUERTO QUETZAL,31/07/2018, 8711209000,2018,ITALIKA,150SZ,150,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,426487.74,51178.53,
CHINA,PUERTO QUETZAL,31/07/2018, 8711209000,2018,ITALIKA,150SZ,150,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,426487.74,51178.53,
CHINA,PUERTO QUETZAL,31/07/2018, 8711209000,2018,ITALIKA,150SZ,150,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,426487.74,51178.53,
CHINA,PUERTO QUETZAL,31/07/2018, 8711209000,2018,ITALIKA,150SZ,150,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,426487.74,51178.53,
CHINA,PUERTO QUETZAL,31/07/2018, 8711209000,2018,ITALIKA,150SZ,150,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,426487.74,51178.53,
CHINA,PUERTO QUETZAL,31/07/2018, 8711209000,2018,ITALIKA,150SZ,150,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,426487.74,51178.53,
CHINA,PUERTO QUETZAL,31/07/2018, 8711209000,2018,ITALIKA,150SZ,150,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,426487.74,51178.53,
CHINA,PUERTO QUETZAL,31/07/2018, 8711209000,2018,ITALIKA,150SZ,150,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,426487.74,51178.53,
CHINA,PUERTO QUETZAL,31/07/2018, 8711209000,2018,ITALIKA,150SZ,150,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,426487.74,51178.53,
CHINA,PUERTO QUETZAL,31/07/2018, 8711209000,2018,ITALIKA,150SZ,150,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,426487.74,51178.53,
CHINA,PUERTO QUETZAL,31/07/2018, 8711209000,2018,ITALIKA,150SZ,150,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,426487.74,51178.53,
INDIA,PUERTO QUETZAL,24/07/2018, 8711209000,2019,BAJAJ,PULSAR 135 LS,135,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,2294034.9,275284.19,
INDIA,PUERTO QUETZAL,24/07/2018, 8711209000,2019,BAJAJ,PULSAR 135 LS,135,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,2294034.9,275284.19,
INDIA,PUERTO QUETZAL,24/07/2018, 8711209000,2019,BAJAJ,PULSAR 135 LS,135,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,2294034.9,275284.19,
INDIA,PUERTO QUETZAL,24/07/2018, 8711209000,2019,BAJAJ,PULSAR 135 LS,135,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,2294034.9,275284.19,
INDIA,PUERTO QUETZAL,24/07/2018, 8711209000,2019,BAJAJ,PULSAR 135 LS,135,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,2294034.9,275284.19,
INDIA,PUERTO QUETZAL,24/07/2018, 8711209000,2019,BAJAJ,PULSAR 135 LS,135,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,2294034.9,275284.19,
INDIA,PUERTO QUETZAL,24/07/2018, 8711209000,2019,BAJAJ,PULSAR 135 LS,135,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,2294034.9,275284.19,
INDIA,PUERTO QUETZAL,24/07/2018, 8711209000,2019,BAJAJ,PULSAR 135 LS,135,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,2294034.9,275284.19,
INDIA,PUERTO QUETZAL,24/07/2018, 8711209000,2019,BAJAJ,PULSAR 135 LS,135,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,2294034.9,275284.19,
INDIA,PUERTO QUETZAL,24/07/2018, 8711209000,2019,BAJAJ,PULSAR 135 LS,135,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,2294034.9,275284.19,
INDIA,PUERTO QUETZAL,24/07/2018, 8711209000,2019,BAJAJ,PULSAR 135 LS,135,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,2294034.9,275284.19,
INDIA,PUERTO QUETZAL,24/07/2018, 8711209000,2019,BAJAJ,PULSAR 135 LS,135,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,2294034.9,275284.19,
INDIA,PUERTO QUETZAL,24/07/2018, 8711209000,2019,BAJAJ,PULSAR 135 LS,135,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,2294034.9,275284.19,
INDIA,PUERTO QUETZAL,24/07/2018, 8711209000,2019,BAJAJ,PULSAR 135 LS,135,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,2294034.9,275284.19,
INDIA,PUERTO QUETZAL,24/07/2018, 8711209000,2019,BAJAJ,PULSAR 135 LS,135,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,2294034.9,275284.19,
INDIA,PUERTO QUETZAL,24/07/2018, 8711209000,2019,BAJAJ,PULSAR 135 LS,135,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,2294034.9,275284.19,
INDIA,PUERTO QUETZAL,24/07/2018, 8711209000,2019,BAJAJ,PULSAR 135 LS,135,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,2294034.9,275284.19,
INDIA,PUERTO QUETZAL,24/07/2018, 8711209000,2019,BAJAJ,PULSAR 135 LS,135,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,2294034.9,275284.19,
INDIA,PUERTO QUETZAL,24/07/2018, 8711209000,2019,BAJAJ,PULSAR 135 LS,135,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,2294034.9,275284.19,
INDIA,PUERTO QUETZAL,24/07/2018, 8711209000,2019,BAJAJ,PULSAR 135 LS,135,LIVIANO,MOTO,OCASIONAL,GASOLINA,2,0,0,2294034.9,275284.19,
