Pais de Proveniencia|Aduana de Ingreso| Fecha de la Poliza|Partida Arancelaria|Modelo del Vehiculo|Marca|Linea|Centimetros Cubicos|Distintivo|Tipo de Vehiculo|Tipo de Importador|Tipo Combustible|Asientos|Puertas|Tonelaje|Valor CIF|Impuesto
INDIA|PUERTO QUETZAL|11/12/2018| 8711209000|2019|HERO|HUNK 200R|200|LIVIANO|MOTO|OCASIONAL|GASOLINA|2|0|0|385987.1|46318.45|
INDIA|PUERTO QUETZAL|11/12/2018| 8711209000|2019|HERO|HUNK 200R|200|LIVIANO|MOTO|OCASIONAL|GASOLINA|2|0|0|385987.1|46318.45|
INDIA|PUERTO QUETZAL|11/12/2018| 8711209000|2019|HERO|HUNK 200R|200|LIVIANO|MOTO|OCASIONAL|GASOLINA|2|0|0|385987.1|46318.45|
ESTADOS UNIDOS|TECUN UMAN|08/12/2018| 8702108000|2001|INTERNATIONAL|3800|7300|PESADO|BUS|OCASIONAL|DIESEL|77|2|5|17560.86|2107.3|
TAILANDIA|PUERTO QUETZAL|11/12/2018| 8704215900|2019|ISUZU|D-MAX|2499|LIVIANO|PICK UP|OCASIONAL|DIESEL|3|2|1|123871.65|14864.6|
TAILANDIA|PUERTO QUETZAL|11/12/2018| 8704215900|2019|ISUZU|D-MAX|2499|LIVIANO|PICK UP|OCASIONAL|DIESEL|5|4|1|157222.94|18866.75|
TAILANDIA|PUERTO QUETZAL|11/12/2018| 8704215900|2019|ISUZU|D-MAX|2999|LIVIANO|PICK UP|OCASIONAL|DIESEL|5|4|1|149213.61|17905.63|
INDIA|PUERTO QUETZAL|11/12/2018| 8711209000|2019|BAJAJ|PULSAR 180 UG4|179|LIVIANO|MOTO|OCASIONAL|GASOLINA|2|0|0|1958409.53|235009.14|
INDIA|PUERTO QUETZAL|11/12/2018| 8711209000|2019|BAJAJ|PULSAR 180 UG4|179|LIVIANO|MOTO|OCASIONAL|GASOLINA|2|0|0|1958409.53|235009.14|
INDIA|PUERTO QUETZAL|11/12/2018| 8711209000|2019|BAJAJ|PULSAR 180 UG4|179|LIVIANO|MOTO|OCASIONAL|GASOLINA|2|0|0|1958409.53|235009.14|
INDIA|PUERTO QUETZAL|11/12/2018| 8711209000|2019|BAJAJ|PULSAR 180 UG4|179|LIVIANO|MOTO|OCASIONAL|GASOLINA|2|0|0|1958409.53|235009.14|
INDIA|PUERTO QUETZAL|11/12/2018| 8711209000|2019|BAJAJ|PULSAR 180 UG4|179|LIVIANO|MOTO|OCASIONAL|GASOLINA|2|0|0|1958409.53|235009.14|
INDIA|PUERTO QUETZAL|11/12/2018| 8711209000|2019|BAJAJ|PULSAR 180 UG4|179|LIVIANO|MOTO|OCASIONAL|GASOLINA|2|0|0|1958409.53|235009.14|
INDIA|PUERTO QUETZAL|11/12/2018| 8711209000|2019|BAJAJ|PULSAR 180 UG4|179|LIVIANO|MOTO|OCASIONAL|GASOLINA|2|0|0|1958409.53|235009.14|
INDIA|PUERTO QUETZAL|11/12/2018| 8711209000|2019|BAJAJ|PULSAR 180 UG4|179|LIVIANO|MOTO|OCASIONAL|GASOLINA|2|0|0|1958409.53|235009.14|
INDIA|PUERTO QUETZAL|11/12/2018| 8711209000|2019|BAJAJ|PULSAR 180 UG4|179|LIVIANO|MOTO|OCASIONAL|GASOLINA|2|0|0|1958409.53|235009.14|
INDIA|PUERTO QUETZAL|11/12/2018| 8711209000|2019|BAJAJ|PULSAR 180 UG4|179|LIVIANO|MOTO|OCASIONAL|GASOLINA|2|0|0|1958409.53|235009.14|
INDIA|PUERTO QUETZAL|11/12/2018| 8711209000|2019|BAJAJ|PULSAR 180 UG4|179|LIVIANO|MOTO|OCASIONAL|GASOLINA|2|0|0|1958409.53|235009.14|
INDIA|PUERTO QUETZAL|11/12/2018| 8711209000|2019|BAJAJ|PULSAR 180 UG4|179|LIVIANO|MOTO|OCASIONAL|GASOLINA|2|0|0|1958409.53|235009.14|
INDIA|PUERTO QUETZAL|11/12/2018| 8711209000|2019|BAJAJ|PULSAR 180 UG4|179|LIVIANO|MOTO|OCASIONAL|GASOLINA|2|0|0|1958409.53|235009.14|
INDIA|PUERTO QUETZAL|11/12/2018| 8711209000|2019|BAJAJ|PULSAR 180 UG4|179|LIVIANO|MOTO|OCASIONAL|GASOLINA|2|0|0|1958409.53|235009.14|
INDIA|PUERTO QUETZAL|11/12/2018| 8711209000|2019|BAJAJ|PULSAR 180 UG4|179|LIVIANO|MOTO|OCASIONAL|GASOLINA|2|0|0|1958409.53|235009.14|
INDIA|PUERTO QUETZAL|11/12/2018| 8711209000|2019|BAJAJ|PULSAR 180 UG4|179|LIVIANO|MOTO|OCASIONAL|GASOLINA|2|0|0|1958409.53|235009.14|
INDIA|PUERTO QUETZAL|11/12/2018| 8711209000|2019|BAJAJ|PULSAR 180 UG4|179|LIVIANO|MOTO|OCASIONAL|GASOLINA|2|0|0|1958409.53|235009.14|
INDIA|PUERTO QUETZAL|11/12/2018| 8711209000|2019|BAJAJ|PULSAR 180 UG4|179|LIVIANO|MOTO|OCASIONAL|GASOLINA|2|0|0|1958409.53|235009.14|
INDIA|PUERTO QUETZAL|11/12/2018| 8711209000|2019|BAJAJ|PULSAR 180 UG4|179|LIVIANO|MOTO|OCASIONAL|GASOLINA|2|0|0|1958409.53|235009.14|
INDIA|PUERTO QUETZAL|11/12/2018| 8711209000|2019|BAJAJ|PULSAR 180 UG4|179|LIVIANO|MOTO|OCASIONAL|GASOLINA|2|0|0|1958409.53|235009.14|
INDIA|PUERTO QUETZAL|11/12/2018| 8711209000|2019|BAJAJ|PULSAR 180 UG4|179|LIVIANO|MOTO|OCASIONAL|GASOLINA|2|0|0|1958409.53|235009.14|
INDIA|PUERTO QUETZAL|11/12/2018| 8711209000|2019|BAJAJ|PULSAR 180 UG4|179|LIVIANO|MOTO|OCASIONAL|GASOLINA|2|0|0|1958409.53|235009.14|
INDIA|PUERTO QUETZAL|11/12/2018| 8711209000|2019|BAJAJ|PULSAR 180 UG4|179|LIVIANO|MOTO|OCASIONAL|GASOLINA|2|0|0|1958409.53|235009.14|
INDIA|PUERTO QUETZAL|11/12/2018| 8711209000|2019|BAJAJ|PULSAR 180 UG4|179|LIVIANO|MOTO|OCASIONAL|GASOLINA|2|0|0|1958409.53|235009.14|
INDIA|PUERTO QUETZAL|11/12/2018| 8711209000|2019|BAJAJ|PULSAR 180 UG4|179|LIVIANO|MOTO|OCASIONAL|GASOLINA|2|0|0|1958409.53|235009.14|
INDIA|PUERTO QUETZAL|11/12/2018| 8711209000|2019|BAJAJ|PULSAR 180 UG4|179|LIVIANO|MOTO|OCASIONAL|GASOLINA|2|0|0|1958409.53|235009.14|
INDIA|PUERTO QUETZAL|11/12/2018| 8711209000|2019|BAJAJ|PULSAR 180 UG4|179|LIVIANO|MOTO|OCASIONAL|GASOLINA|2|0|0|1958409.53|235009.14|
INDIA|PUERTO QUETZAL|11/12/2018| 8711209000|2019|BAJAJ|PULSAR 180 UG4|179|LIVIANO|MOTO|OCASIONAL|GASOLINA|2|0|0|1958409.53|235009.14|
INDIA|PUERTO QUETZAL|11/12/2018| 8711209000|2019|BAJAJ|PULSAR 180 UG4|179|LIVIANO|MOTO|OCASIONAL|GASOLINA|2|0|0|1958409.53|235009.14|
INDIA|PUERTO QUETZAL|11/12/2018| 8711209000|2019|BAJAJ|PULSAR 180 UG4|179|LIVIANO|MOTO|OCASIONAL|GASOLINA|2|0|0|1958409.53|235009.14|
TAILANDIA|PUERTO QUETZAL|11/12/2018| 8704215900|2019|ISUZU|D-MAX|2499|LIVIANO|PICK UP|OCASIONAL|DIESEL|4|2|1|154471.7|18536.6|
TAILANDIA|PUERTO QUETZAL|11/12/2018| 8703337000|2019|ISUZU|MU-X|2999|LIVIANO|CAMIONETA AGRIC.|OCASIONAL|DIESEL|7|4|0|448254.62|53790.55|
TAILANDIA|PUERTO QUETZAL|11/12/2018| 8703337000|2019|ISUZU|MU-X|2999|LIVIANO|CAMIONETA AGRIC.|OCASIONAL|DIESEL|7|4|0|448254.62|53790.55|
JAPON|EL CARMEN|08/12/2018| 8703236900|2002|TOYOTA|RAV4 2WD|2000|LIVIANO|CAMIONETA|OCASIONAL|GASOLINA|5|4|0|23803.47|2856.42|
JAPON|EL CARMEN|09/12/2018| 8703249000|2007|TOYOTA|RAV4 4WD|3500|LIVIANO|CAMIONETA|OCASIONAL|GASOLINA|5|4|0|25349.15|3041.9|
ESTADOS UNIDOS|EL CARMEN|08/12/2018| 8703236900|2003|TOYOTA|COROLLA CE|1800|LIVIANO|AUTOMOVIL|OCASIONAL|GASOLINA|5|4|0|18841.84|2261.02|
JAPON|EL CARMEN|09/12/2018| 8711209000|2002|HONDA|XR100R|100|LIVIANO|MOTO|OCASIONAL|GASOLINA|2|0|0|5005.38|600.65|
ESTADOS UNIDOS|EL CARMEN|09/12/2018| 8704315100|1993|TOYOTA|4X4 DLX|2400|LIVIANO|PICK UP|OCASIONAL|GASOLINA|2|2|1|23488|2818.56|
CANADA|EL CARMEN|10/12/2018| 8703236900|2005|TOYOTA|MATRIX XR|1800|LIVIANO|CAMIONETILLA|OCASIONAL|GASOLINA|5|4|0|18239.02|2188.68|
CANADA|EL CARMEN|09/12/2018| 8703249000|2012|CHEVROLET|CAMARO LT CONVERTIBLE|3600|LIVIANO|AUTOMOVIL|OCASIONAL|GASOLINA|4|2|0|37560.02|4507.2|
JAPON|EL CARMEN|10/12/2018| 8703226900|2007|HONDA|FIT SPORT|1500|LIVIANO|AUTOMOVIL|OCASIONAL|GASOLINA|5|4|0|18648.63|2237.84|
JAPON|TECUN UMAN|10/12/2018| 8703247000|1996|TOYOTA|4RUNNER LIMITED 4X4|3400|LIVIANO|CAMIONETA|OCASIONAL|GASOLINA|5|4|0|23610.26|2833.23|
JAPON|TECUN UMAN|10/12/2018| 8704216900|2002|UD NISSAN|1400|4617|PESADO|CAMION FURGON|OCASIONAL|DIESEL|3|2|3.4|25658.29|3078.99|
JAPON|TECUN UMAN|10/12/2018| 8703237900|2006|TOYOTA|RAV4 4X2|2400|LIVIANO|CAMIONETA|OCASIONAL|GASOLINA|5|4|0|25642.83|3077.14|
JAPON|EL CARMEN|10/12/2018| 8703236900|2013|MAZDA|MAZDA3 I|2000|LIVIANO|AUTOMOVIL|OCASIONAL|GASOLINA|5|4|0|15132.21|1815.87|
CANADA|EL CARMEN|10/12/2018| 8703236300|2000|CHEVROLET|TRACKER 4WD|2000|LIVIANO|CAMIONETA|OCASIONAL|GASOLINA|5|4|0|16639.25|1996.71|
JAPON|G8, CENTRALSA|10/12/2018| 8703236900|1999|HONDA|CR-V EX 4WD|2000|LIVIANO|CAMIONETA|OCASIONAL|GASOLINA|5|4|0|13314.83|1597.78|
ESTADOS UNIDOS|EL CARMEN|10/12/2018| 8704315100|2001|TOYOTA|TACOMA SR5 XTRA CAB 4X2|2400|LIVIANO|PICK UP|OCASIONAL|GASOLINA|4|2|1|29580.4|3549.65|
ESTADOS UNIDOS|G8, CENTRALSA|12/12/2018| 8704315900|2014|TOYOTA|TACOMA|2700|LIVIANO|PICK UP|OCASIONAL|GASOLINA|5|4|1|49070.9|5888.51|
INDIA|PUERTO QUETZAL|11/12/2018| 8711209000|2019|BAJAJ|PULSAR 180 UG4|179|LIVIANO|MOTO|OCASIONAL|GASOLINA|2|0|0|1958409.53|235009.14|
INDIA|PUERTO QUETZAL|11/12/2018| 8711209000|2019|BAJAJ|PULSAR 180 UG4|179|LIVIANO|MOTO|OCASIONAL|GASOLINA|2|0|0|1958409.53|235009.14|
INDIA|PUERTO QUETZAL|11/12/2018| 8711209000|2019|BAJAJ|PULSAR 180 UG4|179|LIVIANO|MOTO|OCASIONAL|GASOLINA|2|0|0|1958409.53|235009.14|
INDIA|PUERTO QUETZAL|11/12/2018| 8711209000|2019|BAJAJ|PULSAR 180 UG4|179|LIVIANO|MOTO|OCASIONAL|GASOLINA|2|0|0|1958409.53|235009.14|
INDIA|PUERTO QUETZAL|11/12/2018| 8711209000|2019|BAJAJ|PULSAR 180 UG4|179|LIVIANO|MOTO|OCASIONAL|GASOLINA|2|0|0|1958409.53|235009.14|
INDIA|PUERTO QUETZAL|11/12/2018| 8711209000|2019|BAJAJ|PULSAR 180 UG4|179|LIVIANO|MOTO|OCASIONAL|GASOLINA|2|0|0|1958409.53|235009.14|
INDIA|PUERTO QUETZAL|11/12/2018| 8711209000|2019|BAJAJ|PULSAR 180 UG4|179|LIVIANO|MOTO|OCASIONAL|GASOLINA|2|0|0|1958409.53|235009.14|
INDIA|PUERTO QUETZAL|11/12/2018| 8711209000|2019|BAJAJ|PULSAR 180 UG4|179|LIVIANO|MOTO|OCASIONAL|GASOLINA|2|0|0|1958409.53|235009.14|
INDIA|PUERTO QUETZAL|11/12/2018| 8711209000|2019|BAJAJ|PULSAR 180 UG4|179|LIVIANO|MOTO|OCASIONAL|GASOLINA|2|0|0|1958409.53|235009.14|
INDIA|PUERTO QUETZAL|11/12/2018| 8711209000|2019|BAJAJ|PULSAR 180 UG4|179|LIVIANO|MOTO|OCASIONAL|GASOLINA|2|0|0|1958409.53|235009.14|
INDIA|PUERTO QUETZAL|11/12/2018| 8711209000|2019|BAJAJ|PULSAR 180 UG4|179|LIVIANO|MOTO|OCASIONAL|GASOLINA|2|0|0|1958409.53|235009.14|
INDIA|PUERTO QUETZAL|11/12/2018| 8711209000|2019|BAJAJ|PULSAR 180 UG4|179|LIVIANO|MOTO|OCASIONAL|GASOLINA|2|0|0|1958409.53|235009.14|
INDIA|PUERTO QUETZAL|11/12/2018| 8711209000|2019|BAJAJ|PULSAR 180 UG4|179|LIVIANO|MOTO|OCASIONAL|GASOLINA|2|0|0|1958409.53|235009.14|
INDIA|PUERTO QUETZAL|11/12/2018| 8711209000|2019|BAJAJ|PULSAR 180 UG4|179|LIVIANO|MOTO|OCASIONAL|GASOLINA|2|0|0|1958409.53|235009.14|
INDIA|PUERTO QUETZAL|11/12/2018| 8711209000|2019|BAJAJ|PULSAR 180 UG4|179|LIVIANO|MOTO|OCASIONAL|GASOLINA|2|0|0|1958409.53|235009.14|
ESTADOS UNIDOS|EL CARMEN|08/12/2018| 8704315100|2000|TOYOTA|TACOMA XTRA CAB SR5 4X4|3400|LIVIANO|PICK UP|OCASIONAL|GASOLINA|4|2|1|26121.99|3134.64|
COREA DEL SUR|PUERTO QUETZAL|10/12/2018| 8703327900|2001|HYUNDAI|TERRACAN JX250 4X4|2500|LIVIANO|CAMIONETA|OCASIONAL|DIESEL|7|5|0|23648.9|2837.87|
ESTADOS UNIDOS|TECUN UMAN|08/12/2018| 8701200000|1997|FREIGHTLINER|D120064S T|12700|PESADO|CABEZAL|OCASIONAL|DIESEL|2|2|15|42660.77|5119.29|
COREA DEL SUR|PUERTO QUETZAL|08/12/2018| 8703327900|2001|HYUNDAI|TERRACAN JX250 4X4|2500|LIVIANO|CAMIONETA|OCASIONAL|DIESEL|7|5|0|15920.5|1910.46|
COREA DEL SUR|PUERTO QUETZAL|10/12/2018| 8704215900|2008|KIA|BONGO III|2900|PESADO|CAMION|OCASIONAL|DIESEL|3|2|1.4|30163.95|3619.67|
ESTADOS UNIDOS|EL CARMEN|08/12/2018| 8704229000|1996|PETERBILT|385|10300|PESADO|CAMION FURGON|OCASIONAL|DIESEL|2|2|12|53480.53|6417.66|
JAPON|EL CARMEN|08/12/2018| 8704315100|1989|TOYOTA|4X4 DLX|2400|LIVIANO|PICK UP|OCASIONAL|GASOLINA|2|2|1|23488|2818.56|
INDIA|PUERTO QUETZAL|11/12/2018| 8711209000|2019|BAJAJ|PULSAR 180 UG4|179|LIVIANO|MOTO|OCASIONAL|GASOLINA|2|0|0|1958409.53|235009.14|
INDIA|PUERTO QUETZAL|11/12/2018| 8711209000|2019|BAJAJ|PULSAR 180 UG4|179|LIVIANO|MOTO|OCASIONAL|GASOLINA|2|0|0|1958409.53|235009.14|
INDIA|PUERTO QUETZAL|11/12/2018| 8711209000|2019|BAJAJ|PULSAR 180 UG4|179|LIVIANO|MOTO|OCASIONAL|GASOLINA|2|0|0|1958409.53|235009.14|
INDIA|PUERTO QUETZAL|11/12/2018| 8711209000|2019|BAJAJ|PULSAR 180 UG4|179|LIVIANO|MOTO|OCASIONAL|GASOLINA|2|0|0|1958409.53|235009.14|
